geoid,name,year,est_total_population,population_density,percentage_race_white,percentage_race_black_african_american,percentage_race_american_indian_alaska_native,percentage_race_asian,percentage_race_native_hawaiian_pacific_islander,percentage_race_other_race,percentage_race_two_plus_races,percentage_race_two_plus_races_includes_other_race,percentage_race_two_plus_races_excludes_other_race,registered_voters_total,partisan_lean_left,partisan_lean_right,polling_locations_total,registered_voters_per_polling_location,polling_locations_removed_since_last_general,polling_locations_added_since_last_general,est_total_housing_units,est_total_occupied_housing_units,est_total_vacant_housing_units,est_occupied_housing_units_with_vehicle_available,est_occupied_housing_units_no_vehicle_available
0500000US55003,"Ashland County, Wisconsin",2022,16002,,0.834,0.009,0.106,0.007,0,0.003,0.04,0.006,0.034,,,,,,,,,,,,
0500000US55005,"Barron County, Wisconsin",2022,46529,,0.933,0.018,0.007,0.007,0,0.016,0.02,0.005,0.015,,,,,,,,,,,,
0500000US55007,"Bayfield County, Wisconsin",2022,16031,,0.85,0.012,0.09,0.005,0,0.004,0.039,0.008,0.032,,,,,,,,,,,,
0500000US55009,"Brown County, Wisconsin",2022,267364,,0.825,0.026,0.021,0.032,0,0.035,0.059,0.023,0.036,,,,,,,,,,,,
0500000US55011,"Buffalo County, Wisconsin",2022,13314,,0.961,0.007,0.002,0,0,0.011,0.018,0.006,0.012,,,,,,,,,,,,
0500000US55013,"Burnett County, Wisconsin",2022,16356,,0.915,0.007,0.034,0.004,0,0.002,0.037,0.002,0.035,,,,,,,,,,,,
0500000US55015,"Calumet County, Wisconsin",2022,52128,,0.923,0.009,0.004,0.024,0,0.008,0.031,0.016,0.016,,,,,,,,,,,,
0500000US55017,"Chippewa County, Wisconsin",2022,65877,,0.94,0.016,0.003,0.014,0,0.003,0.023,0.006,0.018,,,,,,,,,,,,
0500000US55019,"Clark County, Wisconsin",2022,34655,,0.947,0.007,0.002,0.003,0,0.008,0.033,0.016,0.017,,,,,,,,,,,,
0500000US55021,"Columbia County, Wisconsin",2022,58219,,0.933,0.019,0.003,0.009,0,0.01,0.026,0.011,0.016,,,,,,,,,,,,
0500000US55023,"Crawford County, Wisconsin",2022,16167,,0.945,0.019,0.002,0.006,0,0.001,0.027,0.006,0.021,,,,,,,,,,,,
0500000US55025,"Dane County, Wisconsin",2022,555474,,0.816,0.051,0.003,0.06,0.001,0.015,0.055,0.02,0.035,,,,,,,,,,,,
0500000US55027,"Dodge County, Wisconsin",2022,89274,,0.917,0.026,0.002,0.007,0.001,0.011,0.037,0.015,0.022,,,,,,,,,,,,
0500000US55029,"Door County, Wisconsin",2022,29713,,0.944,0.005,0.01,0.003,0,0.016,0.023,0.006,0.016,,,,,,,,,,,,
0500000US55031,"Douglas County, Wisconsin",2022,44034,,0.92,0.013,0.016,0.013,0,0.003,0.035,0.005,0.03,,,,,,,,,,,,
0500000US55033,"Dunn County, Wisconsin",2022,45254,,0.93,0.008,0.002,0.03,0,0.004,0.026,0.008,0.018,,,,,,,,,,,,
0500000US55035,"Eau Claire County, Wisconsin",2022,105206,,0.9,0.013,0.002,0.037,0.004,0.005,0.039,0.013,0.026,,,,,,,,,,,,
0500000US55037,"Florence County, Wisconsin",2022,4542,,0.965,0.005,0.008,0,0,0,0.023,0.006,0.017,,,,,,,,,,,,
0500000US55039,"Fond du Lac County, Wisconsin",2022,103890,,0.913,0.017,0.003,0.015,0.001,0.016,0.035,0.013,0.022,,,,,,,,,,,,
0500000US55041,"Forest County, Wisconsin",2022,9184,,0.789,0.005,0.127,0.006,0,0.008,0.065,0.009,0.055,,,,,,,,,,,,
0500000US55043,"Grant County, Wisconsin",2022,52210,,0.956,0.016,0.001,0.009,0,0.003,0.014,0.005,0.009,,,,,,,,,,,,
0500000US55045,"Green County, Wisconsin",2022,37098,,0.954,0.005,0.001,0.003,0,0.012,0.025,0.008,0.018,,,,,,,,,,,,
0500000US55047,"Green Lake County, Wisconsin",2022,18990,,0.947,0.01,0.002,0.003,0,0.01,0.028,0.011,0.016,,,,,,,,,,,,
0500000US55049,"Iowa County, Wisconsin",2022,23715,,0.949,0.01,0.001,0.007,0,0.005,0.029,0.016,0.013,,,,,,,,,,,,
0500000US55051,"Iron County, Wisconsin",2022,6074,,0.958,0.001,0.008,0.005,0,0.004,0.024,0.003,0.02,,,,,,,,,,,,
0500000US55053,"Jackson County, Wisconsin",2022,21004,,0.867,0.018,0.052,0.005,0.001,0.017,0.041,0.008,0.033,,,,,,,,,,,,
0500000US55055,"Jefferson County, Wisconsin",2022,84808,,0.923,0.009,0.002,0.005,0,0.025,0.035,0.014,0.021,,,,,,,,,,,,
0500000US55057,"Juneau County, Wisconsin",2022,26595,,0.915,0.024,0.008,0.005,0,0.012,0.035,0.016,0.019,,,,,,,,,,,,
0500000US55059,"Kenosha County, Wisconsin",2022,168743,,0.807,0.067,0.004,0.018,0.001,0.029,0.074,0.038,0.036,,,,,,,,,,,,
0500000US55061,"Kewaunee County, Wisconsin",2022,20535,,0.952,0.007,0.004,0.006,0,0.01,0.021,0.009,0.012,,,,,,,,,,,,
0500000US55063,"La Crosse County, Wisconsin",2022,120291,,0.899,0.016,0.003,0.044,0,0.006,0.031,0.007,0.024,,,,,,,,,,,,
0500000US55065,"Lafayette County, Wisconsin",2022,16662,,0.959,0.006,0.002,0.006,0,0.009,0.018,0.012,0.007,,,,,,,,,,,,
0500000US55067,"Langlade County, Wisconsin",2022,19469,,0.937,0.007,0.009,0.002,0,0.007,0.039,0.01,0.029,,,,,,,,,,,,
0500000US55069,"Lincoln County, Wisconsin",2022,28378,,0.956,0.007,0.003,0.003,0,0.004,0.027,0.006,0.021,,,,,,,,,,,,
0500000US55071,"Manitowoc County, Wisconsin",2022,81103,,0.92,0.012,0.004,0.026,0.001,0.006,0.031,0.013,0.018,,,,,,,,,,,,
0500000US55073,"Marathon County, Wisconsin",2022,137597,,0.893,0.006,0.002,0.055,0.001,0.009,0.034,0.004,0.03,,,,,,,,,,,,
0500000US55075,"Marinette County, Wisconsin",2022,41720,,0.958,0.007,0.004,0.003,0,0.004,0.024,0.007,0.017,,,,,,,,,,,,
0500000US55077,"Marquette County, Wisconsin",2022,15515,,0.954,0.007,0.004,0.005,0,0.008,0.023,0.008,0.015,,,,,,,,,,,,
0500000US55078,"Menominee County, Wisconsin",2022,4318,,0.112,0.004,0.838,0.001,0,0.001,0.044,0,0.044,,,,,,,,,,,,
0500000US55079,"Milwaukee County, Wisconsin",2022,939123,,0.553,0.266,0.006,0.045,0,0.06,0.069,0.034,0.035,,,,,,,,,,,,
0500000US55081,"Monroe County, Wisconsin",2022,46091,,0.915,0.018,0.01,0.007,0,0.02,0.03,0.011,0.019,,,,,,,,,,,,
0500000US55083,"Oconto County, Wisconsin",2022,38691,,0.952,0.004,0.012,0.003,0,0.001,0.028,0.007,0.02,,,,,,,,,,,,
0500000US55085,"Oneida County, Wisconsin",2022,37468,,0.955,0.005,0.014,0.004,0,0.005,0.017,0.005,0.013,,,,,,,,,,,,
0500000US55087,"Outagamie County, Wisconsin",2022,189620,,0.885,0.014,0.013,0.035,0,0.017,0.036,0.011,0.024,,,,,,,,,,,,
0500000US55089,"Ozaukee County, Wisconsin",2022,91029,,0.92,0.013,0.001,0.021,0.001,0.008,0.036,0.011,0.024,,,,,,,,,,,,
0500000US55091,"Pepin County, Wisconsin",2022,7328,,0.971,0.004,0.003,0.004,0.001,0.005,0.013,0.007,0.006,,,,,,,,,,,,
0500000US55093,"Pierce County, Wisconsin",2022,42204,,0.941,0.007,0.003,0.012,0,0.006,0.031,0.012,0.019,,,,,,,,,,,,
0500000US55095,"Polk County, Wisconsin",2022,44806,,0.954,0.004,0.006,0.004,0,0.005,0.026,0.009,0.017,,,,,,,,,,,,
0500000US55097,"Portage County, Wisconsin",2022,70378,,0.917,0.008,0.003,0.03,0,0.016,0.026,0.008,0.018,,,,,,,,,,,,
0500000US55099,"Price County, Wisconsin",2022,14003,,0.948,0.004,0.005,0.006,0.008,0.005,0.024,0.002,0.022,,,,,,,,,,,,
0500000US55101,"Racine County, Wisconsin",2022,197379,,0.778,0.114,0.005,0.013,0.001,0.026,0.063,0.032,0.032,,,,,,,,,,,,
0500000US55103,"Richland County, Wisconsin",2022,17353,,0.939,0.006,0.001,0.007,0,0.022,0.023,0.008,0.015,,,,,,,,,,,,
0500000US55105,"Rock County, Wisconsin",2022,163522,,0.845,0.048,0.003,0.012,0,0.041,0.051,0.021,0.03,,,,,,,,,,,,
0500000US55107,"Rusk County, Wisconsin",2022,14182,,0.957,0.006,0.002,0.004,0.001,0.004,0.026,0.005,0.02,,,,,,,,,,,,
0500000US55109,"St. Croix County, Wisconsin",2022,92495,,0.942,0.007,0.001,0.009,0,0.008,0.034,0.011,0.023,,,,,,,,,,,,
0500000US55111,"Sauk County, Wisconsin",2022,65428,,0.926,0.008,0.013,0.005,0,0.016,0.031,0.015,0.017,,,,,,,,,,,,
0500000US55113,"Sawyer County, Wisconsin",2022,17813,,0.774,0.003,0.158,0.005,0,0.012,0.048,0.004,0.044,,,,,,,,,,,,
0500000US55115,"Shawano County, Wisconsin",2022,40836,,0.872,0.005,0.069,0.006,0,0.004,0.044,0.011,0.034,,,,,,,,,,,,
0500000US55117,"Sheboygan County, Wisconsin",2022,117528,,0.863,0.021,0.002,0.06,0,0.017,0.037,0.016,0.021,,,,,,,,,,,,
0500000US55119,"Taylor County, Wisconsin",2022,19960,,0.965,0.002,0.001,0.004,0.001,0.004,0.022,0.009,0.014,,,,,,,,,,,,
0500000US55121,"Trempealeau County, Wisconsin",2022,30504,,0.923,0.005,0.003,0.004,0.001,0.048,0.016,0.007,0.01,,,,,,,,,,,,
0500000US55123,"Vernon County, Wisconsin",2022,30719,,0.96,0.002,0.001,0.003,0,0.005,0.029,0.012,0.016,,,,,,,,,,,,
0500000US55125,"Vilas County, Wisconsin",2022,22813,,0.864,0.005,0.09,0.002,0,0.002,0.037,0.01,0.027,,,,,,,,,,,,
0500000US55127,"Walworth County, Wisconsin",2022,105945,,0.899,0.008,0.003,0.007,0.001,0.033,0.049,0.028,0.021,,,,,,,,,,,,
0500000US55129,"Washburn County, Wisconsin",2022,16561,,0.944,0.006,0.012,0.005,0.001,0.003,0.027,0.008,0.019,,,,,,,,,,,,
0500000US55131,"Washington County, Wisconsin",2022,136300,,0.931,0.014,0.003,0.014,0,0.008,0.03,0.014,0.016,,,,,,,,,,,,
0500000US55133,"Waukesha County, Wisconsin",2022,405332,,0.899,0.016,0.002,0.038,0,0.009,0.036,0.016,0.019,,,,,,,,,,,,
0500000US55135,"Waupaca County, Wisconsin",2022,51769,,0.949,0.007,0.003,0.005,0,0.013,0.022,0.01,0.012,,,,,,,,,,,,
0500000US55137,"Waushara County, Wisconsin",2022,24527,,0.911,0.019,0.008,0.004,0,0.034,0.024,0.009,0.015,,,,,,,,,,,,
0500000US55139,"Winnebago County, Wisconsin",2022,171304,,0.898,0.026,0.004,0.03,0.001,0.01,0.031,0.01,0.021,,,,,,,,,,,,
0500000US55141,"Wood County, Wisconsin",2022,74107,,0.93,0.007,0.005,0.021,0,0.011,0.027,0.01,0.017,,,,,,,,,,,,
0500000US56001,"Albany County, Wyoming",2022,37311,,0.874,0.009,0.007,0.038,0.001,0.013,0.058,0.019,0.039,,,,,,,,,,,,
0500000US56003,"Big Horn County, Wyoming",2022,11671,,0.902,0.005,0.007,0.006,0.002,0.049,0.028,0.009,0.019,,,,,,,,,,,,
0500000US56005,"Campbell County, Wyoming",2022,46758,,0.902,0.003,0.011,0.001,0,0.028,0.054,0.025,0.03,,,,,,,,,,,,
0500000US56007,"Carbon County, Wyoming",2022,14714,,0.875,0.011,0.018,0.007,0,0.045,0.044,0.026,0.018,,,,,,,,,,,,
0500000US56009,"Converse County, Wyoming",2022,13702,,0.955,0.002,0.004,0.003,0,0.004,0.032,0.004,0.028,,,,,,,,,,,,
0500000US56011,"Crook County, Wyoming",2022,7185,,0.949,0,0.009,0.003,0,0.004,0.034,0.014,0.021,,,,,,,,,,,,
0500000US56013,"Fremont County, Wyoming",2022,39434,,0.715,0.005,0.202,0.004,0.001,0.017,0.056,0.016,0.04,,,,,,,,,,,,
0500000US56015,"Goshen County, Wyoming",2022,12642,,0.902,0.007,0.013,0.009,0.002,0.016,0.052,0.037,0.015,,,,,,,,,,,,
0500000US56017,"Hot Springs County, Wyoming",2022,4673,,0.945,0,0.024,0,0,0.012,0.019,0.007,0.012,,,,,,,,,,,,
0500000US56019,"Johnson County, Wyoming",2022,8457,,0.926,0.007,0.029,0.006,0,0.006,0.026,0.006,0.02,,,,,,,,,,,,
0500000US56021,"Laramie County, Wyoming",2022,99905,,0.862,0.024,0.01,0.011,0.001,0.031,0.061,0.024,0.036,,,,,,,,,,,,
0500000US56023,"Lincoln County, Wyoming",2022,19457,,0.95,0.001,0.003,0.004,0,0.004,0.039,0.011,0.028,,,,,,,,,,,,
0500000US56025,"Natrona County, Wyoming",2022,79382,,0.922,0.008,0.01,0.005,0,0.01,0.046,0.017,0.029,,,,,,,,,,,,
0500000US56027,"Niobrara County, Wyoming",2022,2486,,0.93,0.005,0.023,0,0.012,0.002,0.028,0.002,0.026,,,,,,,,,,,,
0500000US56029,"Park County, Wyoming",2022,29664,,0.929,0.007,0.007,0.003,0,0.012,0.041,0.015,0.026,,,,,,,,,,,,
0500000US56031,"Platte County, Wyoming",2022,8607,,0.905,0.005,0.001,0.007,0.006,0.002,0.074,0.059,0.015,,,,,,,,,,,,
0500000US56033,"Sheridan County, Wyoming",2022,30812,,0.936,0.005,0.014,0.01,0,0.012,0.024,0.009,0.015,,,,,,,,,,,,
0500000US56035,"Sublette County, Wyoming",2022,8830,,0.96,0,0.002,0,0,0.002,0.036,0.022,0.014,,,,,,,,,,,,
0500000US56037,"Sweetwater County, Wyoming",2022,42459,,0.868,0.012,0.012,0.011,0.001,0.028,0.067,0.049,0.018,,,,,,,,,,,,
0500000US56039,"Teton County, Wyoming",2022,23319,,0.852,0.007,0.001,0.016,0.001,0.094,0.029,0.018,0.011,,,,,,,,,,,,
0500000US56041,"Uinta County, Wyoming",2022,20514,,0.921,0.003,0.003,0.002,0,0.024,0.048,0.01,0.037,,,,,,,,,,,,
0500000US56043,"Washakie County, Wyoming",2022,7768,,0.857,0,0.009,0.004,0,0.073,0.057,0.029,0.028,,,,,,,,,,,,
0500000US56045,"Weston County, Wyoming",2022,6891,,0.893,0.004,0.013,0.008,0.011,0.002,0.07,0.03,0.04,,,,,,,,,,,,
0500000US72001,"Adjuntas Municipio, Puerto Rico",2022,18068,,0.843,0.015,0.001,0,0,0.084,0.057,0.05,0.007,,,,,,,,,,,,
0500000US72003,"Aguada Municipio, Puerto Rico",2022,38307,,0.613,0.018,0.001,0.001,0,0.039,0.329,0.062,0.267,,,,,,,,,,,,
0500000US72005,"Aguadilla Municipio, Puerto Rico",2022,55241,,0.744,0.034,0.001,0.001,0,0.136,0.084,0.068,0.016,,,,,,,,,,,,
0500000US72007,"Aguas Buenas Municipio, Puerto Rico",2022,24567,,0.406,0.065,0.012,0,0,0.131,0.386,0.04,0.346,,,,,,,,,,,,
0500000US72009,"Aibonito Municipio, Puerto Rico",2022,24565,,0.49,0.142,0.006,0,0,0.041,0.322,0.318,0.004,,,,,,,,,,,,
0500000US72011,"Añasco Municipio, Puerto Rico",2022,25859,,0.598,0.027,0,0,0,0.058,0.317,0.076,0.241,,,,,,,,,,,,
0500000US72013,"Arecibo Municipio, Puerto Rico",2022,88017,,0.511,0.033,0.001,0.01,0,0.266,0.18,0.172,0.008,,,,,,,,,,,,
0500000US72015,"Arroyo Municipio, Puerto Rico",2022,16183,,0.574,0.249,0,0,0,0.081,0.096,0.075,0.021,,,,,,,,,,,,
0500000US72017,"Barceloneta Municipio, Puerto Rico",2022,22836,,0.51,0.041,0.002,0.014,0,0.196,0.237,0.232,0.004,,,,,,,,,,,,
0500000US72019,"Barranquitas Municipio, Puerto Rico",2022,28982,,0.646,0.074,0.001,0,0,0.064,0.216,0.115,0.101,,,,,,,,,,,,
0500000US72021,"Bayamón Municipio, Puerto Rico",2022,185939,,0.487,0.073,0.001,0.002,0,0.184,0.253,0.162,0.091,,,,,,,,,,,,
0500000US72023,"Cabo Rojo Municipio, Puerto Rico",2022,47403,,0.344,0.039,0.004,0.004,0,0.495,0.114,0.043,0.07,,,,,,,,,,,,
0500000US72025,"Caguas Municipio, Puerto Rico",2022,128182,,0.624,0.09,0.003,0.003,0,0.177,0.103,0.078,0.025,,,,,,,,,,,,
0500000US72027,"Camuy Municipio, Puerto Rico",2022,32885,,0.89,0.014,0,0,0,0.06,0.035,0.033,0.002,,,,,,,,,,,,
0500000US72029,"Canóvanas Municipio, Puerto Rico",2022,42811,,0.38,0.13,0.001,0.007,0,0.399,0.083,0.077,0.006,,,,,,,,,,,,
0500000US72031,"Carolina Municipio, Puerto Rico",2022,155886,,0.423,0.17,0.006,0.003,0,0.267,0.13,0.095,0.035,,,,,,,,,,,,
0500000US72033,"Cataño Municipio, Puerto Rico",2022,23536,,0.531,0.096,0,0.002,0,0.093,0.277,0.234,0.043,,,,,,,,,,,,
0500000US72035,"Cayey Municipio, Puerto Rico",2022,42134,,0.434,0.081,0.001,0.002,0,0.132,0.349,0.03,0.32,,,,,,,,,,,,
0500000US72037,"Ceiba Municipio, Puerto Rico",2022,11463,,0.344,0.066,0.004,0.007,0,0.47,0.109,0.073,0.037,,,,,,,,,,,,
0500000US72039,"Ciales Municipio, Puerto Rico",2022,17045,,0.683,0.022,0.013,0.004,0,0.059,0.218,0.154,0.064,,,,,,,,,,,,
0500000US72041,"Cidra Municipio, Puerto Rico",2022,40125,,0.487,0.122,0.002,0,0,0.164,0.226,0.038,0.188,,,,,,,,,,,,
0500000US72043,"Coamo Municipio, Puerto Rico",2022,35268,,0.441,0.193,0,0,0,0.035,0.33,0.325,0.005,,,,,,,,,,,,
0500000US72045,"Comerío Municipio, Puerto Rico",2022,18990,,0.598,0.09,0,0,0,0.05,0.262,0.249,0.013,,,,,,,,,,,,
0500000US72047,"Corozal Municipio, Puerto Rico",2022,34631,,0.599,0.062,0,0,0,0.125,0.214,0.131,0.083,,,,,,,,,,,,
0500000US72049,"Culebra Municipio, Puerto Rico",2022,1293,,0.35,0.024,0,0.009,0,0.583,0.034,0.019,0.015,,,,,,,,,,,,
0500000US72051,"Dorado Municipio, Puerto Rico",2022,36030,,0.556,0.087,0,0,0,0.058,0.298,0.241,0.057,,,,,,,,,,,,
0500000US72053,"Fajardo Municipio, Puerto Rico",2022,32336,,0.394,0.083,0.001,0.002,0,0.301,0.219,0.193,0.026,,,,,,,,,,,,
0500000US72054,"Florida Municipio, Puerto Rico",2022,11725,,0.539,0.02,0,0.012,0,0.179,0.249,0.245,0.004,,,,,,,,,,,,
0500000US72055,"Guánica Municipio, Puerto Rico",2022,14297,,0.537,0.049,0.001,0,0,0.36,0.053,0.051,0.002,,,,,,,,,,,,
0500000US72057,"Guayama Municipio, Puerto Rico",2022,37388,,0.627,0.147,0,0,0.003,0.064,0.16,0.135,0.024,,,,,,,,,,,,
0500000US72059,"Guayanilla Municipio, Puerto Rico",2022,18047,,0.768,0.018,0.002,0.006,0,0.165,0.041,0.036,0.005,,,,,,,,,,,,
0500000US72061,"Guaynabo Municipio, Puerto Rico",2022,90014,,0.506,0.065,0.002,0.001,0,0.162,0.264,0.225,0.038,,,,,,,,,,,,
0500000US72063,"Gurabo Municipio, Puerto Rico",2022,41237,,0.506,0.112,0.003,0.002,0,0.28,0.096,0.082,0.014,,,,,,,,,,,,
0500000US72065,"Hatillo Municipio, Puerto Rico",2022,38739,,0.854,0.02,0.001,0,0,0.069,0.056,0.055,0.001,,,,,,,,,,,,
0500000US72067,"Hormigueros Municipio, Puerto Rico",2022,15726,,0.182,0.022,0,0,0,0.755,0.04,0.036,0.004,,,,,,,,,,,,
0500000US72069,"Humacao Municipio, Puerto Rico",2022,51398,,0.315,0.141,0.002,0.008,0,0.506,0.027,0.021,0.006,,,,,,,,,,,,
0500000US72071,"Isabela Municipio, Puerto Rico",2022,42985,,0.566,0.066,0.001,0.001,0,0.279,0.087,0.071,0.017,,,,,,,,,,,,
0500000US72073,"Jayuya Municipio, Puerto Rico",2022,14877,,0.535,0.03,0,0,0,0.403,0.032,0.029,0.003,,,,,,,,,,,,
0500000US72075,"Juana Díaz Municipio, Puerto Rico",2022,46704,,0.32,0.083,0.001,0.002,0,0.072,0.522,0.31,0.212,,,,,,,,,,,,
0500000US72077,"Juncos Municipio, Puerto Rico",2022,37290,,0.368,0.187,0.003,0.002,0,0.273,0.167,0.04,0.127,,,,,,,,,,,,
0500000US72079,"Lajas Municipio, Puerto Rico",2022,23407,,0.328,0.015,0,0,0,0.578,0.078,0.074,0.004,,,,,,,,,,,,
0500000US72081,"Lares Municipio, Puerto Rico",2022,28092,,0.829,0.018,0,0,0,0.125,0.028,0.021,0.008,,,,,,,,,,,,
0500000US72083,"Las Marías Municipio, Puerto Rico",2022,8896,,0.549,0.007,0,0,0,0.381,0.064,0.054,0.009,,,,,,,,,,,,
0500000US72085,"Las Piedras Municipio, Puerto Rico",2022,35495,,0.115,0.51,0.001,0.001,0,0.352,0.021,0.016,0.006,,,,,,,,,,,,
0500000US72087,"Loíza Municipio, Puerto Rico",2022,24216,,0.198,0.37,0,0.001,0,0.388,0.042,0.037,0.005,,,,,,,,,,,,
0500000US72089,"Luquillo Municipio, Puerto Rico",2022,17917,,0.39,0.076,0.001,0.002,0,0.333,0.198,0.189,0.009,,,,,,,,,,,,
0500000US72091,"Manatí Municipio, Puerto Rico",2022,39693,,0.576,0.032,0.001,0.003,0,0.136,0.253,0.242,0.011,,,,,,,,,,,,
0500000US72093,"Maricao Municipio, Puerto Rico",2022,5389,,0.565,0.005,0.004,0,0,0.381,0.045,0.045,0,,,,,,,,,,,,
0500000US72095,"Maunabo Municipio, Puerto Rico",2022,10700,,0.068,0.521,0,0,0,0.38,0.031,0.028,0.003,,,,,,,,,,,,
0500000US72097,"Mayagüez Municipio, Puerto Rico",2022,74146,,0.199,0.028,0,0,0,0.722,0.051,0.04,0.011,,,,,,,,,,,,
0500000US72099,"Moca Municipio, Puerto Rico",2022,37532,,0.767,0.041,0.003,0.001,0,0.13,0.058,0.05,0.008,,,,,,,,,,,,
0500000US72101,"Morovis Municipio, Puerto Rico",2022,29069,,0.623,0.04,0,0,0,0.085,0.251,0.163,0.088,,,,,,,,,,,,
0500000US72103,"Naguabo Municipio, Puerto Rico",2022,23722,,0.462,0.016,0,0.001,0,0.467,0.055,0.038,0.016,,,,,,,,,,,,
0500000US72105,"Naranjito Municipio, Puerto Rico",2022,29200,,0.58,0.072,0,0,0,0.037,0.311,0.259,0.052,,,,,,,,,,,,
0500000US72107,"Orocovis Municipio, Puerto Rico",2022,21510,,0.625,0.045,0.002,0,0,0.09,0.238,0.117,0.12,,,,,,,,,,,,
0500000US72109,"Patillas Municipio, Puerto Rico",2022,16231,,0.064,0.549,0,0,0,0.349,0.037,0.037,0,,,,,,,,,,,,
0500000US72111,"Peñuelas Municipio, Puerto Rico",2022,20625,,0.723,0.026,0,0.001,0,0.208,0.041,0.034,0.006,,,,,,,,,,,,
0500000US72113,"Ponce Municipio, Puerto Rico",2022,139245,,0.634,0.059,0.001,0,0,0.076,0.229,0.183,0.046,,,,,,,,,,,,
0500000US72115,"Quebradillas Municipio, Puerto Rico",2022,23743,,0.779,0.027,0.002,0,0,0.107,0.084,0.081,0.003,,,,,,,,,,,,
0500000US72117,"Rincón Municipio, Puerto Rico",2022,15097,,0.516,0.014,0,0,0,0.044,0.425,0.087,0.338,,,,,,,,,,,,
0500000US72119,"Río Grande Municipio, Puerto Rico",2022,47630,,0.368,0.127,0.001,0.004,0,0.324,0.176,0.17,0.007,,,,,,,,,,,,
0500000US72121,"Sabana Grande Municipio, Puerto Rico",2022,22860,,0.641,0.015,0.003,0,0,0.273,0.067,0.055,0.012,,,,,,,,,,,,
0500000US72123,"Salinas Municipio, Puerto Rico",2022,26208,,0.392,0.277,0.002,0,0,0.048,0.281,0.272,0.009,,,,,,,,,,,,
0500000US72125,"San Germán Municipio, Puerto Rico",2022,32031,,0.62,0.013,0.001,0,0.001,0.301,0.064,0.062,0.002,,,,,,,,,,,,
0500000US72127,"San Juan Municipio, Puerto Rico",2022,344791,,0.48,0.124,0.002,0.003,0,0.227,0.165,0.103,0.062,,,,,,,,,,,,
0500000US72129,"San Lorenzo Municipio, Puerto Rico",2022,37822,,0.286,0.309,0,0.003,0,0.354,0.049,0.028,0.021,,,,,,,,,,,,
0500000US72131,"San Sebastián Municipio, Puerto Rico",2022,39351,,0.643,0.032,0,0.004,0,0.24,0.081,0.045,0.037,,,,,,,,,,,,
0500000US72133,"Santa Isabel Municipio, Puerto Rico",2022,20530,,0.372,0.25,0.001,0,0,0.037,0.34,0.331,0.009,,,,,,,,,,,,
0500000US72135,"Toa Alta Municipio, Puerto Rico",2022,67602,,0.689,0.062,0.001,0,0,0.097,0.151,0.128,0.023,,,,,,,,,,,,
0500000US72137,"Toa Baja Municipio, Puerto Rico",2022,76248,,0.52,0.097,0.004,0,0,0.234,0.147,0.119,0.028,,,,,,,,,,,,
0500000US72139,"Trujillo Alto Municipio, Puerto Rico",2022,68001,,0.64,0.124,0.001,0.002,0,0.077,0.156,0.07,0.086,,,,,,,,,,,,
0500000US72141,"Utuado Municipio, Puerto Rico",2022,28585,,0.514,0.013,0,0.001,0,0.441,0.032,0.017,0.015,,,,,,,,,,,,
0500000US72143,"Vega Alta Municipio, Puerto Rico",2022,35728,,0.457,0.086,0,0,0,0.222,0.235,0.219,0.016,,,,,,,,,,,,
0500000US72145,"Vega Baja Municipio, Puerto Rico",2022,54544,,0.563,0.044,0.001,0,0,0.159,0.234,0.229,0.004,,,,,,,,,,,,
0500000US72147,"Vieques Municipio, Puerto Rico",2022,8317,,0.312,0.076,0,0.002,0,0.573,0.038,0.037,0.001,,,,,,,,,,,,
0500000US72149,"Villalba Municipio, Puerto Rico",2022,22341,,0.47,0.08,0,0,0,0.105,0.345,0.139,0.206,,,,,,,,,,,,
0500000US72151,"Yabucoa Municipio, Puerto Rico",2022,31047,,0.103,0.519,0,0,0,0.351,0.027,0.017,0.01,,,,,,,,,,,,
0500000US72153,"Yauco Municipio, Puerto Rico",2022,34704,,0.707,0.037,0.001,0,0,0.18,0.075,0.069,0.005,,,,,,,,,,,,
0500000US45023,"Chester County, South Carolina",2022,32273,56,0.597,0.37,0.004,0.005,0,0.003,0.021,0.004,0.017,20179,,,21,,1,1,,,,,
0500000US45035,"Dorchester County, South Carolina",2022,160180,282,0.654,0.248,0.003,0.02,0.006,0.023,0.046,0.015,0.03,106797,,,38,,5,7,,,,,
0500000US45015,"Berkeley County, South Carolina",2022,224806,204,0.651,0.235,0.004,0.023,0.001,0.032,0.054,0.014,0.04,149091,,,62,,5,5,,,,,
0500000US45047,"Greenwood County, South Carolina",2022,69338,152,0.627,0.32,0.001,0.008,0,0.007,0.036,0.018,0.019,40336,,,51,,5,11,,,,,
0500000US45069,"Marlboro County, South Carolina",2022,26912,56,0.4,0.501,0.03,0.003,0,0.017,0.049,0.007,0.042,16254,,,15,,1,0,,,,,
0500000US45009,"Bamberg County, South Carolina",2022,13525,34,0.372,0.602,0.002,0.003,0,0.01,0.011,0,0.011,8448,,,12,,1,0,,,,,
0500000US45031,"Darlington County, South Carolina",2022,63433,113,0.557,0.414,0.002,0.003,0,0.003,0.02,0.003,0.017,41576,,,34,,1,2,,,,,
0500000US45003,"Aiken County, South Carolina",2022,168045,157,0.684,0.248,0.001,0.01,0,0.008,0.049,0.021,0.028,116055,,,73,,6,5,,,,,
