geoid,cntyfp,tractfp,name,year,total_population,population_density,polling_locations_total,percentage_race_black_african_american
1400000US55079021700,55079,55079021700,"Census Tract 217, Milwaukee County, Wisconsin",2018,6581,1333,2,0.019
1400000US55079021700,55079,55079021700,"Census Tract 217, Milwaukee County, Wisconsin",2020,6501,1317,2,0.01
1400000US55079021800,55079,55079021800,"Census Tract 218, Milwaukee County, Wisconsin",2012,2285,6716,1,0.038
1400000US55079021800,55079,55079021800,"Census Tract 218, Milwaukee County, Wisconsin",2014,2390,7095,1,0.033
1400000US55079021800,55079,55079021800,"Census Tract 218, Milwaukee County, Wisconsin",2016,2399,7111,1,0.084
1400000US55079021800,55079,55079021800,"Census Tract 218, Milwaukee County, Wisconsin",2018,2346,6962,1,0.076
1400000US55079021800,55079,55079021800,"Census Tract 218, Milwaukee County, Wisconsin",2020,2125,6306,1,0.081
1400000US55079030100,55079,55079030100,"Census Tract 301, Milwaukee County, Wisconsin",2012,4362,1894,1,0.04
1400000US55079030100,55079,55079030100,"Census Tract 301, Milwaukee County, Wisconsin",2014,4434,1926,1,0.032
1400000US55079030100,55079,55079030100,"Census Tract 301, Milwaukee County, Wisconsin",2016,4403,1904,1,0.028
1400000US55079030100,55079,55079030100,"Census Tract 301, Milwaukee County, Wisconsin",2018,4445,1933,1,0.023
1400000US55079030100,55079,55079030100,"Census Tract 301, Milwaukee County, Wisconsin",2020,4432,1927,1,0.025
1400000US55079035100,55079,55079035100,"Census Tract 351, Milwaukee County, Wisconsin",2012,2217,1612,0,0
1400000US55079035100,55079,55079035100,"Census Tract 351, Milwaukee County, Wisconsin",2014,2238,1627,0,0
1400000US55079035100,55079,55079035100,"Census Tract 351, Milwaukee County, Wisconsin",2016,2297,1662,0,0.002
1400000US55079035100,55079,55079035100,"Census Tract 351, Milwaukee County, Wisconsin",2018,2269,1659,0,0.016
1400000US55079035100,55079,55079035100,"Census Tract 351, Milwaukee County, Wisconsin",2020,1912,1398,0,0.011
1400000US55079035200,55079,55079035200,"Census Tract 352, Milwaukee County, Wisconsin",2012,4457,2933,2,0.063
1400000US55079035200,55079,55079035200,"Census Tract 352, Milwaukee County, Wisconsin",2014,4457,2917,2,0.043
1400000US55079035200,55079,55079035200,"Census Tract 352, Milwaukee County, Wisconsin",2016,4398,2948,2,0.057
1400000US55079035200,55079,55079035200,"Census Tract 352, Milwaukee County, Wisconsin",2018,4419,2961,2,0.03
1400000US55079035200,55079,55079035200,"Census Tract 352, Milwaukee County, Wisconsin",2020,4711,3157,2,0.181
1400000US55079040100,55079,55079040100,"Census Tract 401, Milwaukee County, Wisconsin",2012,1549,302,1,0.017
1400000US55079040100,55079,55079040100,"Census Tract 401, Milwaukee County, Wisconsin",2014,1501,294,1,0.019
1400000US55079040100,55079,55079040100,"Census Tract 401, Milwaukee County, Wisconsin",2016,1548,300,1,0.069
1400000US55079040100,55079,55079040100,"Census Tract 401, Milwaukee County, Wisconsin",2018,1479,287,1,0.108
1400000US55079040100,55079,55079040100,"Census Tract 401, Milwaukee County, Wisconsin",2020,1441,280,1,0.101
1400000US55079050101,55079,55079050101,"Census Tract 501.01, Milwaukee County, Wisconsin",2012,5844,3083,1,0.275
1400000US55079050101,55079,55079050101,"Census Tract 501.01, Milwaukee County, Wisconsin",2014,5980,3155,1,0.264
1400000US55079050101,55079,55079050101,"Census Tract 501.01, Milwaukee County, Wisconsin",2016,5965,3151,1,0.21
1400000US55079050101,55079,55079050101,"Census Tract 501.01, Milwaukee County, Wisconsin",2018,5608,2967,1,0.223
1400000US55079050101,55079,55079050101,"Census Tract 501.01, Milwaukee County, Wisconsin",2020,5360,2835,1,0.212
1400000US55079050102,55079,55079050102,"Census Tract 501.02, Milwaukee County, Wisconsin",2012,6136,2454,2,0.372
1400000US55079050102,55079,55079050102,"Census Tract 501.02, Milwaukee County, Wisconsin",2014,6087,2434,2,0.392
1400000US55079050102,55079,55079050102,"Census Tract 501.02, Milwaukee County, Wisconsin",2016,6110,2438,2,0.398
1400000US55079050102,55079,55079050102,"Census Tract 501.02, Milwaukee County, Wisconsin",2018,6431,2567,2,0.392
1400000US55079050103,55079,55079050103,"Census Tract 501.03, Milwaukee County, Wisconsin",2020,4024,3028,1,0.265
1400000US55079050104,55079,55079050104,"Census Tract 501.04, Milwaukee County, Wisconsin",2020,2603,2213,1,0.4
1400000US55079060101,55079,55079060101,"Census Tract 601.01, Milwaukee County, Wisconsin",2012,3780,2280,3,0.037
1400000US55079060101,55079,55079060101,"Census Tract 601.01, Milwaukee County, Wisconsin",2014,3642,2188,3,0.109
1400000US55079060101,55079,55079060101,"Census Tract 601.01, Milwaukee County, Wisconsin",2016,3970,2404,3,0.116
1400000US55079060101,55079,55079060101,"Census Tract 601.01, Milwaukee County, Wisconsin",2018,4019,2434,3,0.142
1400000US55079060101,55079,55079060101,"Census Tract 601.01, Milwaukee County, Wisconsin",2020,3725,2256,3,0.095
1400000US55079060102,55079,55079060102,"Census Tract 601.02, Milwaukee County, Wisconsin",2012,3339,2831,1,0.122
1400000US55079060102,55079,55079060102,"Census Tract 601.02, Milwaukee County, Wisconsin",2014,3246,2752,1,0.124
1400000US55079060102,55079,55079060102,"Census Tract 601.02, Milwaukee County, Wisconsin",2016,3150,2697,1,0.12
1400000US55079060102,55079,55079060102,"Census Tract 601.02, Milwaukee County, Wisconsin",2018,3098,2654,1,0.115
1400000US55079060102,55079,55079060102,"Census Tract 601.02, Milwaukee County, Wisconsin",2020,2725,2335,1,0.114
1400000US55079060200,55079,55079060200,"Census Tract 602, Milwaukee County, Wisconsin",2012,5771,1963,2,0.169
1400000US55079060200,55079,55079060200,"Census Tract 602, Milwaukee County, Wisconsin",2014,6005,2044,2,0.146
1400000US55079060200,55079,55079060200,"Census Tract 602, Milwaukee County, Wisconsin",2016,5760,1956,2,0.143
1400000US55079060200,55079,55079060200,"Census Tract 602, Milwaukee County, Wisconsin",2018,5898,2002,2,0.185
1400000US55079060200,55079,55079060200,"Census Tract 602, Milwaukee County, Wisconsin",2020,6440,2186,2,0.18
1400000US55079070100,55079,55079070100,"Census Tract 701, Milwaukee County, Wisconsin",2012,4508,7147,1,0.018
1400000US55079070100,55079,55079070100,"Census Tract 701, Milwaukee County, Wisconsin",2014,4582,7262,1,0
1400000US55079070100,55079,55079070100,"Census Tract 701, Milwaukee County, Wisconsin",2016,4525,7281,1,0
1400000US55079070100,55079,55079070100,"Census Tract 701, Milwaukee County, Wisconsin",2018,4312,6933,1,0.006
1400000US55079070100,55079,55079070100,"Census Tract 701, Milwaukee County, Wisconsin",2020,4099,6569,1,0.014
1400000US55079070200,55079,55079070200,"Census Tract 702, Milwaukee County, Wisconsin",2012,5108,5115,2,0.037
1400000US55079070200,55079,55079070200,"Census Tract 702, Milwaukee County, Wisconsin",2014,5062,5071,2,0.032
1400000US55079070200,55079,55079070200,"Census Tract 702, Milwaukee County, Wisconsin",2016,4868,4881,2,0.055
1400000US55079070200,55079,55079070200,"Census Tract 702, Milwaukee County, Wisconsin",2018,4944,4947,2,0.033
1400000US55079070200,55079,55079070200,"Census Tract 702, Milwaukee County, Wisconsin",2020,5018,5034,2,0.027
1400000US55079070300,55079,55079070300,"Census Tract 703, Milwaukee County, Wisconsin",2012,4462,9034,1,0.036
1400000US55079070300,55079,55079070300,"Census Tract 703, Milwaukee County, Wisconsin",2014,4488,9041,1,0.027
1400000US55079070300,55079,55079070300,"Census Tract 703, Milwaukee County, Wisconsin",2016,4695,9495,1,0.038
1400000US55079070300,55079,55079070300,"Census Tract 703, Milwaukee County, Wisconsin",2018,4783,9673,1,0.046
1400000US55079070300,55079,55079070300,"Census Tract 703, Milwaukee County, Wisconsin",2020,4773,9653,1,0.1
1400000US55079080100,55079,55079080100,"Census Tract 801, Milwaukee County, Wisconsin",2012,2447,6279,0,0.032
1400000US55079080100,55079,55079080100,"Census Tract 801, Milwaukee County, Wisconsin",2014,2396,6198,0,0.038
1400000US55079080100,55079,55079080100,"Census Tract 801, Milwaukee County, Wisconsin",2016,2676,6952,0,0.046
1400000US55079080100,55079,55079080100,"Census Tract 801, Milwaukee County, Wisconsin",2018,2700,7020,0,0.057
1400000US55079080100,55079,55079080100,"Census Tract 801, Milwaukee County, Wisconsin",2020,2488,6469,0,0.059
1400000US55079080200,55079,55079080200,"Census Tract 802, Milwaukee County, Wisconsin",2012,3304,9715,1,0.017
1400000US55079080200,55079,55079080200,"Census Tract 802, Milwaukee County, Wisconsin",2014,3482,10195,1,0.024
1400000US55079080200,55079,55079080200,"Census Tract 802, Milwaukee County, Wisconsin",2016,3585,10507,1,0.032
1400000US55079080200,55079,55079080200,"Census Tract 802, Milwaukee County, Wisconsin",2018,3598,10567,1,0.023
1400000US55079080200,55079,55079080200,"Census Tract 802, Milwaukee County, Wisconsin",2020,3505,10294,1,0.015
1400000US55079080300,55079,55079080300,"Census Tract 803, Milwaukee County, Wisconsin",2012,4089,7089,0,0.006
1400000US55079080300,55079,55079080300,"Census Tract 803, Milwaukee County, Wisconsin",2014,4038,7006,0,0.022
1400000US55079080300,55079,55079080300,"Census Tract 803, Milwaukee County, Wisconsin",2016,3880,6702,0,0.02
1400000US55079080300,55079,55079080300,"Census Tract 803, Milwaukee County, Wisconsin",2018,3772,6551,0,0.019
1400000US55079080300,55079,55079080300,"Census Tract 803, Milwaukee County, Wisconsin",2020,3922,6811,0,0.013
1400000US55079080400,55079,55079080400,"Census Tract 804, Milwaukee County, Wisconsin",2012,3299,11395,1,0.03
1400000US55079080400,55079,55079080400,"Census Tract 804, Milwaukee County, Wisconsin",2014,3329,11498,1,0.029
1400000US55079080400,55079,55079080400,"Census Tract 804, Milwaukee County, Wisconsin",2016,3159,10943,1,0.033
1400000US55079080400,55079,55079080400,"Census Tract 804, Milwaukee County, Wisconsin",2018,3274,11341,1,0.035
1400000US55079080400,55079,55079080400,"Census Tract 804, Milwaukee County, Wisconsin",2020,3333,11545,1,0.03
1400000US55079090100,55079,55079090100,"Census Tract 901, Milwaukee County, Wisconsin",2012,4483,2568,1,0.105
1400000US55079090100,55079,55079090100,"Census Tract 901, Milwaukee County, Wisconsin",2014,4597,2633,1,0.089
1400000US55079090100,55079,55079090100,"Census Tract 901, Milwaukee County, Wisconsin",2016,4555,2613,1,0.093
1400000US55079090100,55079,55079090100,"Census Tract 901, Milwaukee County, Wisconsin",2018,4289,2465,1,0.119
1400000US55079090100,55079,55079090100,"Census Tract 901, Milwaukee County, Wisconsin",2020,3971,2282,1,0.12
1400000US55079090200,55079,55079090200,"Census Tract 902, Milwaukee County, Wisconsin",2012,1934,1313,1,0.059
1400000US55079090200,55079,55079090200,"Census Tract 902, Milwaukee County, Wisconsin",2014,1975,1338,1,0.047
1400000US55079090200,55079,55079090200,"Census Tract 902, Milwaukee County, Wisconsin",2016,1938,1315,1,0.089
1400000US55079090200,55079,55079090200,"Census Tract 902, Milwaukee County, Wisconsin",2018,1883,1276,1,0.105
1400000US55079090200,55079,55079090200,"Census Tract 902, Milwaukee County, Wisconsin",2020,1995,1352,1,0.113
1400000US55079090300,55079,55079090300,"Census Tract 903, Milwaukee County, Wisconsin",2012,3302,2127,1,0.077
1400000US55079090300,55079,55079090300,"Census Tract 903, Milwaukee County, Wisconsin",2014,3379,2176,1,0.057
1400000US55079090300,55079,55079090300,"Census Tract 903, Milwaukee County, Wisconsin",2016,3361,2163,1,0.086
1400000US55079090300,55079,55079090300,"Census Tract 903, Milwaukee County, Wisconsin",2018,3350,2161,1,0.057
1400000US55079090300,55079,55079090300,"Census Tract 903, Milwaukee County, Wisconsin",2020,3276,2113,1,0.162
1400000US55079090600,55079,55079090600,"Census Tract 906, Milwaukee County, Wisconsin",2012,5042,4232,1,0.015
1400000US55079090600,55079,55079090600,"Census Tract 906, Milwaukee County, Wisconsin",2014,4824,4049,1,0.013
1400000US55079090600,55079,55079090600,"Census Tract 906, Milwaukee County, Wisconsin",2016,4711,3969,1,0.03
1400000US55079090600,55079,55079090600,"Census Tract 906, Milwaukee County, Wisconsin",2018,4605,3886,1,0.063
1400000US55079090600,55079,55079090600,"Census Tract 906, Milwaukee County, Wisconsin",2020,4632,3908,1,0.091
1400000US55079090700,55079,55079090700,"Census Tract 907, Milwaukee County, Wisconsin",2012,3090,4436,1,0
1400000US55079090700,55079,55079090700,"Census Tract 907, Milwaukee County, Wisconsin",2014,3270,4694,1,0
1400000US55079090700,55079,55079090700,"Census Tract 907, Milwaukee County, Wisconsin",2016,3278,4706,1,0
1400000US55079090700,55079,55079090700,"Census Tract 907, Milwaukee County, Wisconsin",2018,3163,4541,1,0
1400000US55079090700,55079,55079090700,"Census Tract 907, Milwaukee County, Wisconsin",2020,3093,4440,1,0.004
1400000US55079090800,55079,55079090800,"Census Tract 908, Milwaukee County, Wisconsin",2012,2368,7793,0,0.03
1400000US55079090800,55079,55079090800,"Census Tract 908, Milwaukee County, Wisconsin",2014,2403,7908,0,0.036
1400000US55079090800,55079,55079090800,"Census Tract 908, Milwaukee County, Wisconsin",2016,2358,7760,0,0.014
1400000US55079090800,55079,55079090800,"Census Tract 908, Milwaukee County, Wisconsin",2018,2345,7717,0,0.023
1400000US55079090800,55079,55079090800,"Census Tract 908, Milwaukee County, Wisconsin",2020,2261,7441,0,0.019
1400000US55079090900,55079,55079090900,"Census Tract 909, Milwaukee County, Wisconsin",2012,3387,7141,2,0.078
1400000US55079090900,55079,55079090900,"Census Tract 909, Milwaukee County, Wisconsin",2014,3667,7731,2,0.086
1400000US55079090900,55079,55079090900,"Census Tract 909, Milwaukee County, Wisconsin",2016,3924,8273,2,0.065
1400000US55079090900,55079,55079090900,"Census Tract 909, Milwaukee County, Wisconsin",2018,3981,8393,2,0.06
1400000US55079090900,55079,55079090900,"Census Tract 909, Milwaukee County, Wisconsin",2020,4034,8505,2,0.03
1400000US55079091000,55079,55079091000,"Census Tract 910, Milwaukee County, Wisconsin",2012,4538,10647,1,0.061
1400000US55079091000,55079,55079091000,"Census Tract 910, Milwaukee County, Wisconsin",2014,4716,11064,1,0.062
1400000US55079091000,55079,55079091000,"Census Tract 910, Milwaukee County, Wisconsin",2016,4730,11097,1,0.076
1400000US55079091000,55079,55079091000,"Census Tract 910, Milwaukee County, Wisconsin",2018,4825,11320,1,0.074
1400000US55079091000,55079,55079091000,"Census Tract 910, Milwaukee County, Wisconsin",2020,4791,11240,1,0.051
1400000US55079091100,55079,55079091100,"Census Tract 911, Milwaukee County, Wisconsin",2012,4033,6067,0,0
1400000US55079091100,55079,55079091100,"Census Tract 911, Milwaukee County, Wisconsin",2014,4212,6336,0,0.024
1400000US55079091100,55079,55079091100,"Census Tract 911, Milwaukee County, Wisconsin",2016,4361,6560,0,0.048
1400000US55079091100,55079,55079091100,"Census Tract 911, Milwaukee County, Wisconsin",2018,4349,6542,0,0.034
1400000US55079091100,55079,55079091100,"Census Tract 911, Milwaukee County, Wisconsin",2020,4209,6331,0,0.016
1400000US55079091200,55079,55079091200,"Census Tract 912, Milwaukee County, Wisconsin",2012,4693,5125,3,0.074
1400000US55079091200,55079,55079091200,"Census Tract 912, Milwaukee County, Wisconsin",2014,4355,4756,3,0.068
1400000US55079091200,55079,55079091200,"Census Tract 912, Milwaukee County, Wisconsin",2016,4686,5124,3,0.044
1400000US55079091200,55079,55079091200,"Census Tract 912, Milwaukee County, Wisconsin",2018,5153,5638,3,0.045
1400000US55079091200,55079,55079091200,"Census Tract 912, Milwaukee County, Wisconsin",2020,5622,6152,3,0.054
1400000US55079091300,55079,55079091300,"Census Tract 913, Milwaukee County, Wisconsin",2012,3816,5742,0,0.018
1400000US55079091300,55079,55079091300,"Census Tract 913, Milwaukee County, Wisconsin",2014,3655,5499,0,0.015
1400000US55079091300,55079,55079091300,"Census Tract 913, Milwaukee County, Wisconsin",2016,3634,5472,0,0.001
1400000US55079091300,55079,55079091300,"Census Tract 913, Milwaukee County, Wisconsin",2018,3772,5677,0,0.001
1400000US55079091300,55079,55079091300,"Census Tract 913, Milwaukee County, Wisconsin",2020,3880,5840,0,0.002
1400000US55079091400,55079,55079091400,"Census Tract 914, Milwaukee County, Wisconsin",2012,2343,7514,1,0.01
1400000US55079091400,55079,55079091400,"Census Tract 914, Milwaukee County, Wisconsin",2014,2215,7103,1,0.009
1400000US55079091400,55079,55079091400,"Census Tract 914, Milwaukee County, Wisconsin",2016,2206,7079,1,0.04
1400000US55079091400,55079,55079091400,"Census Tract 914, Milwaukee County, Wisconsin",2018,2377,7630,1,0.032
1400000US55079091400,55079,55079091400,"Census Tract 914, Milwaukee County, Wisconsin",2020,2327,7463,1,0.018
1400000US55079100100,55079,55079100100,"Census Tract 1001, Milwaukee County, Wisconsin",2012,3846,11514,1,0.151
1400000US55079100100,55079,55079100100,"Census Tract 1001, Milwaukee County, Wisconsin",2014,3596,10765,1,0.215
1400000US55079100100,55079,55079100100,"Census Tract 1001, Milwaukee County, Wisconsin",2016,3655,11005,1,0.103
1400000US55079100100,55079,55079100100,"Census Tract 1001, Milwaukee County, Wisconsin",2018,3736,11254,1,0.1
1400000US55079100100,55079,55079100100,"Census Tract 1001, Milwaukee County, Wisconsin",2020,3990,12019,1,0.102
1400000US55079100200,55079,55079100200,"Census Tract 1002, Milwaukee County, Wisconsin",2012,4142,5420,1,0.047
1400000US55079100200,55079,55079100200,"Census Tract 1002, Milwaukee County, Wisconsin",2014,3980,5208,1,0.025
1400000US55079100200,55079,55079100200,"Census Tract 1002, Milwaukee County, Wisconsin",2016,4070,5365,1,0.057
1400000US55079100200,55079,55079100200,"Census Tract 1002, Milwaukee County, Wisconsin",2018,4159,5480,1,0.072
1400000US55079100200,55079,55079100200,"Census Tract 1002, Milwaukee County, Wisconsin",2020,4052,5339,1,0.106
1400000US55079100300,55079,55079100300,"Census Tract 1003, Milwaukee County, Wisconsin",2012,2804,9298,1,0.019
1400000US55079100300,55079,55079100300,"Census Tract 1003, Milwaukee County, Wisconsin",2014,2907,9639,1,0.003
1400000US55079100300,55079,55079100300,"Census Tract 1003, Milwaukee County, Wisconsin",2016,2717,9009,1,0.005
1400000US55079100300,55079,55079100300,"Census Tract 1003, Milwaukee County, Wisconsin",2018,2605,8651,1,0.011
1400000US55079100300,55079,55079100300,"Census Tract 1003, Milwaukee County, Wisconsin",2020,2364,7851,1,0.005
1400000US55079100400,55079,55079100400,"Census Tract 1004, Milwaukee County, Wisconsin",2012,2512,4690,1,0.049
1400000US55079100400,55079,55079100400,"Census Tract 1004, Milwaukee County, Wisconsin",2014,2594,4843,1,0.038
1400000US55079100400,55079,55079100400,"Census Tract 1004, Milwaukee County, Wisconsin",2016,2803,5233,1,0.041
1400000US55079100400,55079,55079100400,"Census Tract 1004, Milwaukee County, Wisconsin",2018,2746,5117,1,0.088
1400000US55079100400,55079,55079100400,"Census Tract 1004, Milwaukee County, Wisconsin",2020,2612,4867,1,0.109
1400000US55079100500,55079,55079100500,"Census Tract 1005, Milwaukee County, Wisconsin",2012,3494,7979,1,0.104
1400000US55079100500,55079,55079100500,"Census Tract 1005, Milwaukee County, Wisconsin",2014,3399,7762,1,0.076
1400000US55079100500,55079,55079100500,"Census Tract 1005, Milwaukee County, Wisconsin",2016,3596,8212,1,0.036
1400000US55079100500,55079,55079100500,"Census Tract 1005, Milwaukee County, Wisconsin",2018,3625,8283,1,0.053
1400000US55079100500,55079,55079100500,"Census Tract 1005, Milwaukee County, Wisconsin",2020,3502,8044,1,0.053
1400000US55079100600,55079,55079100600,"Census Tract 1006, Milwaukee County, Wisconsin",2012,2264,8441,0,0.018
1400000US55079100600,55079,55079100600,"Census Tract 1006, Milwaukee County, Wisconsin",2014,2312,8620,0,0.033
1400000US55079100600,55079,55079100600,"Census Tract 1006, Milwaukee County, Wisconsin",2016,2213,8280,0,0.033
1400000US55079100600,55079,55079100600,"Census Tract 1006, Milwaukee County, Wisconsin",2018,2146,8020,0,0.026
1400000US55079100600,55079,55079100600,"Census Tract 1006, Milwaukee County, Wisconsin",2020,1987,7426,0,0.03
1400000US55079100700,55079,55079100700,"Census Tract 1007, Milwaukee County, Wisconsin",2012,2665,4061,2,0.018
1400000US55079100700,55079,55079100700,"Census Tract 1007, Milwaukee County, Wisconsin",2014,2603,3966,2,0.021
1400000US55079100700,55079,55079100700,"Census Tract 1007, Milwaukee County, Wisconsin",2016,2860,4381,2,0.017
1400000US55079100700,55079,55079100700,"Census Tract 1007, Milwaukee County, Wisconsin",2018,3225,4940,2,0.011
1400000US55079100700,55079,55079100700,"Census Tract 1007, Milwaukee County, Wisconsin",2020,3395,5200,2,0.008
1400000US55079100800,55079,55079100800,"Census Tract 1008, Milwaukee County, Wisconsin",2012,2896,2878,1,0.013
1400000US55079100800,55079,55079100800,"Census Tract 1008, Milwaukee County, Wisconsin",2014,3041,3022,1,0.012
1400000US55079100800,55079,55079100800,"Census Tract 1008, Milwaukee County, Wisconsin",2016,2878,2847,1,0.006
1400000US55079100800,55079,55079100800,"Census Tract 1008, Milwaukee County, Wisconsin",2018,2882,2852,1,0.014
1400000US55079100800,55079,55079100800,"Census Tract 1008, Milwaukee County, Wisconsin",2020,2798,2768,1,0.02
1400000US55079100900,55079,55079100900,"Census Tract 1009, Milwaukee County, Wisconsin",2012,3592,2466,1,0.033
1400000US55079100900,55079,55079100900,"Census Tract 1009, Milwaukee County, Wisconsin",2014,3518,2416,1,0.037
1400000US55079100900,55079,55079100900,"Census Tract 1009, Milwaukee County, Wisconsin",2016,3670,2520,1,0.054
1400000US55079100900,55079,55079100900,"Census Tract 1009, Milwaukee County, Wisconsin",2018,3981,2735,1,0.084
1400000US55079100900,55079,55079100900,"Census Tract 1009, Milwaukee County, Wisconsin",2020,4033,2766,1,0.059
1400000US55079101000,55079,55079101000,"Census Tract 1010, Milwaukee County, Wisconsin",2012,5207,3234,1,0.095
1400000US55079101000,55079,55079101000,"Census Tract 1010, Milwaukee County, Wisconsin",2014,5036,3128,1,0.021
1400000US55079101000,55079,55079101000,"Census Tract 1010, Milwaukee County, Wisconsin",2016,5085,3158,1,0.048
1400000US55079101000,55079,55079101000,"Census Tract 1010, Milwaukee County, Wisconsin",2018,5157,3206,1,0.125
1400000US55079101000,55079,55079101000,"Census Tract 1010, Milwaukee County, Wisconsin",2020,5396,3354,1,0.115
1400000US55079101100,55079,55079101100,"Census Tract 1011, Milwaukee County, Wisconsin",2012,1936,3717,1,0.037
1400000US55079101100,55079,55079101100,"Census Tract 1011, Milwaukee County, Wisconsin",2014,1782,3421,1,0.054
1400000US55079101100,55079,55079101100,"Census Tract 1011, Milwaukee County, Wisconsin",2016,1803,3466,1,0.05
1400000US55079101100,55079,55079101100,"Census Tract 1011, Milwaukee County, Wisconsin",2018,1782,3425,1,0.048
1400000US55079101100,55079,55079101100,"Census Tract 1011, Milwaukee County, Wisconsin",2020,1727,3319,1,0.063
1400000US55079101200,55079,55079101200,"Census Tract 1012, Milwaukee County, Wisconsin",2012,2928,5648,2,0.008
1400000US55079101200,55079,55079101200,"Census Tract 1012, Milwaukee County, Wisconsin",2014,3119,6015,2,0.007
1400000US55079101200,55079,55079101200,"Census Tract 1012, Milwaukee County, Wisconsin",2016,3236,6241,2,0.008
1400000US55079101200,55079,55079101200,"Census Tract 1012, Milwaukee County, Wisconsin",2018,3184,6140,2,0.019
1400000US55079101200,55079,55079101200,"Census Tract 1012, Milwaukee County, Wisconsin",2020,3141,6057,2,0.031
1400000US55079101300,55079,55079101300,"Census Tract 1013, Milwaukee County, Wisconsin",2012,3098,5916,0,0.004
1400000US55079101300,55079,55079101300,"Census Tract 1013, Milwaukee County, Wisconsin",2014,3232,6172,0,0.014
1400000US55079101300,55079,55079101300,"Census Tract 1013, Milwaukee County, Wisconsin",2016,3079,5880,0,0.025
1400000US55079101300,55079,55079101300,"Census Tract 1013, Milwaukee County, Wisconsin",2018,2715,5186,0,0.051
1400000US55079101300,55079,55079101300,"Census Tract 1013, Milwaukee County, Wisconsin",2020,2846,5436,0,0.067
1400000US55079101400,55079,55079101400,"Census Tract 1014, Milwaukee County, Wisconsin",2012,3305,6359,2,0.01
1400000US55079101400,55079,55079101400,"Census Tract 1014, Milwaukee County, Wisconsin",2014,3488,6711,2,0.023
1400000US55079101400,55079,55079101400,"Census Tract 1014, Milwaukee County, Wisconsin",2016,3610,6946,2,0.056
1400000US55079101400,55079,55079101400,"Census Tract 1014, Milwaukee County, Wisconsin",2018,3926,7554,2,0.062
1400000US55079101400,55079,55079101400,"Census Tract 1014, Milwaukee County, Wisconsin",2020,3945,7591,2,0.065
1400000US55079101500,55079,55079101500,"Census Tract 1015, Milwaukee County, Wisconsin",2012,4672,11546,0,0.032
1400000US55079101500,55079,55079101500,"Census Tract 1015, Milwaukee County, Wisconsin",2014,5008,12377,0,0.049
1400000US55079101500,55079,55079101500,"Census Tract 1015, Milwaukee County, Wisconsin",2016,4713,11648,0,0.031
1400000US55079101500,55079,55079101500,"Census Tract 1015, Milwaukee County, Wisconsin",2018,4251,10506,0,0.081
1400000US55079101500,55079,55079101500,"Census Tract 1015, Milwaukee County, Wisconsin",2020,4202,10352,0,0.073
1400000US55079101600,55079,55079101600,"Census Tract 1016, Milwaukee County, Wisconsin",2012,4640,8236,3,0.034
1400000US55079101600,55079,55079101600,"Census Tract 1016, Milwaukee County, Wisconsin",2014,4768,8444,3,0.049
1400000US55079101600,55079,55079101600,"Census Tract 1016, Milwaukee County, Wisconsin",2016,4686,8332,3,0.052
1400000US55079101600,55079,55079101600,"Census Tract 1016, Milwaukee County, Wisconsin",2018,4184,7432,3,0.042
1400000US55079101600,55079,55079101600,"Census Tract 1016, Milwaukee County, Wisconsin",2020,3967,7062,3,0.021
1400000US55079101700,55079,55079101700,"Census Tract 1017, Milwaukee County, Wisconsin",2012,3660,10164,0,0.036
1400000US55079101700,55079,55079101700,"Census Tract 1017, Milwaukee County, Wisconsin",2014,3448,9575,0,0.04
1400000US55079101700,55079,55079101700,"Census Tract 1017, Milwaukee County, Wisconsin",2016,3320,9220,0,0.083
1400000US55079101700,55079,55079101700,"Census Tract 1017, Milwaukee County, Wisconsin",2018,3364,9342,0,0.061
1400000US55079101700,55079,55079101700,"Census Tract 1017, Milwaukee County, Wisconsin",2020,3345,9289,0,0.036
1400000US55079101800,55079,55079101800,"Census Tract 1018, Milwaukee County, Wisconsin",2012,2673,4591,1,0.013
1400000US55079101800,55079,55079101800,"Census Tract 1018, Milwaukee County, Wisconsin",2014,2764,4748,1,0.005
1400000US55079101800,55079,55079101800,"Census Tract 1018, Milwaukee County, Wisconsin",2016,2549,4350,1,0.049
1400000US55079101800,55079,55079101800,"Census Tract 1018, Milwaukee County, Wisconsin",2018,2582,4406,1,0.087
1400000US55079101800,55079,55079101800,"Census Tract 1018, Milwaukee County, Wisconsin",2020,2559,4367,1,0.05
1400000US55079110100,55079,55079110100,"Census Tract 1101, Milwaukee County, Wisconsin",2012,4194,3674,1,0.079
1400000US55079110100,55079,55079110100,"Census Tract 1101, Milwaukee County, Wisconsin",2014,4214,3754,1,0.111
1400000US55079110100,55079,55079110100,"Census Tract 1101, Milwaukee County, Wisconsin",2016,4214,3774,1,0.156
1400000US55079110100,55079,55079110100,"Census Tract 1101, Milwaukee County, Wisconsin",2018,4173,3730,1,0.155
1400000US55079110100,55079,55079110100,"Census Tract 1101, Milwaukee County, Wisconsin",2020,4128,3690,1,0.133
1400000US55079120101,55079,55079120101,"Census Tract 1201.01, Milwaukee County, Wisconsin",2012,3842,1875,1,0.001
1400000US55079120101,55079,55079120101,"Census Tract 1201.01, Milwaukee County, Wisconsin",2014,3723,1817,1,0.001
1400000US55079120101,55079,55079120101,"Census Tract 1201.01, Milwaukee County, Wisconsin",2016,4051,1961,1,0.025
