stfp,geoid,cntyfp,baseyear,lastgeyear,changeyear,changenopolls,nopollsadded,nopollsremoved,baseyearpctcvapblack,baseyearpctblack,baseyearpcthispanic,baseyearpctcvapwhite,baseyearpctwhite,baseyearpopdensity,baseyearpollinglocstotal,baseyeartotalpop,baseyearcvap,baseyearpopperpoll,baseyearcvapperpoll,lastgeyearpollinglocstotal,lastgeyeartotalpop,lastgeyearcvap,lastgeyearpopperpoll,lastgeyearcvapperpoll,changeyearpopperpoll,changeyearcvapperpoll
13,13083,13083,2018,2016,2016 - 2018,3,1,2,0.004,0.006,0.022,0.940,0.949,93.258,4,16225,13030,4056,3257,5,16355,13035,3271,2607,785,650
13,13281,13281,2020,2018,2018 - 2020,0,0,0,0.013,0.017,0.029,0.939,0.948,70.971,4,11815,10265,2953,2566,4,11415,9840,2853,2460,100,106
13,13221,13221,2020,2018,2018 - 2020,2,1,1,0.172,0.171,0.049,0.754,0.794,34.255,3,15040,11635,5013,3878,3,14785,11390,4928,3796,85,82
13,13221,13221,2018,2016,2016 - 2018,2,1,1,0.178,0.177,0.044,0.758,0.785,33.674,3,14785,11390,4928,3796,3,14745,11195,4915,3731,13,65
13,13219,13219,2022,2020,2020 - 2022,14,5,9,0.034,0.036,0.057,0.835,0.867,227.729,9,41980,29825,4664,3313,13,39195,27795,3015,2138,1649,1175
13,13065,13065,2022,2020,2020 - 2022,4,2,2,0.265,0.255,0.057,0.646,0.667,8.239,4,6715,4760,1678,1190,4,6650,4885,1662,1221,16,-31
13,13065,13065,2020,2018,2018 - 2020,0,0,0,0.251,0.252,0.060,0.650,0.675,8.160,4,6650,4885,1662,1221,4,6745,4810,1686,1202,-24,19
13,13065,13065,2018,2016,2016 - 2018,2,1,1,0.277,0.276,0.051,0.653,0.658,8.276,4,6745,4810,1686,1202,4,6815,4820,1703,1205,-17,-3
13,13063,13063,2022,2020,2020 - 2022,32,24,8,0.696,0.705,0.134,0.087,0.141,2090.288,74,296310,197730,4004,2672,58,287560,189560,4957,3268,-953,-596
13,13063,13063,2020,2018,2018 - 2020,2,1,1,0.695,0.698,0.132,0.096,0.151,2030.034,58,287560,189560,4957,3268,58,278665,182055,4804,3138,153,130
13,13063,13063,2018,2016,2016 - 2018,17,5,12,0.686,0.692,0.132,0.108,0.171,1966.966,58,278665,182055,4804,3138,65,270270,173345,4158,2666,646,472
13,13039,13039,2022,2020,2020 - 2022,15,8,7,0.171,0.184,0.075,0.693,0.712,87.430,13,55105,41315,4238,3178,12,53960,39845,4496,3320,-258,-142
13,13039,13039,2020,2018,2018 - 2020,0,0,0,0.178,0.182,0.070,0.696,0.725,85.602,12,53960,39845,4496,3320,12,52715,38500,4392,3208,104,112
13,13219,13219,2020,2018,2018 - 2020,0,0,0,0.049,0.049,0.054,0.840,0.877,212.621,13,39195,27795,3015,2138,13,37015,26045,2847,2003,168,135
13,13219,13219,2018,2016,2016 - 2018,13,8,5,0.054,0.054,0.049,0.847,0.886,200.808,13,37015,26045,2847,2003,10,35070,24415,3507,2441,-660,-438
13,13039,13039,2018,2016,2016 - 2018,14,7,7,0.187,0.187,0.066,0.700,0.729,83.635,12,52715,38500,4392,3208,12,52090,37995,4340,3166,52,42
13,13303,13303,2020,2018,2018 - 2020,0,0,0,0.528,0.531,0.026,0.424,0.434,29.940,8,20315,15720,2539,1965,8,20460,15680,2557,1960,-18,5
13,13303,13303,2022,2020,2020 - 2022,3,2,1,0.508,0.52,0.028,0.422,0.433,29.439,9,19975,15555,2219,1728,8,20315,15720,2539,1965,-320,-237
13,13037,13037,2022,2020,2020 - 2022,3,2,1,0.619,0.617,0.056,0.318,0.336,19.955,4,5595,4480,1398,1120,3,6300,4990,2100,1663,-702,-543
13,13037,13037,2020,2018,2018 - 2020,2,1,1,0.606,0.602,0.050,0.325,0.339,22.469,3,6300,4990,2100,1663,3,6430,5090,2143,1696,-43,-33
13,13037,13037,2018,2016,2016 - 2018,2,1,1,0.612,0.61,0.047,0.326,0.339,22.933,3,6430,5090,2143,1696,3,6445,5035,2148,1678,-5,18
13,13031,13031,2018,2016,2016 - 2018,9,4,5,0.281,0.282,0.039,0.639,0.656,110.630,15,74780,58410,4985,3894,16,73140,57220,4571,3576,414,318
13,13029,13029,2022,2020,2020 - 2022,7,4,3,0.139,0.142,0.082,0.715,0.736,102.831,11,44995,31115,4090,2828,10,38320,26345,3832,2634,258,194
13,13029,13029,2020,2018,2018 - 2020,2,1,1,0.140,0.145,0.075,0.728,0.753,87.576,10,38320,26345,3832,2634,10,35885,24670,3588,2467,244,167
13,13029,13029,2018,2016,2016 - 2018,4,2,2,0.142,0.148,0.068,0.739,0.771,82.013,10,35885,24670,3588,2467,10,34105,23490,3410,2349,178,118
13,13279,13279,2018,2016,2016 - 2018,2,1,1,0.259,0.258,0.116,0.605,0.626,74.312,6,27050,18645,4508,3107,6,27160,18395,4526,3065,-18,42
13,13277,13277,2022,2020,2020 - 2022,0,0,0,0.290,0.291,0.126,0.544,0.607,158.093,12,41245,29430,3437,2452,12,40590,29030,3382,2419,55,33
13,13277,13277,2020,2018,2018 - 2020,0,0,0,0.294,0.294,0.120,0.553,0.623,155.583,12,40590,29030,3382,2419,12,40510,29060,3375,2421,7,-2
13,13277,13277,2018,2016,2016 - 2018,0,0,0,0.301,0.301,0.115,0.562,0.648,155.269,12,40510,29060,3375,2421,12,40690,29020,3390,2418,-15,3
13,13275,13275,2022,2020,2020 - 2022,11,5,6,0.359,0.362,0.039,0.576,0.592,83.845,19,45665,34255,2403,1802,20,44545,33305,2227,1665,176,137
13,13217,13217,2022,2020,2020 - 2022,11,6,5,0.466,0.457,0.063,0.425,0.467,413.784,24,113300,81140,4720,3380,23,109835,78275,4775,3403,-55,-23
13,13275,13275,2020,2018,2018 - 2020,0,0,0,0.368,0.369,0.037,0.576,0.598,81.789,20,44545,33305,2227,1665,20,44730,33320,2236,1666,-9,-1
13,13275,13275,2018,2016,2016 - 2018,9,6,3,0.364,0.364,0.037,0.576,0.601,82.132,20,44730,33320,2236,1666,17,44975,33310,2645,1959,-409,-293
13,13269,13269,2020,2018,2018 - 2020,0,0,0,0.380,0.38,0.007,0.575,0.579,21.570,4,8125,6355,2031,1588,4,8195,6460,2048,1615,-17,-27
13,13269,13269,2018,2016,2016 - 2018,0,0,0,0.384,0.384,0.026,0.572,0.573,21.756,4,8195,6460,2048,1615,4,8355,6525,2088,1631,-40,-16
13,13267,13267,2022,2020,2020 - 2022,2,1,1,0.281,0.282,0.125,0.572,0.569,50.557,7,24310,18305,3472,2615,7,25390,18990,3627,2712,-155,-97
13,13267,13267,2020,2018,2018 - 2020,0,0,0,0.290,0.291,0.119,0.578,0.58,52.803,7,25390,18990,3627,2712,7,25355,19270,3622,2752,5,-40
13,13267,13267,2018,2016,2016 - 2018,0,0,0,0.292,0.292,0.110,0.586,0.598,52.733,7,25355,19270,3622,2752,7,25260,19180,3608,2740,14,12
13,13217,13217,2020,2018,2018 - 2020,2,1,1,0.456,0.459,0.058,0.452,0.481,401.145,23,109835,78275,4775,3403,23,106495,75520,4630,3283,145,120
13,13265,13265,2022,2020,2020 - 2022,0,0,0,0.541,0.557,0.061,0.355,0.357,8.402,2,1635,1365,817,682,2,1595,1340,797,670,20,12
13,13265,13265,2020,2018,2018 - 2020,0,0,0,0.586,0.585,0.044,0.364,0.377,8.196,2,1595,1340,797,670,2,1665,1405,832,702,-35,-32
13,13265,13265,2018,2016,2016 - 2018,0,0,0,0.649,0.652,0.015,0.330,0.341,8.556,2,1665,1405,832,702,2,1905,1590,952,795,-120,-93
13,13215,13215,2022,2020,2020 - 2022,29,7,22,0.462,0.464,0.080,0.391,0.417,944.897,10,204570,149905,20457,14990,25,195420,143165,7816,5726,12641,9264
13,13215,13215,2020,2018,2018 - 2020,3,1,2,0.458,0.465,0.077,0.401,0.425,902.655,25,195420,143165,7816,5726,26,196670,143465,7564,5517,252,209
13,13215,13215,2018,2016,2016 - 2018,9,5,4,0.454,0.458,0.076,0.410,0.44,908.670,26,196670,143465,7564,5517,25,200305,146005,8012,5840,-448,-323
13,13307,13307,2018,2016,2016 - 2018,2,1,1,0.400,0.4,0.096,0.495,0.508,12.491,1,2615,1975,2615,1975,1,2670,2030,2670,2030,-55,-55
13,13307,13307,2020,2018,2018 - 2020,0,0,0,0.329,0.329,0.124,0.530,0.546,12.330,1,2585,2005,2585,2005,1,2615,1975,2615,1975,-30,30
13,13307,13307,2022,2020,2020 - 2022,2,1,1,0.446,0.39,0.146,0.384,0.456,11.233,1,2355,1860,2355,1860,1,2585,2005,2585,2005,-230,-145
13,13213,13213,2022,2020,2020 - 2022,1,1,0,0.004,0.007,0.159,0.813,0.948,116.301,6,40065,28655,6677,4775,5,39790,28000,7958,5600,-1281,-825
13,13213,13213,2020,2018,2018 - 2020,7,3,4,0.009,0.009,0.152,0.824,0.96,115.503,5,39790,28000,7958,5600,6,39555,27420,6592,4570,1366,1030
13,13213,13213,2018,2016,2016 - 2018,7,4,3,0.011,0.011,0.148,0.829,0.967,114.821,6,39555,27420,6592,4570,5,39360,27310,7872,5462,-1280,-892
13,13211,13211,2022,2020,2020 - 2022,3,1,2,0.214,0.222,0.032,0.735,0.732,58.058,6,20170,15530,3361,2588,7,18830,14350,2690,2050,671,538
13,13211,13211,2020,2018,2018 - 2020,0,0,0,0.228,0.242,0.031,0.727,0.73,54.201,7,18830,14350,2690,2050,7,18235,13880,2605,1982,85,68
13,13211,13211,2018,2016,2016 - 2018,2,1,1,0.233,0.234,0.032,0.718,0.739,52.489,7,18235,13880,2605,1982,7,17945,13630,2563,1947,42,35
13,13201,13201,2022,2020,2020 - 2022,1,1,0,0.273,0.277,0.030,0.668,0.672,20.979,2,5925,4490,2962,2245,1,5725,4385,5725,4385,-2763,-2140
13,13199,13199,2022,2020,2020 - 2022,3,2,1,0.383,0.393,0.027,0.571,0.58,41.285,14,20680,16230,1477,1159,13,21080,16515,1621,1270,-144,-111
13,13199,13199,2020,2018,2018 - 2020,4,2,2,0.403,0.403,0.023,0.565,0.579,42.084,13,21080,16515,1621,1270,13,21115,16325,1624,1255,-3,15
13,13199,13199,2018,2016,2016 - 2018,6,3,3,0.387,0.387,0.021,0.565,0.571,42.127,13,21115,16325,1624,1255,13,21195,16385,1630,1260,-6,-5
13,13197,13197,2022,2020,2020 - 2022,0,0,0,0.294,0.304,0.083,0.587,0.598,20.535,3,7510,5635,2503,1878,3,8450,6400,2816,2133,-313,-255
13,13197,13197,2020,2018,2018 - 2020,0,0,0,0.301,0.305,0.078,0.590,0.602,23.105,3,8450,6400,2816,2133,3,8485,6555,2828,2185,-12,-52
13,13197,13197,2018,2016,2016 - 2018,0,0,0,0.305,0.304,0.071,0.594,0.623,23.182,3,8485,6555,2828,2185,3,8645,6580,2881,2193,-53,-8
13,13195,13195,2022,2020,2020 - 2022,8,4,4,0.088,0.087,0.065,0.802,0.823,107.607,12,30380,22890,2531,1907,12,29625,22320,2468,1860,63,47
13,13195,13195,2020,2018,2018 - 2020,2,1,1,0.090,0.088,0.058,0.815,0.836,104.933,12,29625,22320,2468,1860,12,28900,21655,2408,1804,60,56
13,13165,13165,2020,2018,2018 - 2020,2,0,2,0.357,0.356,0.063,0.554,0.581,25.293,3,8785,6665,2928,2221,5,8825,6535,1765,1307,1163,914
13,13165,13165,2018,2016,2016 - 2018,2,2,0,0.333,0.335,0.084,0.560,0.608,25.408,5,8825,6535,1765,1307,3,9055,6830,3018,2276,-1253,-969
13,13163,13163,2022,2020,2020 - 2022,5,3,2,0.522,0.524,0.040,0.423,0.431,29.608,9,15590,11600,1732,1288,8,15490,11630,1936,1453,-204,-165
13,13003,13003,2020,2018,2018 - 2020,0,0,0,0.155,0.156,0.259,0.558,0.706,24.247,4,8310,5215,2077,1303,4,8265,5190,2066,1297,11,6
13,13003,13003,2022,2020,2020 - 2022,0,0,0,0.152,0.161,0.273,0.546,0.691,24.116,4,8265,5205,2066,1301,4,8310,5215,2077,1303,-11,-2
13,13005,13005,2018,2016,2016 - 2018,4,4,0,0.157,0.153,0.084,0.735,0.808,39.530,5,11230,8030,2246,1606,1,11250,7895,11250,7895,-9004,-6289
13,13163,13163,2020,2018,2018 - 2020,2,1,1,0.528,0.53,0.039,0.422,0.437,29.418,8,15490,11630,1936,1453,8,15770,11770,1971,1471,-35,-18
13,13163,13163,2018,2016,2016 - 2018,4,2,2,0.538,0.54,0.036,0.419,0.433,29.950,8,15770,11770,1971,1471,8,16200,11985,2025,1498,-54,-27
13,13159,13159,2018,2016,2016 - 2018,0,0,0,0.209,0.209,0.039,0.739,0.753,37.418,3,13785,10320,4595,3440,3,13570,10025,4523,3341,72,99
13,13157,13157,2022,2020,2020 - 2022,3,2,1,0.072,0.074,0.092,0.794,0.839,226.857,5,77035,55915,15407,11183,4,70465,51115,17616,12778,-2209,-1595
13,13157,13157,2020,2018,2018 - 2020,17,3,14,0.070,0.07,0.081,0.811,0.852,207.458,4,70465,51115,17616,12778,15,65755,47125,4383,3141,13233,9637
13,13157,13157,2018,2016,2016 - 2018,17,14,3,0.066,0.067,0.074,0.821,0.874,193.587,15,65755,47125,4383,3141,4,62130,44550,15532,11137,-11149,-7996
13,13147,13147,2018,2016,2016 - 2018,0,0,0,0.184,0.185,0.037,0.751,0.773,110.274,7,25630,19885,3661,2840,7,25520,19680,3645,2811,16,29
13,13027,13027,2022,2020,2020 - 2022,5,3,2,0.345,0.359,0.076,0.550,0.578,33.000,8,16275,12540,2034,1567,7,15550,11815,2221,1687,-187,-120
13,13009,13009,2022,2020,2020 - 2022,1,1,0,0.415,0.415,0.026,0.521,0.531,169.231,15,43780,35055,2918,2337,14,45070,36070,3219,2576,-301,-239
13,13011,13011,2018,2016,2016 - 2018,9,8,1,0.027,0.027,0.067,0.881,0.93,79.765,13,18510,13670,1423,1051,6,18335,13590,3055,2265,-1632,-1214
13,13011,13011,2020,2018,2018 - 2020,2,1,1,0.022,0.022,0.070,0.876,0.911,81.250,13,18900,14020,1453,1078,13,18510,13670,1423,1051,30,27
13,13011,13011,2022,2020,2020 - 2022,15,2,13,0.029,0.026,0.077,0.865,0.895,79.014,2,18380,13870,9190,6935,13,18900,14020,1453,1078,7737,5857
13,13217,13217,2018,2016,2016 - 2018,2,1,1,0.436,0.44,0.054,0.477,0.51,389.024,23,106495,75520,4630,3283,23,103900,72890,4517,3169,113,114
13,13195,13195,2018,2016,2016 - 2018,8,4,4,0.088,0.088,0.052,0.827,0.847,102.363,12,28900,21655,2408,1804,12,28360,21180,2363,1765,45,39
13,13171,13171,2018,2016,2016 - 2018,4,2,2,0.291,0.291,0.024,0.650,0.658,100.899,6,18515,14465,3085,2410,6,18195,14175,3032,2362,53,48
13,13169,13169,2022,2020,2020 - 2022,0,0,0,0.246,0.244,0.020,0.705,0.72,72.041,10,28380,21720,2838,2172,10,28620,21855,2862,2185,-24,-13
13,13027,13027,2020,2018,2018 - 2020,0,0,0,0.355,0.36,0.059,0.564,0.582,31.530,7,15550,11815,2221,1687,7,15620,11730,2231,1675,-10,12
13,13027,13027,2018,2016,2016 - 2018,2,1,1,0.341,0.343,0.057,0.569,0.616,31.677,7,15620,11730,2231,1675,7,15645,11765,2235,1680,-4,-5
13,13025,13025,2022,2020,2020 - 2022,3,2,1,0.037,0.023,0.026,0.913,0.928,40.847,3,18105,13665,6035,4555,2,18925,14215,9462,7107,-3427,-2552
13,13009,13009,2020,2018,2018 - 2020,0,0,0,0.418,0.42,0.024,0.523,0.535,174.218,14,45070,36070,3219,2576,14,45285,35845,3234,2560,-15,16
13,13009,13009,2018,2016,2016 - 2018,0,0,0,0.420,0.421,0.022,0.527,0.538,175.049,14,45285,35845,3234,2560,14,45810,36225,3272,2587,-38,-27
13,13007,13007,2022,2020,2020 - 2022,8,7,1,0.345,0.39,0.009,0.523,0.511,8.422,7,2880,2280,411,325,1,3090,2485,3090,2485,-2679,-2160
13,13005,13005,2022,2020,2020 - 2022,0,0,0,0.158,0.158,0.087,0.728,0.769,39.214,1,11140,8055,11140,8055,1,11140,8055,11140,8055,0,0
13,13005,13005,2020,2018,2018 - 2020,4,0,4,0.164,0.164,0.084,0.732,0.796,39.214,1,11140,8055,11140,8055,5,11230,8030,2246,1606,8894,6449
13,13193,13193,2022,2020,2020 - 2022,4,2,2,0.601,0.606,0.047,0.331,0.353,30.200,5,12100,9600,2420,1920,5,13105,10480,2621,2096,-201,-176
13,13193,13193,2020,2018,2018 - 2020,0,0,0,0.619,0.619,0.043,0.330,0.336,32.708,5,13105,10480,2621,2096,5,13480,10715,2696,2143,-75,-47
13,13193,13193,2018,2016,2016 - 2018,2,1,1,0.606,0.606,0.042,0.333,0.349,33.644,5,13480,10715,2696,2143,5,13845,10845,2769,2169,-73,-26
13,13191,13191,2022,2020,2020 - 2022,5,2,3,0.317,0.322,0.026,0.624,0.633,25.930,5,11185,9470,2237,1894,6,14215,11865,2369,1977,-132,-83
13,13191,13191,2020,2018,2018 - 2020,0,0,0,0.346,0.346,0.004,0.620,0.623,32.954,6,14215,11865,2369,1977,6,14120,11610,2353,1935,16,42
13,13187,13187,2018,2016,2016 - 2018,1,0,1,0.018,0.019,0.048,0.907,0.938,112.921,1,31950,25525,31950,25525,2,31095,24340,15547,12170,16403,13355
13,13023,13023,2020,2018,2018 - 2020,0,0,0,0.282,0.285,0.031,0.681,0.706,59.619,2,12870,10230,6435,5115,2,12775,9905,6387,4952,48,163
13,13023,13023,2022,2020,2020 - 2022,5,3,2,0.262,0.279,0.034,0.687,0.7,57.509,3,12415,9925,4138,3308,2,12870,10230,6435,5115,-2297,-1807
13,13025,13025,2018,2016,2016 - 2018,0,0,0,0.031,0.035,0.021,0.925,0.937,41.895,2,18560,13945,9280,6972,2,18405,13650,9202,6825,78,147
13,13025,13025,2020,2018,2018 - 2020,0,0,0,0.033,0.035,0.023,0.919,0.934,42.697,2,18925,14215,9462,7107,2,18560,13945,9280,6972,182,135
13,13185,13185,2022,2020,2020 - 2022,12,11,1,0.368,0.371,0.062,0.526,0.547,237.823,19,118255,87675,6223,4614,9,116435,86455,12937,9606,-6714,-4992
13,13185,13185,2020,2018,2018 - 2020,2,1,1,0.369,0.369,0.058,0.534,0.558,234.163,9,116435,86455,12937,9606,9,114580,84650,12731,9405,206,201
13,13185,13185,2018,2016,2016 - 2018,8,2,6,0.363,0.364,0.055,0.543,0.578,230.472,9,114580,84650,12731,9405,13,113900,83885,8761,6452,3970,2953
13,13183,13183,2022,2020,2020 - 2022,1,1,0,0.230,0.232,0.117,0.562,0.597,41.971,7,16805,11850,2400,1692,6,19235,13465,3205,2244,-805,-552
13,13183,13183,2020,2018,2018 - 2020,5,3,2,0.249,0.251,0.114,0.574,0.611,48.041,6,19235,13465,3205,2244,5,18155,12155,3631,2431,-426,-187
13,13183,13183,2018,2016,2016 - 2018,5,2,3,0.235,0.237,0.113,0.584,0.647,45.343,5,18155,12155,3631,2431,6,17245,11505,2874,1917,757,514
13,13175,13175,2020,2018,2018 - 2020,3,1,2,0.375,0.376,0.027,0.578,0.578,58.718,16,47405,35345,2962,2209,17,47420,35500,2789,2088,173,121
13,13175,13175,2018,2016,2016 - 2018,3,2,1,0.371,0.372,0.026,0.585,0.591,58.739,17,47420,35500,2789,2088,16,47800,35365,2987,2210,-198,-122
13,13173,13173,2022,2020,2020 - 2022,2,1,1,0.232,0.226,0.073,0.669,0.714,50.703,1,9965,7425,9965,7425,1,10535,8040,10535,8040,-570,-615
13,13173,13173,2020,2018,2018 - 2020,3,0,3,0.231,0.23,0.064,0.681,0.725,53.603,1,10535,8040,10535,8040,4,10365,7685,2591,1921,7944,6119
13,13031,13031,2020,2018,2018 - 2020,0,0,0,0.279,0.28,0.042,0.634,0.644,114.977,15,77720,60400,5181,4026,15,74780,58410,4985,3894,196,132
13,13031,13031,2022,2020,2020 - 2022,6,4,2,0.276,0.279,0.044,0.630,0.64,118.098,17,79830,62385,4695,3669,15,77720,60400,5181,4026,-486,-357
13,13173,13173,2018,2016,2016 - 2018,5,4,1,0.242,0.242,0.055,0.687,0.74,52.738,4,10365,7685,2591,1921,1,10380,7615,10380,7615,-7789,-5694
13,13171,13171,2022,2020,2020 - 2022,5,3,2,0.270,0.279,0.029,0.660,0.664,101.771,7,18675,14690,2667,2098,6,18835,14790,3139,2465,-472,-367
13,13171,13171,2020,2018,2018 - 2020,0,0,0,0.285,0.284,0.025,0.651,0.668,102.643,6,18835,14790,3139,2465,6,18515,14465,3085,2410,54,55
13,13161,13161,2022,2020,2020 - 2022,3,3,0,0.156,0.131,0.132,0.698,0.744,44.694,7,14790,10565,2112,1509,4,15065,11000,3766,2750,-1654,-1241
13,13161,13161,2020,2018,2018 - 2020,11,3,8,0.162,0.164,0.123,0.710,0.759,45.525,4,15065,11000,3766,2750,9,14990,10570,1665,1174,2101,1576
13,13161,13161,2018,2016,2016 - 2018,11,7,4,0.163,0.164,0.117,0.717,0.76,45.298,9,14990,10570,1665,1174,6,14955,10370,2492,1728,-827,-554
13,13159,13159,2022,2020,2020 - 2022,1,1,0,0.187,0.184,0.041,0.754,0.76,40.390,4,14880,11195,3720,2798,3,14075,10565,4691,3521,-971,-723
13,13159,13159,2020,2018,2018 - 2020,0,0,0,0.197,0.197,0.039,0.746,0.753,38.205,3,14075,10565,4691,3521,3,13785,10320,4595,3440,96,81
13,13137,13137,2022,2020,2020 - 2022,3,1,2,0.035,0.033,0.163,0.758,0.835,167.319,6,46325,32950,7720,5491,7,45205,32885,6457,4697,1263,794
13,13137,13137,2020,2018,2018 - 2020,0,0,0,0.029,0.026,0.156,0.769,0.85,163.273,7,45205,32885,6457,4697,7,44290,31875,6327,4553,130,144
13,13137,13137,2018,2016,2016 - 2018,2,1,1,0.031,0.031,0.145,0.781,0.866,159.991,7,44290,31875,6327,4553,7,43725,31370,6246,4481,81,72
13,13135,13135,2022,2020,2020 - 2022,33,17,16,0.281,0.283,0.218,0.342,0.426,2223.932,156,957975,591850,6140,3793,155,926415,562370,5976,3628,164,165
13,13043,13043,2020,2018,2018 - 2020,0,0,0,0.249,0.252,0.117,0.617,0.678,44.578,1,10835,7590,10835,7590,1,10825,7755,10825,7755,10,-165
13,13043,13043,2022,2020,2020 - 2022,0,0,0,0.222,0.225,0.122,0.609,0.67,45.030,1,10945,7565,10945,7565,1,10835,7590,10835,7590,110,-25
13,13045,13045,2018,2016,2016 - 2018,14,8,6,0.190,0.19,0.068,0.713,0.752,232.492,27,116020,85275,4297,3158,25,113755,83470,4550,3338,-253,-180
13,13045,13045,2020,2018,2018 - 2020,12,5,7,0.197,0.196,0.070,0.707,0.734,237.792,25,118690,87100,4747,3484,27,116020,85275,4297,3158,450,326
13,13045,13045,2022,2020,2020 - 2022,6,3,3,0.200,0.2,0.075,0.699,0.719,240.536,25,120060,88135,4802,3525,25,118690,87100,4747,3484,55,41
13,13047,13047,2018,2016,2016 - 2018,0,0,0,0.022,0.023,0.029,0.912,0.925,408.849,11,66300,50100,6027,4554,11,65645,49385,5967,4489,60,65
13,13047,13047,2020,2018,2018 - 2020,0,0,0,0.021,0.021,0.030,0.907,0.918,414.276,11,67180,51145,6107,4649,11,66300,50100,6027,4554,80,95
13,13047,13047,2022,2020,2020 - 2022,0,0,0,0.023,0.023,0.034,0.900,0.909,419.641,11,68050,52345,6186,4758,11,67180,51145,6107,4649,79,109
13,13049,13049,2018,2016,2016 - 2018,0,0,0,0.255,0.259,0.085,0.615,0.669,16.646,8,12985,9385,1623,1173,8,12970,9395,1621,1174,2,-1
13,13073,13073,2018,2016,2016 - 2018,17,8,9,0.167,0.167,0.064,0.697,0.743,507.781,46,147295,104945,3202,2281,47,139905,99705,2976,2121,226,160
13,13073,13073,2020,2018,2018 - 2020,6,3,3,0.170,0.168,0.069,0.680,0.724,531.564,46,154255,110805,3353,2408,46,147295,104945,3202,2281,151,127
13,13073,13073,2022,2020,2020 - 2022,18,12,6,0.176,0.169,0.073,0.663,0.71,540.742,52,156920,113580,3017,2184,46,154255,110805,3353,2408,-336,-224
13,13075,13075,2018,2016,2016 - 2018,0,0,0,0.274,0.275,0.058,0.649,0.69,75.281,6,17185,12425,2864,2070,6,17105,12215,2850,2035,14,35
13,13075,13075,2022,2020,2020 - 2022,1,1,0,0.270,0.268,0.066,0.633,0.669,75.465,7,17240,12505,2462,1786,6,17215,12535,2869,2089,-407,-303
13,13077,13077,2018,2016,2016 - 2018,13,8,5,0.174,0.176,0.068,0.716,0.767,318.677,29,140515,100665,4845,3471,26,135625,96460,5216,3710,-371,-239
13,13077,13077,2020,2018,2018 - 2020,7,3,4,0.174,0.175,0.071,0.709,0.752,330.651,28,145840,105490,5208,3767,29,140515,100665,4845,3471,363,296
13,13135,13135,2020,2018,2018 - 2020,10,5,5,0.274,0.281,0.212,0.365,0.454,2150.670,155,926415,562370,5976,3628,155,902300,539910,5821,3483,155,145
13,13135,13135,2018,2016,2016 - 2018,23,12,11,0.267,0.272,0.209,0.385,0.497,2095.676,155,902300,539910,5821,3483,154,874240,519180,5676,3371,145,112
13,13101,13101,2022,2020,2020 - 2022,1,1,0,0.042,0.031,0.310,0.610,0.662,8.813,2,3705,2650,1852,1325,1,3945,2875,3945,2875,-2093,-1550
13,13101,13101,2020,2018,2018 - 2020,0,0,0,0.035,0.035,0.281,0.651,0.669,9.384,1,3945,2875,3945,2875,1,3995,2960,3995,2960,-50,-85
13,13101,13101,2018,2016,2016 - 2018,0,0,0,0.036,0.036,0.247,0.676,0.738,9.503,1,3995,2960,3995,2960,1,4025,2415,4025,2415,-30,545
13,13099,13099,2022,2020,2020 - 2022,0,0,0,0.526,0.529,0.021,0.439,0.442,20.981,5,10755,8035,2151,1607,5,10220,7620,2044,1524,107,83
13,13099,13099,2020,2018,2018 - 2020,0,0,0,0.502,0.509,0.023,0.446,0.448,19.938,5,10220,7620,2044,1524,5,10350,7660,2070,1532,-26,-8
13,13099,13099,2018,2016,2016 - 2018,0,0,0,0.509,0.514,0.022,0.457,0.458,20.191,5,10350,7660,2070,1532,5,10480,7760,2096,1552,-26,-20
13,13097,13097,2020,2018,2018 - 2020,6,3,3,0.469,0.476,0.099,0.390,0.446,724.825,25,145065,102085,5802,4083,25,141840,99305,5673,3972,129,111
13,13097,13097,2018,2016,2016 - 2018,10,5,5,0.452,0.462,0.094,0.420,0.474,708.859,25,141840,99305,5673,3972,25,138285,95670,5531,3826,142,146
13,13169,13169,2020,2018,2018 - 2020,0,0,0,0.244,0.245,0.018,0.710,0.723,72.650,10,28620,21855,2862,2185,10,28550,21680,2855,2168,7,17
13,13263,13263,2018,2016,2016 - 2018,0,0,0,0.578,0.578,0.008,0.405,0.411,16.301,7,6380,5250,911,750,7,6375,5160,910,737,1,13
13,13261,13261,2022,2020,2020 - 2022,11,5,6,0.510,0.514,0.061,0.391,0.433,60.844,9,29380,22340,3264,2482,10,29715,22095,2971,2209,293,273
13,13293,13293,2020,2018,2018 - 2020,0,0,0,0.275,0.277,0.024,0.672,0.68,81.399,4,26330,20000,6582,5000,4,26215,19930,6553,4982,29,18
13,13291,13291,2020,2018,2018 - 2020,0,0,0,0.008,0.008,0.035,0.938,0.96,74.514,11,24000,19905,2181,1809,11,22775,18685,2070,1698,111,111
13,13319,13319,2018,2016,2016 - 2018,0,0,0,0.393,0.393,0.028,0.567,0.59,20.213,9,9080,6860,1008,762,9,9310,7100,1034,788,-26,-26
13,13317,13317,2022,2020,2020 - 2022,0,0,0,0.403,0.407,0.057,0.516,0.531,20.469,7,9610,7415,1372,1059,7,9795,7515,1399,1073,-27,-14
13,13305,13305,2022,2020,2020 - 2022,4,2,2,0.199,0.186,0.065,0.710,0.743,47.171,7,30275,22425,4325,3203,7,29960,22170,4280,3167,45,36
