pollid,pollname,x,y,changeyear,baseyear,changestatus,state
000b5efd-553e-4ca9-9c53-90968ea7b3c6,RUHAMAH UNITED METH CHURCH,-82.814,34.393,2012 - 2014,2014,no_change,SC
000b5efd-553e-4ca9-9c53-90968ea7b3c6,RUHAMAH UNITED METH CHURCH,-82.814,34.393,2014 - 2016,2016,no_change,SC
000b5efd-553e-4ca9-9c53-90968ea7b3c6,RUHAMAH UNITED METH CHURCH,-82.814,34.393,2016 - 2018,2018,no_change,SC
000b5efd-553e-4ca9-9c53-90968ea7b3c6,RUHAMAH UNITED METH CHURCH,-82.814,34.393,2018 - 2020,2020,removed,SC
0015bff5-f100-4234-956b-3cf95d7ee2cf,GRACE BAPTIST CHURCH,-82.687,34.402,2018 - 2020,2020,added,SC
0015bff5-f100-4234-956b-3cf95d7ee2cf,GRACE BAPTIST CHURCH,-82.687,34.402,2020 - 2022,2022,no_change,SC
0021ebd7-2560-42d8-8d58-a8dd2809be8b,LESSIE B PRICE AIKEN SENIOR & YOUTH CENTER,-81.729,33.568,2018 - 2020,2020,added,SC
0021ebd7-2560-42d8-8d58-a8dd2809be8b,LESSIE B PRICE AIKEN SENIOR & YOUTH CENTER,-81.729,33.568,2020 - 2022,2022,no_change,SC
0026b5ff-2439-4660-9278-26951215f568,MARY SENN HAMER BUILDING,-79.592,34.64,2012 - 2014,2014,no_change,SC
0026b5ff-2439-4660-9278-26951215f568,MARY SENN HAMER BUILDING,-79.592,34.64,2014 - 2016,2016,no_change,SC
0026b5ff-2439-4660-9278-26951215f568,MARY SENN HAMER BUILDING,-79.592,34.64,2016 - 2018,2018,no_change,SC
0026b5ff-2439-4660-9278-26951215f568,MARY SENN HAMER BUILDING,-79.592,34.64,2018 - 2020,2020,no_change,SC
0026b5ff-2439-4660-9278-26951215f568,MARY SENN HAMER BUILDING,-79.592,34.64,2020 - 2022,2022,no_change,SC
0029bde9-8435-4f64-939f-264eecdbabfb,AIKEN HIGH SCHOOL,-81.719,33.58,2012 - 2014,2014,no_change,SC
0029bde9-8435-4f64-939f-264eecdbabfb,AIKEN HIGH SCHOOL,-81.719,33.58,2014 - 2016,2016,no_change,SC
0029bde9-8435-4f64-939f-264eecdbabfb,AIKEN HIGH SCHOOL,-81.719,33.58,2016 - 2018,2018,no_change,SC
0029bde9-8435-4f64-939f-264eecdbabfb,AIKEN HIGH SCHOOL,-81.719,33.58,2018 - 2020,2020,removed,SC
002bcd99-2321-474b-a5d5-4bd8b9791d35,PLEASANT HILL METH. CH.,-80.862,35.002,2012 - 2014,2014,no_change,SC
002bcd99-2321-474b-a5d5-4bd8b9791d35,PLEASANT HILL METH. CH.,-80.862,35.002,2014 - 2016,2016,no_change,SC
002bcd99-2321-474b-a5d5-4bd8b9791d35,PLEASANT HILL METH. CH.,-80.862,35.002,2016 - 2018,2018,no_change,SC
002bcd99-2321-474b-a5d5-4bd8b9791d35,PLEASANT HILL METH. CH.,-80.862,35.002,2018 - 2020,2020,no_change,SC
002bcd99-2321-474b-a5d5-4bd8b9791d35,PLEASANT HILL METH. CH.,-80.862,35.002,2020 - 2022,2022,no_change,SC
0031706c-4ab5-4791-b0ad-03f88bd92ff8,TIRZAH PRESBYTERIAN CHURCH,-81.143,34.994,2012 - 2014,2014,no_change,SC
0031706c-4ab5-4791-b0ad-03f88bd92ff8,TIRZAH PRESBYTERIAN CHURCH,-81.143,34.994,2014 - 2016,2016,no_change,SC
0031706c-4ab5-4791-b0ad-03f88bd92ff8,TIRZAH PRESBYTERIAN CHURCH,-81.143,34.994,2016 - 2018,2018,no_change,SC
0031706c-4ab5-4791-b0ad-03f88bd92ff8,TIRZAH PRESBYTERIAN CHURCH,-81.143,34.994,2018 - 2020,2020,no_change,SC
0031706c-4ab5-4791-b0ad-03f88bd92ff8,TIRZAH PRESBYTERIAN CHURCH,-81.143,34.994,2020 - 2022,2022,no_change,SC
0053b1d6-b63f-4e09-85b5-cd785207d3b3,MONTMORENCI FIRST BAPTIST CHURCH,-81.634,33.524,2012 - 2014,2014,no_change,SC
0053b1d6-b63f-4e09-85b5-cd785207d3b3,MONTMORENCI FIRST BAPTIST CHURCH,-81.634,33.524,2014 - 2016,2016,no_change,SC
0053b1d6-b63f-4e09-85b5-cd785207d3b3,MONTMORENCI FIRST BAPTIST CHURCH,-81.634,33.524,2016 - 2018,2018,no_change,SC
0053b1d6-b63f-4e09-85b5-cd785207d3b3,MONTMORENCI FIRST BAPTIST CHURCH,-81.634,33.524,2018 - 2020,2020,no_change,SC
0053b1d6-b63f-4e09-85b5-cd785207d3b3,MONTMORENCI FIRST BAPTIST CHURCH,-81.634,33.524,2020 - 2022,2022,no_change,SC
00862cbb-740c-4548-a887-60d2cd44e3d9,CAINHOY SCHOOL,-79.852,33.019,2012 - 2014,2014,no_change,SC
00862cbb-740c-4548-a887-60d2cd44e3d9,CAINHOY SCHOOL,-79.852,33.019,2014 - 2016,2016,no_change,SC
00862cbb-740c-4548-a887-60d2cd44e3d9,CAINHOY SCHOOL,-79.852,33.019,2016 - 2018,2018,no_change,SC
00862cbb-740c-4548-a887-60d2cd44e3d9,CAINHOY SCHOOL,-79.852,33.019,2018 - 2020,2020,no_change,SC
00862cbb-740c-4548-a887-60d2cd44e3d9,CAINHOY SCHOOL,-79.852,33.019,2020 - 2022,2022,no_change,SC
012edd4a-db2b-475c-b730-d5b7a626b84b,FORRESTER WOODS CLUBHOUSE,-82.3,34.799,2012 - 2014,2014,no_change,SC
012edd4a-db2b-475c-b730-d5b7a626b84b,FORRESTER WOODS CLUBHOUSE,-82.3,34.799,2014 - 2016,2016,no_change,SC
012edd4a-db2b-475c-b730-d5b7a626b84b,FORRESTER WOODS CLUBHOUSE,-82.3,34.799,2016 - 2018,2018,no_change,SC
012edd4a-db2b-475c-b730-d5b7a626b84b,FORRESTER WOODS CLUBHOUSE,-82.3,34.799,2018 - 2020,2020,no_change,SC
012edd4a-db2b-475c-b730-d5b7a626b84b,FORRESTER WOODS CLUBHOUSE,-82.3,34.799,2020 - 2022,2022,no_change,SC
013993bc-2432-4391-a507-5365795bf36d,FIRE & RESCUE STATION #7,-80.812,33.083,2012 - 2014,2014,no_change,SC
013993bc-2432-4391-a507-5365795bf36d,FIRE & RESCUE STATION #7,-80.812,33.083,2014 - 2016,2016,no_change,SC
013993bc-2432-4391-a507-5365795bf36d,FIRE & RESCUE STATION #7,-80.812,33.083,2016 - 2018,2018,no_change,SC
013993bc-2432-4391-a507-5365795bf36d,FIRE & RESCUE STATION #7,-80.812,33.083,2018 - 2020,2020,no_change,SC
013993bc-2432-4391-a507-5365795bf36d,FIRE & RESCUE STATION #7,-80.812,33.083,2020 - 2022,2022,no_change,SC
01566161-1143-4b1e-a4e3-852655b6c3b7,ST JOHNS HIGH SCHOOL,-80.098,32.725,2012 - 2014,2014,no_change,SC
01566161-1143-4b1e-a4e3-852655b6c3b7,ST JOHNS HIGH SCHOOL,-80.098,32.725,2014 - 2016,2016,no_change,SC
01566161-1143-4b1e-a4e3-852655b6c3b7,ST JOHNS HIGH SCHOOL,-80.098,32.725,2016 - 2018,2018,no_change,SC
01566161-1143-4b1e-a4e3-852655b6c3b7,ST JOHNS HIGH SCHOOL,-80.098,32.725,2018 - 2020,2020,no_change,SC
01566161-1143-4b1e-a4e3-852655b6c3b7,ST JOHNS HIGH SCHOOL,-80.098,32.725,2020 - 2022,2022,no_change,SC
01617efd-e047-4ba4-a723-f5120214fafb,CROCKETVILLE COMMUNITY CENTER,-81.078,32.917,2012 - 2014,2014,no_change,SC
01617efd-e047-4ba4-a723-f5120214fafb,CROCKETVILLE COMMUNITY CENTER,-81.078,32.917,2014 - 2016,2016,no_change,SC
01617efd-e047-4ba4-a723-f5120214fafb,CROCKETVILLE COMMUNITY CENTER,-81.078,32.917,2016 - 2018,2018,no_change,SC
01617efd-e047-4ba4-a723-f5120214fafb,CROCKETVILLE COMMUNITY CENTER,-81.078,32.917,2018 - 2020,2020,no_change,SC
01617efd-e047-4ba4-a723-f5120214fafb,CROCKETVILLE COMMUNITY CENTER,-81.078,32.917,2020 - 2022,2022,no_change,SC
019b8522-5f48-40d4-b182-8afcbc840a82,LEX COUNTY RECREATION AND AGING,-81.401,33.921,2012 - 2014,2014,no_change,SC
019b8522-5f48-40d4-b182-8afcbc840a82,LEX COUNTY RECREATION AND AGING,-81.401,33.921,2014 - 2016,2016,no_change,SC
019b8522-5f48-40d4-b182-8afcbc840a82,LEX COUNTY RECREATION AND AGING,-81.401,33.921,2016 - 2018,2018,no_change,SC
019b8522-5f48-40d4-b182-8afcbc840a82,LEX COUNTY RECREATION AND AGING,-81.401,33.921,2018 - 2020,2020,no_change,SC
019b8522-5f48-40d4-b182-8afcbc840a82,LEX COUNTY RECREATION AND AGING,-81.401,33.921,2020 - 2022,2022,no_change,SC
01e1674c-3a45-4197-98ff-9725b86b2b4e,MYRTLE BEACH MIDDLE SCHOOL,-78.865,33.713,2018 - 2020,2020,added,SC
01e1674c-3a45-4197-98ff-9725b86b2b4e,MYRTLE BEACH MIDDLE SCHOOL,-78.865,33.713,2020 - 2022,2022,no_change,SC
01ea7d8d-e4c7-4156-97e6-d5dee800ce7f,COLLETON COUNTY HIGH SCHOOL,-80.658,32.949,2012 - 2014,2014,no_change,SC
01ea7d8d-e4c7-4156-97e6-d5dee800ce7f,COLLETON COUNTY HIGH SCHOOL,-80.658,32.949,2014 - 2016,2016,no_change,SC
01ea7d8d-e4c7-4156-97e6-d5dee800ce7f,COLLETON COUNTY HIGH SCHOOL,-80.658,32.949,2016 - 2018,2018,no_change,SC
01ea7d8d-e4c7-4156-97e6-d5dee800ce7f,COLLETON COUNTY HIGH SCHOOL,-80.658,32.949,2018 - 2020,2020,no_change,SC
01ea7d8d-e4c7-4156-97e6-d5dee800ce7f,COLLETON COUNTY HIGH SCHOOL,-80.658,32.949,2020 - 2022,2022,no_change,SC
01f71439-690f-42a1-a513-de35bd51d664,TEMPLE PRESBYTERIAN CHURCH,-81.303,35.069,2020 - 2022,2022,added,SC
01fbc221-4371-417b-a640-b0cdedb9697f,TRIO COMMUNITY CENTER,-79.717,33.485,2012 - 2014,2014,no_change,SC
01fbc221-4371-417b-a640-b0cdedb9697f,TRIO COMMUNITY CENTER,-79.717,33.485,2014 - 2016,2016,no_change,SC
01fbc221-4371-417b-a640-b0cdedb9697f,TRIO COMMUNITY CENTER,-79.717,33.485,2016 - 2018,2018,no_change,SC
01fbc221-4371-417b-a640-b0cdedb9697f,TRIO COMMUNITY CENTER,-79.717,33.485,2018 - 2020,2020,no_change,SC
01fbc221-4371-417b-a640-b0cdedb9697f,TRIO COMMUNITY CENTER,-79.717,33.485,2020 - 2022,2022,no_change,SC
02091b38-f979-4909-9247-d26d06d8c6af,ST. LUKE'S LEISURE CTR.,-80.721,34.674,2012 - 2014,2014,no_change,SC
02091b38-f979-4909-9247-d26d06d8c6af,ST. LUKE'S LEISURE CTR.,-80.721,34.674,2014 - 2016,2016,no_change,SC
02091b38-f979-4909-9247-d26d06d8c6af,ST. LUKE'S LEISURE CTR.,-80.721,34.674,2016 - 2018,2018,no_change,SC
02091b38-f979-4909-9247-d26d06d8c6af,ST. LUKE'S LEISURE CTR.,-80.721,34.674,2018 - 2020,2020,no_change,SC
02091b38-f979-4909-9247-d26d06d8c6af,ST. LUKE'S LEISURE CTR.,-80.721,34.674,2020 - 2022,2022,no_change,SC
020aa9d2-a233-4176-a693-a7a95caa0514,EARLY CHILDHOOD CENTER,-79.317,34.087,2012 - 2014,2014,no_change,SC
020aa9d2-a233-4176-a693-a7a95caa0514,EARLY CHILDHOOD CENTER,-79.317,34.087,2014 - 2016,2016,no_change,SC
020aa9d2-a233-4176-a693-a7a95caa0514,EARLY CHILDHOOD CENTER,-79.317,34.087,2016 - 2018,2018,no_change,SC
020aa9d2-a233-4176-a693-a7a95caa0514,EARLY CHILDHOOD CENTER,-79.317,34.087,2018 - 2020,2020,no_change,SC
020aa9d2-a233-4176-a693-a7a95caa0514,EARLY CHILDHOOD CENTER,-79.317,34.087,2020 - 2022,2022,no_change,SC
022b804e-a9e4-46be-8a4d-65bd2be7b561,COUNTY VOTER REGISTRATION AND ELECTIONS OFFICE,-80.089,34.736,2018 - 2020,2020,added,SC
022b804e-a9e4-46be-8a4d-65bd2be7b561,COUNTY VOTER REGISTRATION AND ELECTIONS OFFICE,-80.089,34.736,2020 - 2022,2022,no_change,SC
025e9181-3bf0-4d31-947e-b63544143425,PUBLIC SAFETY STATION 5,-81.698,33.494,2012 - 2014,2014,removed,SC
02835b13-4d26-4d35-886f-c6e1ff8923a1,DUNKLIN FIRE STATION HEADQUARTERS,-82.308,34.517,2012 - 2014,2014,no_change,SC
02835b13-4d26-4d35-886f-c6e1ff8923a1,DUNKLIN FIRE STATION HEADQUARTERS,-82.308,34.517,2014 - 2016,2016,no_change,SC
02835b13-4d26-4d35-886f-c6e1ff8923a1,DUNKLIN FIRE STATION HEADQUARTERS,-82.308,34.517,2016 - 2018,2018,no_change,SC
02835b13-4d26-4d35-886f-c6e1ff8923a1,DUNKLIN FIRE STATION HEADQUARTERS,-82.308,34.517,2018 - 2020,2020,no_change,SC
02835b13-4d26-4d35-886f-c6e1ff8923a1,DUNKLIN FIRE STATION HEADQUARTERS,-82.308,34.517,2020 - 2022,2022,no_change,SC
0295345a-ffda-49d2-9cd6-e49a2fe8f87a,NEW HOPE BAPTIST CHURCH (PUMPKINTOWN),-82.653,35.011,2016 - 2018,2018,added,SC
0295345a-ffda-49d2-9cd6-e49a2fe8f87a,NEW HOPE BAPTIST CHURCH (PUMPKINTOWN),-82.653,35.011,2018 - 2020,2020,no_change,SC
0295345a-ffda-49d2-9cd6-e49a2fe8f87a,NEW HOPE BAPTIST CHURCH (PUMPKINTOWN),-82.653,35.011,2020 - 2022,2022,no_change,SC
02b7444a-a5e2-4342-9485-5a4229037ed4,GOVAN FIRE DEPARTMENT,-81.176,33.219,2012 - 2014,2014,no_change,SC
02b7444a-a5e2-4342-9485-5a4229037ed4,GOVAN FIRE DEPARTMENT,-81.176,33.219,2014 - 2016,2016,no_change,SC
02b7444a-a5e2-4342-9485-5a4229037ed4,GOVAN FIRE DEPARTMENT,-81.176,33.219,2016 - 2018,2018,no_change,SC
02b7444a-a5e2-4342-9485-5a4229037ed4,GOVAN FIRE DEPARTMENT,-81.176,33.219,2018 - 2020,2020,no_change,SC
02b7444a-a5e2-4342-9485-5a4229037ed4,GOVAN FIRE DEPARTMENT,-81.176,33.219,2020 - 2022,2022,no_change,SC
02d11973-03c1-4a17-b193-57e73775b340,COMMUNITY CENTER,-81.784,34.773,2012 - 2014,2014,no_change,SC
02d11973-03c1-4a17-b193-57e73775b340,COMMUNITY CENTER,-81.784,34.773,2014 - 2016,2016,no_change,SC
02d11973-03c1-4a17-b193-57e73775b340,COMMUNITY CENTER,-81.784,34.773,2016 - 2018,2018,no_change,SC
02d11973-03c1-4a17-b193-57e73775b340,COMMUNITY CENTER,-81.784,34.773,2018 - 2020,2020,no_change,SC
02d11973-03c1-4a17-b193-57e73775b340,COMMUNITY CENTER,-81.784,34.773,2020 - 2022,2022,removed,SC
02d2590d-4124-4b56-ac7b-96c45debe132,RON MCNAIR JR HIGH SCHOOL,-79.767,33.869,2012 - 2014,2014,no_change,SC
02d2590d-4124-4b56-ac7b-96c45debe132,RON MCNAIR JR HIGH SCHOOL,-79.767,33.869,2014 - 2016,2016,no_change,SC
02d2590d-4124-4b56-ac7b-96c45debe132,RON MCNAIR JR HIGH SCHOOL,-79.767,33.869,2016 - 2018,2018,no_change,SC
02d2590d-4124-4b56-ac7b-96c45debe132,RON MCNAIR JR HIGH SCHOOL,-79.767,33.869,2018 - 2020,2020,no_change,SC
02d2590d-4124-4b56-ac7b-96c45debe132,RON MCNAIR JR HIGH SCHOOL,-79.767,33.869,2020 - 2022,2022,no_change,SC
02fb72b8-d674-49ea-a03f-df17282ad8df,MONETTA COMMUNITY CENTER,-81.602,33.845,2012 - 2014,2014,no_change,SC
02fb72b8-d674-49ea-a03f-df17282ad8df,MONETTA COMMUNITY CENTER,-81.602,33.845,2014 - 2016,2016,no_change,SC
02fb72b8-d674-49ea-a03f-df17282ad8df,MONETTA COMMUNITY CENTER,-81.602,33.845,2016 - 2018,2018,no_change,SC
02fb72b8-d674-49ea-a03f-df17282ad8df,MONETTA COMMUNITY CENTER,-81.602,33.845,2018 - 2020,2020,removed,SC
02fef1bb-ceb4-4276-98f5-84e877fc3647,COUNTY VOTER REGISTRATION AND ELECTIONS OFFICE,-81.378,33.255,2012 - 2014,2014,no_change,SC
02fef1bb-ceb4-4276-98f5-84e877fc3647,COUNTY VOTER REGISTRATION AND ELECTIONS OFFICE,-81.378,33.255,2014 - 2016,2016,removed,SC
02fef1bb-ceb4-4276-98f5-84e877fc3647,COUNTY VOTER REGISTRATION AND ELECTIONS OFFICE,-81.378,33.255,2018 - 2020,2020,added,SC
02fef1bb-ceb4-4276-98f5-84e877fc3647,COUNTY VOTER REGISTRATION AND ELECTIONS OFFICE,-81.378,33.255,2020 - 2022,2022,no_change,SC
0323a397-1e08-4eb7-9dbc-4d93ba4cafa8,MALVERN HILL BAPTIST CHURCH,-80.559,34.275,2012 - 2014,2014,no_change,SC
0323a397-1e08-4eb7-9dbc-4d93ba4cafa8,MALVERN HILL BAPTIST CHURCH,-80.559,34.275,2014 - 2016,2016,no_change,SC
0323a397-1e08-4eb7-9dbc-4d93ba4cafa8,MALVERN HILL BAPTIST CHURCH,-80.559,34.275,2016 - 2018,2018,no_change,SC
0323a397-1e08-4eb7-9dbc-4d93ba4cafa8,MALVERN HILL BAPTIST CHURCH,-80.559,34.275,2018 - 2020,2020,no_change,SC
0323a397-1e08-4eb7-9dbc-4d93ba4cafa8,MALVERN HILL BAPTIST CHURCH,-80.559,34.275,2020 - 2022,2022,no_change,SC
03418068-4791-4334-829b-b5a75320e629,ST PAULS FIRE STATION #1,-80.253,32.733,2012 - 2014,2014,removed,SC
0358f06d-5809-483a-bb7d-84f43ae9875d,SUGAR CREEK CLUBHOUSE,-82.277,34.89,2012 - 2014,2014,no_change,SC
0358f06d-5809-483a-bb7d-84f43ae9875d,SUGAR CREEK CLUBHOUSE,-82.277,34.89,2014 - 2016,2016,no_change,SC
0358f06d-5809-483a-bb7d-84f43ae9875d,SUGAR CREEK CLUBHOUSE,-82.277,34.89,2016 - 2018,2018,no_change,SC
0358f06d-5809-483a-bb7d-84f43ae9875d,SUGAR CREEK CLUBHOUSE,-82.277,34.89,2018 - 2020,2020,no_change,SC
0358f06d-5809-483a-bb7d-84f43ae9875d,SUGAR CREEK CLUBHOUSE,-82.277,34.89,2020 - 2022,2022,no_change,SC
037a8122-aa01-45e7-97c1-5e28fb6d99a3,W L STEPHENS AQUATIC CENTER,-79.999,32.791,2012 - 2014,2014,no_change,SC
037a8122-aa01-45e7-97c1-5e28fb6d99a3,W L STEPHENS AQUATIC CENTER,-79.999,32.791,2014 - 2016,2016,no_change,SC
037a8122-aa01-45e7-97c1-5e28fb6d99a3,W L STEPHENS AQUATIC CENTER,-79.999,32.791,2016 - 2018,2018,no_change,SC
037a8122-aa01-45e7-97c1-5e28fb6d99a3,W L STEPHENS AQUATIC CENTER,-79.999,32.791,2018 - 2020,2020,no_change,SC
037a8122-aa01-45e7-97c1-5e28fb6d99a3,W L STEPHENS AQUATIC CENTER,-79.999,32.791,2020 - 2022,2022,no_change,SC
03927eb1-0d65-4fa6-a424-ac7dda0a8535,OLAR TOWN HALL,-81.184,33.181,2012 - 2014,2014,no_change,SC
03927eb1-0d65-4fa6-a424-ac7dda0a8535,OLAR TOWN HALL,-81.184,33.181,2014 - 2016,2016,no_change,SC
03927eb1-0d65-4fa6-a424-ac7dda0a8535,OLAR TOWN HALL,-81.184,33.181,2016 - 2018,2018,no_change,SC
03927eb1-0d65-4fa6-a424-ac7dda0a8535,OLAR TOWN HALL,-81.184,33.181,2018 - 2020,2020,no_change,SC
03927eb1-0d65-4fa6-a424-ac7dda0a8535,OLAR TOWN HALL,-81.184,33.181,2020 - 2022,2022,no_change,SC
03d35262-ddcc-4032-8b8d-bd2745ef3ede,MAULDIN HIGH SCHOOL,-82.289,34.795,2018 - 2020,2020,added,SC
03d35262-ddcc-4032-8b8d-bd2745ef3ede,MAULDIN HIGH SCHOOL,-82.289,34.795,2020 - 2022,2022,removed,SC
03f55b93-9e6e-425e-98fc-6736aa4bc836,ROCK SPRINGS BAPTIST CHURCH (ROCK SPGS),-82.551,34.822,2012 - 2014,2014,no_change,SC
03f55b93-9e6e-425e-98fc-6736aa4bc836,ROCK SPRINGS BAPTIST CHURCH (ROCK SPGS),-82.551,34.822,2014 - 2016,2016,no_change,SC
03f55b93-9e6e-425e-98fc-6736aa4bc836,ROCK SPRINGS BAPTIST CHURCH (ROCK SPGS),-82.551,34.822,2016 - 2018,2018,no_change,SC
03f55b93-9e6e-425e-98fc-6736aa4bc836,ROCK SPRINGS BAPTIST CHURCH (ROCK SPGS),-82.551,34.822,2018 - 2020,2020,no_change,SC
03f55b93-9e6e-425e-98fc-6736aa4bc836,ROCK SPRINGS BAPTIST CHURCH (ROCK SPGS),-82.551,34.822,2020 - 2022,2022,no_change,SC
040d7795-4dff-4e7a-a3ce-94e6b6159df6,ESTILL FIRE DEPARTMENT,-81.232,32.752,2012 - 2014,2014,no_change,SC
040d7795-4dff-4e7a-a3ce-94e6b6159df6,ESTILL FIRE DEPARTMENT,-81.232,32.752,2014 - 2016,2016,no_change,SC
040d7795-4dff-4e7a-a3ce-94e6b6159df6,ESTILL FIRE DEPARTMENT,-81.232,32.752,2016 - 2018,2018,no_change,SC
040d7795-4dff-4e7a-a3ce-94e6b6159df6,ESTILL FIRE DEPARTMENT,-81.232,32.752,2018 - 2020,2020,no_change,SC
040d7795-4dff-4e7a-a3ce-94e6b6159df6,ESTILL FIRE DEPARTMENT,-81.232,32.752,2020 - 2022,2022,no_change,SC
044473ac-993e-4bf3-9a5c-c1eaf6927bd5,KELLY MILL MIDDLE SCHOOL,-80.889,34.188,2012 - 2014,2014,no_change,SC
044473ac-993e-4bf3-9a5c-c1eaf6927bd5,KELLY MILL MIDDLE SCHOOL,-80.889,34.188,2014 - 2016,2016,no_change,SC
044473ac-993e-4bf3-9a5c-c1eaf6927bd5,KELLY MILL MIDDLE SCHOOL,-80.889,34.188,2016 - 2018,2018,no_change,SC
044473ac-993e-4bf3-9a5c-c1eaf6927bd5,KELLY MILL MIDDLE SCHOOL,-80.889,34.188,2018 - 2020,2020,no_change,SC
044473ac-993e-4bf3-9a5c-c1eaf6927bd5,KELLY MILL MIDDLE SCHOOL,-80.889,34.188,2020 - 2022,2022,no_change,SC
0454b0cd-cc35-4c04-a7f1-1f13dfed2cdd,FIRE STATION,-83.091,34.656,2012 - 2014,2014,added,SC
0454b0cd-cc35-4c04-a7f1-1f13dfed2cdd,FIRE STATION,-83.091,34.656,2014 - 2016,2016,no_change,SC
0454b0cd-cc35-4c04-a7f1-1f13dfed2cdd,FIRE STATION,-83.091,34.656,2016 - 2018,2018,no_change,SC
0454b0cd-cc35-4c04-a7f1-1f13dfed2cdd,FIRE STATION,-83.091,34.656,2018 - 2020,2020,no_change,SC
0454b0cd-cc35-4c04-a7f1-1f13dfed2cdd,FIRE STATION,-83.091,34.656,2020 - 2022,2022,no_change,SC
049b7d35-078e-4f1f-8c28-f93d1be8b43f,MOSS CREEK BOSTWICK PAVILLION,-80.801,32.254,2012 - 2014,2014,no_change,SC
049b7d35-078e-4f1f-8c28-f93d1be8b43f,MOSS CREEK BOSTWICK PAVILLION,-80.801,32.254,2014 - 2016,2016,no_change,SC
049b7d35-078e-4f1f-8c28-f93d1be8b43f,MOSS CREEK BOSTWICK PAVILLION,-80.801,32.254,2016 - 2018,2018,no_change,SC
049b7d35-078e-4f1f-8c28-f93d1be8b43f,MOSS CREEK BOSTWICK PAVILLION,-80.801,32.254,2018 - 2020,2020,no_change,SC
049b7d35-078e-4f1f-8c28-f93d1be8b43f,MOSS CREEK BOSTWICK PAVILLION,-80.801,32.254,2020 - 2022,2022,no_change,SC
04cad025-5c5a-4fe6-8dca-3eaa2746c8b2,RODMAN COMMUNITY CENTER,-81.088,34.767,2012 - 2014,2014,no_change,SC
04cad025-5c5a-4fe6-8dca-3eaa2746c8b2,RODMAN COMMUNITY CENTER,-81.088,34.767,2014 - 2016,2016,no_change,SC
04cad025-5c5a-4fe6-8dca-3eaa2746c8b2,RODMAN COMMUNITY CENTER,-81.088,34.767,2016 - 2018,2018,no_change,SC
04cad025-5c5a-4fe6-8dca-3eaa2746c8b2,RODMAN COMMUNITY CENTER,-81.088,34.767,2018 - 2020,2020,removed,SC
0515ad49-a221-4512-86fc-70d5f082f193,FOOTHILLS RETIREMENT COMMUNITY (COMBO),-82.54,34.798,2012 - 2014,2014,no_change,SC
0515ad49-a221-4512-86fc-70d5f082f193,FOOTHILLS RETIREMENT COMMUNITY (COMBO),-82.54,34.798,2014 - 2016,2016,no_change,SC
0515ad49-a221-4512-86fc-70d5f082f193,FOOTHILLS RETIREMENT COMMUNITY (COMBO),-82.54,34.798,2016 - 2018,2018,no_change,SC
0515ad49-a221-4512-86fc-70d5f082f193,FOOTHILLS RETIREMENT COMMUNITY (COMBO),-82.54,34.798,2018 - 2020,2020,removed,SC
0515ad49-a221-4512-86fc-70d5f082f193,FOOTHILLS RETIREMENT COMMUNITY (COMBO),-82.54,34.798,2020 - 2022,2022,added,SC
051b6163-0d16-4389-a693-753f6eb480ec,COUNTY VOTER REGISTRATION AND ELECTIONS OFFICE,-79.683,34.616,2018 - 2020,2020,added,SC
051b6163-0d16-4389-a693-753f6eb480ec,COUNTY VOTER REGISTRATION AND ELECTIONS OFFICE,-79.683,34.616,2020 - 2022,2022,no_change,SC
051c63d1-26fa-4173-96da-b1666f0ef516,ANDERSON MILL BAPTIST CHURCH GYM,-82.005,34.903,2016 - 2018,2018,added,SC
051c63d1-26fa-4173-96da-b1666f0ef516,ANDERSON MILL BAPTIST CHURCH GYM,-82.005,34.903,2018 - 2020,2020,no_change,SC
051c63d1-26fa-4173-96da-b1666f0ef516,ANDERSON MILL BAPTIST CHURCH GYM,-82.005,34.903,2020 - 2022,2022,no_change,SC
05465e16-442b-454d-a8a0-dbd8798260e4,NEW ZION AME CHURCH,-80.21,34.146,2012 - 2014,2014,no_change,SC
05465e16-442b-454d-a8a0-dbd8798260e4,NEW ZION AME CHURCH,-80.21,34.146,2014 - 2016,2016,no_change,SC
05465e16-442b-454d-a8a0-dbd8798260e4,NEW ZION AME CHURCH,-80.21,34.146,2016 - 2018,2018,no_change,SC
05465e16-442b-454d-a8a0-dbd8798260e4,NEW ZION AME CHURCH,-80.21,34.146,2018 - 2020,2020,no_change,SC
05465e16-442b-454d-a8a0-dbd8798260e4,NEW ZION AME CHURCH,-80.21,34.146,2020 - 2022,2022,no_change,SC
05492b1b-ef08-4a74-ab66-77c2eec0d390,CENTRAL BAPTIST CHURCH,-81.23,34.998,2012 - 2014,2014,no_change,SC
05492b1b-ef08-4a74-ab66-77c2eec0d390,CENTRAL BAPTIST CHURCH,-81.23,34.998,2014 - 2016,2016,no_change,SC
05492b1b-ef08-4a74-ab66-77c2eec0d390,CENTRAL BAPTIST CHURCH,-81.23,34.998,2016 - 2018,2018,no_change,SC
05492b1b-ef08-4a74-ab66-77c2eec0d390,CENTRAL BAPTIST CHURCH,-81.23,34.998,2018 - 2020,2020,no_change,SC
05492b1b-ef08-4a74-ab66-77c2eec0d390,CENTRAL BAPTIST CHURCH,-81.23,34.998,2020 - 2022,2022,no_change,SC
05637305-3e89-4233-999b-b519252dd052,COWARD RECREATION AND COMMUNITY CENTER,-79.748,33.97,2012 - 2014,2014,no_change,SC
