pollid,pollname,x,y,changeyear,baseyear,changestatus,state
7453ff65-32d3-4818-9b41-5106b0ada9dd,CROSSGATES BAPTIST CHURCH,-90.023,32.287,2012 - 2014,2014,no_change,MS
7453ff65-32d3-4818-9b41-5106b0ada9dd,CROSSGATES BAPTIST CHURCH,-90.023,32.287,2014 - 2016,2016,no_change,MS
7453ff65-32d3-4818-9b41-5106b0ada9dd,CROSSGATES BAPTIST CHURCH,-90.023,32.287,2016 - 2018,2018,no_change,MS
7453ff65-32d3-4818-9b41-5106b0ada9dd,CROSSGATES BAPTIST CHURCH,-90.023,32.287,2018 - 2022,2022,removed,MS
74a7c4d4-677f-4069-91dc-2775a7008647,L T ELLIS CENTER,-89.12,31.69,2018 - 2022,2022,added,MS
74a7c9d4-14e9-4d5b-87b6-940e950532b8,PRECINCT HOUSE,-88.508,31.745,2012 - 2014,2014,no_change,MS
74a7c9d4-14e9-4d5b-87b6-940e950532b8,PRECINCT HOUSE,-88.508,31.745,2014 - 2016,2016,no_change,MS
74a7c9d4-14e9-4d5b-87b6-940e950532b8,PRECINCT HOUSE,-88.508,31.745,2016 - 2018,2018,no_change,MS
74a7c9d4-14e9-4d5b-87b6-940e950532b8,PRECINCT HOUSE,-88.508,31.745,2018 - 2022,2022,no_change,MS
74d6f855-6f5b-49f2-ae1e-ed3e4d1676e4,GREENWOOD SPRINGS COMMUNITY CENTER,-88.31,33.885,2018 - 2022,2022,added,MS
7521b16c-eb7d-45f0-a3ba-fdf13fa0a06e,TAMPA DRIVE,-91.071,33.378,2012 - 2014,2014,no_change,MS
7521b16c-eb7d-45f0-a3ba-fdf13fa0a06e,TAMPA DRIVE,-91.071,33.378,2014 - 2016,2016,no_change,MS
7521b16c-eb7d-45f0-a3ba-fdf13fa0a06e,TAMPA DRIVE,-91.071,33.378,2016 - 2018,2018,no_change,MS
7521b16c-eb7d-45f0-a3ba-fdf13fa0a06e,TAMPA DRIVE,-91.071,33.378,2018 - 2022,2022,removed,MS
