pollid,location_name_clean,r3latitude,r3longitude,state,base_year,change_year,geom,change_type
0101000020E61000004A0C022B87B656C03D0AD7A3702D4040,ROLLING ACRES COMMUNITY CENTER,32.355,-90.852,MS,2014,2012 - 2014,0101000020E61000004A0C022B87B656C03D0AD7A3702D4040,added
0101000020E6100000022B8716D99656C03BDF4F8D972E4040,NORTHSIDE BAPTIST CHURCH,32.364,-90.357,MS,2014,2012 - 2014,0101000020E6100000022B8716D99656C03BDF4F8D972E4040,added
0101000020E6100000B0726891ED2C56C01F85EB51B82E4040,HAMASA TEMPLE SHRINE-BALLROOM,32.365,-88.702,MS,2014,2012 - 2014,0101000020E6100000B0726891ED2C56C01F85EB51B82E4040,added
0101000020E6100000E9263108AC2C56C01F85EB51B82E4040,RAYMOND P. DAVIS COUNTY COURTHOUSE ANNEX BUILDING,32.365,-88.698,MS,2014,2012 - 2014,0101000020E6100000E9263108AC2C56C01F85EB51B82E4040,added
0101000020E61000000AD7A3703D2A56C0E5D022DBF92E4040,OAK GROVE BAPTIST CHURCH,32.367,-88.660,MS,2014,2012 - 2014,0101000020E61000000AD7A3703D2A56C0E5D022DBF92E4040,added
0101000020E6100000EC51B81E858B56C0C74B378941304040,HANGING MOSS CHURCH OF CHRIST,32.377,-90.180,MS,2014,2012 - 2014,0101000020E6100000EC51B81E858B56C0C74B378941304040,added
0101000020E610000025068195438B56C0FED478E926314040,ALDERSGATE UNITED METH CHURCH,32.384,-90.176,MS,2014,2012 - 2014,0101000020E610000025068195438B56C0FED478E926314040,added
0101000020E6100000FED478E9268956C0A8C64B3789314040,VIRGINIA COLLEGE,32.387,-90.143,MS,2014,2012 - 2014,0101000020E6100000FED478E9268956C0A8C64B3789314040,added
0101000020E610000008AC1C5A642B56C0C1CAA145B6334040,MERIDIAN LITTLE THEATRE,32.404,-88.678,MS,2014,2012 - 2014,0101000020E610000008AC1C5A642B56C0C1CAA145B6334040,added
0101000020E6100000D34D6210586956C01283C0CAA1354040,BEAT 3/COOPERVILLE/SPRINGFIELD,32.419,-89.646,MS,2014,2012 - 2014,0101000020E6100000D34D6210586956C01283C0CAA1354040,added
