pollid,pollname,x,y,stfp,cntyfp,tractfp,state
3d7afa04-26fc-4b6c-bd79-a9d9c950d1ee,"Census Tract 25.02, Charleston County, South Carolina",-80.239,32.717,45,19,45019002502,SC
3d899085-4c61-4e40-8093-9eb12a5bcb53,"Census Tract 801.02, Horry County, South Carolina",-79.246,34.056,45,51,45051080102,SC
3db267f8-44df-4713-b9dd-5ab1cb9f8e81,"Census Tract 612.01, York County, South Carolina",-80.992,34.923,45,91,45091061201,SC
3db267f8-44df-4713-b9dd-5ab1cb9f8e81,"Census Tract 612.04, York County, South Carolina",-80.992,34.923,45,91,45091061204,SC
3dc05e70-cc54-4e34-8047-9f5d04ff7f35,"Census Tract 9205.04, Laurens County, South Carolina",-82.016,34.507,45,59,45059920504,SC
3dd6df79-71e4-4aac-8afa-d28019d80591,"Census Tract 19.02, Florence County, South Carolina",-79.442,33.815,45,41,45041001902,SC
3df37847-7bd3-4f04-9d15-f6905ef97e0b,"Census Tract 9705.01, Williamsburg County, South Carolina",-79.815,33.655,45,89,45089970501,SC
3e126699-fbed-4940-88ee-f4bea8b27010,"Census Tract 201.02, Berkeley County, South Carolina",-80.214,33.141,45,15,45015020102,SC
3e350cf4-606c-4544-9e05-09a7f96f970b,"Census Tract 111, Orangeburg County, South Carolina",-80.834,33.538,45,75,45075011100,SC
3e43ebd3-5a35-41b9-b0d3-ae703bcf830c,"Census Tract 116.08, Richland County, South Carolina",-80.92,33.969,45,79,45079011608,SC
3e47d303-d88a-4c08-ba7d-e20b015d50c9,"Census Tract 5.02, Florence County, South Carolina",-79.744,34.177,45,41,45041000502,SC
3e47d303-d88a-4c08-ba7d-e20b015d50c9,"Census Tract 5, Florence County, South Carolina",-79.744,34.177,45,41,45041000500,SC
3e5bb965-849b-456d-af40-9dfe55a35e0f,"Census Tract 9204, Lee County, South Carolina",-80.342,34.171,45,61,45061920400,SC
3e96cc8c-551e-4730-844f-402545b4cf2c,"Census Tract 231.02, Spartanburg County, South Carolina",-82.108,34.956,45,83,45083023102,SC
3e96cc8c-551e-4730-844f-402545b4cf2c,"Census Tract 231.03, Spartanburg County, South Carolina",-82.108,34.956,45,83,45083023103,SC
3ebb0e80-13ce-4f8a-9182-bbef1e7e09f8,"Census Tract 9702.01, Edgefield County, South Carolina",-82.054,33.836,45,37,45037970201,SC
3ec61679-3a1b-41a1-b2b2-bb45edc4b90b,"Census Tract 19, Greenville County, South Carolina",-82.369,34.825,45,45,45045001900,SC
3ef7311a-cbc8-4331-8330-2869584a2a72,"Census Tract 16, Richland County, South Carolina",-81.042,34.008,45,79,45079001600,SC
3f26099b-ce01-4591-98ec-d4849cb8c7bd,"Census Tract 218.02, Spartanburg County, South Carolina",-81.98,34.992,45,83,45083021802,SC
3f26099b-ce01-4591-98ec-d4849cb8c7bd,"Census Tract 218.05, Spartanburg County, South Carolina",-81.98,34.992,45,83,45083021805,SC
3f496db7-61d7-4989-9b1f-caa692cfbd0a,"Census Tract 31.07, Charleston County, South Carolina",-80.076,32.937,45,19,45019003107,SC
3f4c21ca-269e-4094-ad87-653db8949ffb,"Census Tract 9210.01, Laurens County, South Carolina",-82.056,34.357,45,59,45059921001,SC
3f508a9d-611a-4a23-9a22-5700eb875ad4,"Census Tract 9202.02, Hampton County, South Carolina",-81.111,32.867,45,49,45049920202,SC
3f594dde-1564-484d-8e92-ca6823d98149,"Census Tract 57.01, Charleston County, South Carolina",-80.075,32.83,45,19,45019005701,SC
3f594dde-1564-484d-8e92-ca6823d98149,"Census Tract 57, Charleston County, South Carolina",-80.075,32.83,45,19,45019005700,SC
3f5afb2c-a720-4267-9cf1-31549bacc3a4,"Census Tract 9202.01, Laurens County, South Carolina",-82.244,34.471,45,59,45059920201,SC
3f919611-a08c-4177-8caf-c5eaa3780ccb,"Census Tract 9502.01, Jasper County, South Carolina",-80.965,32.47,45,53,45053950201,SC
3fa88184-deb2-46ad-8f5b-ce4f830ec144,"Census Tract 610.03, York County, South Carolina",-80.995,35.039,45,91,45091061003,SC
3fa88184-deb2-46ad-8f5b-ce4f830ec144,"Census Tract 610.09, York County, South Carolina",-80.995,35.039,45,91,45091061009,SC
3fab7564-7894-453d-82e4-c7db67385ffe,"Census Tract 601.01, Horry County, South Carolina",-79.021,33.776,45,51,45051060101,SC
3fbf8d6c-8a89-4cf6-ade1-9d557efdb9a8,"Census Tract 31.16, Charleston County, South Carolina",-80.048,32.964,45,19,45019003116,SC
3fe480ec-32d3-44b0-acda-e92893ac78d0,"Census Tract 31.01, Greenville County, South Carolina",-82.211,34.691,45,45,45045003101,SC
3ffeb82c-2387-4113-a7a8-c9c0f01bd389,"Census Tract 207.17, Berkeley County, South Carolina",-80.107,33.035,45,15,45015020717,SC
40313ba9-149f-4d13-b378-dc5b41acea8a,"Census Tract 9704, Allendale County, South Carolina",-81.241,32.962,45,5,45005970400,SC
40313ba9-149f-4d13-b378-dc5b41acea8a,"Census Tract 9705, Allendale County, South Carolina",-81.241,32.962,45,5,45005970500,SC
40364fcf-6c53-4c66-836e-43601e0129ce,"Census Tract 608.04, York County, South Carolina",-81.009,34.976,45,91,45091060804,SC
403d5652-0aa0-4074-86d7-961c37726978,"Census Tract 2, Greenville County, South Carolina",-82.392,34.847,45,45,45045000200,SC
40a372db-cafc-4c61-ab8d-53bcd59e2a47,"Census Tract 101.06, Richland County, South Carolina",-80.979,34.168,45,79,45079010106,SC
40b75aec-a96e-4949-8528-81dfcfa95cc3,"Census Tract 204.02, Aiken County, South Carolina",-81.822,33.57,45,3,45003020402,SC
40b75aec-a96e-4949-8528-81dfcfa95cc3,"Census Tract 204, Aiken County, South Carolina",-81.822,33.57,45,3,45003020400,SC
413132a4-8923-49a3-9d42-eedf67f53e7e,"Census Tract 613.02, York County, South Carolina",-81.117,34.87,45,91,45091061302,SC
413819d6-6666-4fbe-8d88-01e12acf1d0c,"Census Tract 122, Anderson County, South Carolina",-82.694,34.375,45,7,45007012200,SC
41526dc6-5b39-4a4a-86cf-253a5b3e6172,"Census Tract 108.01, Dorchester County, South Carolina",-80.266,32.952,45,35,45035010801,SC
41570613-b25e-4771-99ef-f13ee75695a6,"Census Tract 112.02, Richland County, South Carolina",-80.973,34.036,45,79,45079011202,SC
41667cd4-f816-49aa-ac8e-a464685dfb4f,"Census Tract 123, Anderson County, South Carolina",-82.63,34.51,45,7,45007012300,SC
41673384-4054-4a3d-a1d6-199bb1ee5e31,"Census Tract 9506.01, Newberry County, South Carolina",-81.587,34.158,45,71,45071950601,SC
416c4e9c-a800-45be-8b9a-f864ee1c0f05,"Census Tract 101, Pickens County, South Carolina",-82.754,34.989,45,77,45077010100,SC
4173523f-95b3-4491-942c-cd8635f2b478,"Census Tract 9206.01, Georgetown County, South Carolina",-79.29,33.375,45,43,45043920601,SC
417657b6-6fcd-4cb9-bb79-9b7c17f4fa16,"Census Tract 111, Orangeburg County, South Carolina",-80.83,33.545,45,75,45075011100,SC
418c3edc-7798-488a-80a9-da786a68b909,"Census Tract 9202.01, Georgetown County, South Carolina",-79.561,33.451,45,43,45043920201,SC
41bde0d8-12d0-4522-8f60-dab599091426,"Census Tract 214.04, Lexington County, South Carolina",-81.507,33.918,45,63,45063021404,SC
41dd7704-b7b1-48bc-8c1d-3eee0216f33c,"Census Tract 404, Horry County, South Carolina",-78.699,33.818,45,51,45051040400,SC
41e22b5f-e262-4d5d-b5b8-e5b3749654df,"Census Tract 106, Beaufort County, South Carolina",-80.728,32.23,45,13,45013010600,SC
420c9576-7705-4ada-935f-c566e2670770,"Census Tract 9703, Kershaw County, South Carolina",-80.689,34.407,45,55,45055970300,SC
422ac96c-df1a-4120-abd4-22f975b4225b,"Census Tract 114.02, Anderson County, South Carolina",-82.494,34.523,45,7,45007011402,SC
4235cab7-10e5-40e7-b838-a469e0c94620,"Census Tract 102, Orangeburg County, South Carolina",-80.423,33.333,45,75,45075010200,SC
424539a0-c235-4ece-8a5e-7c556643c113,"Census Tract 9505, Marion County, South Carolina",-79.244,34.192,45,67,45067950500,SC
425ce027-a92c-4199-967b-8b7879770917,"Census Tract 9706, Colleton County, South Carolina",-80.559,32.825,45,29,45029970600,SC
425fa6d5-b3e0-4715-9a3a-5ce162581cc8,"Census Tract 26.12, Charleston County, South Carolina",-80.017,32.813,45,19,45019002612,SC
426e1d42-4c6a-4e8c-854c-dae2eb5a1584,"Census Tract 203.01, Horry County, South Carolina",-78.928,33.954,45,51,45051020301,SC
426e1d42-4c6a-4e8c-854c-dae2eb5a1584,"Census Tract 203, Horry County, South Carolina",-78.928,33.954,45,51,45051020300,SC
4278a200-3151-4047-bc26-11dbc4172266,"Census Tract 224.03, Spartanburg County, South Carolina",-81.897,35.038,45,83,45083022403,SC
4278a200-3151-4047-bc26-11dbc4172266,"Census Tract 224.11, Spartanburg County, South Carolina",-81.897,35.038,45,83,45083022411,SC
427f5ce4-45e4-4ce9-8ae5-e26a0b7ac35f,"Census Tract 9604, Clarendon County, South Carolina",-80.422,33.678,45,27,45027960400,SC
42897a64-b8c3-4bc4-a70f-e841e26c12f2,"Census Tract 238.01, Spartanburg County, South Carolina",-81.916,34.804,45,83,45083023801,SC
42897a64-b8c3-4bc4-a70f-e841e26c12f2,"Census Tract 238.03, Spartanburg County, South Carolina",-81.916,34.804,45,83,45083023803,SC
428e48af-b7dc-4109-8b15-3120671a5281,"Census Tract 9708.01, Williamsburg County, South Carolina",-79.853,33.595,45,89,45089970801,SC
42a91465-3c84-4774-b10a-af0758c8b7bd,"Census Tract 9503, Newberry County, South Carolina",-81.474,34.456,45,71,45071950300,SC
42b91b00-9d8d-454d-b3ca-0a4def179232,"Census Tract 9508, Marion County, South Carolina",-79.418,33.99,45,67,45067950800,SC
42bc8c4a-1861-48b2-9654-fb40b117f350,"Census Tract 9706.01, Kershaw County, South Carolina",-80.57,34.256,45,55,45055970601,SC
42d8b83b-42fe-476c-b159-c361cfd3aec1,"Census Tract 102, Darlington County, South Carolina",-80.093,34.451,45,31,45031010200,SC
4301a7b8-9141-4939-93f1-7ca1b629c20b,"Census Tract 222.01, Spartanburg County, South Carolina",-81.841,34.993,45,83,45083022201,SC
436c1dad-3a8e-4a74-af4f-cd1d7eeb526a,"Census Tract 107, Orangeburg County, South Carolina",-80.741,33.503,45,75,45075010700,SC
43dcac11-7ff9-4907-9d6d-3921a5ae193f,"Census Tract 212.03, Aiken County, South Carolina",-81.726,33.513,45,3,45003021203,SC
43dcac11-7ff9-4907-9d6d-3921a5ae193f,"Census Tract 212.04, Aiken County, South Carolina",-81.726,33.513,45,3,45003021204,SC
44023ce0-d34c-4d5c-9c5f-f3161d29beff,"Census Tract 218, Aiken County, South Carolina",-81.313,33.629,45,3,45003021800,SC
4406fbeb-2c49-474e-b48e-c688ab11ea1a,"Census Tract 206.02, Aiken County, South Carolina",-81.942,33.533,45,3,45003020602,SC
441bbafa-c814-4530-9532-16d5a65a49c6,"Census Tract 9702, Colleton County, South Carolina",-80.957,33.065,45,29,45029970200,SC
44d9b981-407b-4d56-88bb-cdb287a4021c,"Census Tract 216.01, Aiken County, South Carolina",-81.674,33.552,45,3,45003021601,SC
44e07483-4862-40fd-b2db-767e0207e115,"Census Tract 9702.01, Allendale County, South Carolina",-81.317,33.005,45,5,45005970201,SC
44f2d1be-72d5-409e-a644-191fda3f3e78,"Census Tract 103.05, Richland County, South Carolina",-81.186,34.106,45,79,45079010305,SC
450421cf-dded-49e4-8cd0-736f29b83537,"Census Tract 9203.02, Laurens County, South Carolina",-81.955,34.483,45,59,45059920302,SC
4517e5e3-3bdc-42e1-b19f-b1289d2491b8,"Census Tract 21.07, Beaufort County, South Carolina",-80.878,32.254,45,13,45013002107,SC
451f0bcd-20fb-4f17-ae16-3533cb1bafd5,"Census Tract 15, Sumter County, South Carolina",-80.339,33.906,45,85,45085001500,SC
4544cde6-3301-4404-87ad-c6554b8263fc,"Census Tract 22.01, Florence County, South Carolina",-79.765,33.874,45,41,45041002201,SC
4544cde6-3301-4404-87ad-c6554b8263fc,"Census Tract 22.04, Florence County, South Carolina",-79.765,33.874,45,41,45041002204,SC
4558fd9d-2681-46e8-9e37-18fded308e6b,"Census Tract 9708, Kershaw County, South Carolina",-80.606,34.236,45,55,45055970800,SC
45639aa7-b8f8-4762-82dc-d4d26d75e5d3,"Census Tract 111, Darlington County, South Carolina",-79.876,34.301,45,31,45031011100,SC
4567ecb8-7b4f-41bd-86b9-d50e36b36f4f,"Census Tract 30.15, Greenville County, South Carolina",-82.273,34.693,45,45,45045003015,SC
4567ecb8-7b4f-41bd-86b9-d50e36b36f4f,"Census Tract 30.16, Greenville County, South Carolina",-82.273,34.693,45,45,45045003016,SC
457b81b6-0cbf-4092-b63a-bd2f726a011a,"Census Tract 605.01, York County, South Carolina",-81.045,34.94,45,91,45091060501,SC
45ba6d75-c980-43bf-969e-65668d2b1d2b,"Census Tract 9704, Williamsburg County, South Carolina",-79.516,33.658,45,89,45089970400,SC
45d94ff1-0b23-4419-87ff-25c23f9238e2,"Census Tract 120, Orangeburg County, South Carolina",-81.102,33.616,45,75,45075012000,SC
45f132a3-79ed-4a8b-969c-8f58abfa218d,"Census Tract 306.02, Oconee County, South Carolina",-82.882,34.705,45,73,45073030602,SC
45f46ee3-672d-4150-9750-0b704753d692,"Census Tract 9504.02, Chesterfield County, South Carolina",-80.011,34.671,45,25,45025950402,SC
45f46ee3-672d-4150-9750-0b704753d692,"Census Tract 9504, Chesterfield County, South Carolina",-80.011,34.671,45,25,45025950400,SC
4632ffc5-3c1c-4217-9058-f97ae35b2580,"Census Tract 302, Union County, South Carolina",-81.63,34.713,45,87,45087030200,SC
463baab7-83d9-481e-8423-1bad572adc4d,"Census Tract 44, Charleston County, South Carolina",-79.952,32.813,45,19,45019004400,SC
46609ff2-f603-485d-a8d1-472c2f171a75,"Census Tract 9708, Colleton County, South Carolina",-80.463,32.772,45,29,45029970800,SC
466c059b-97e5-499f-b768-3e77d8888478,"Census Tract 110.03, Pickens County, South Carolina",-82.639,34.784,45,77,45077011003,SC
466d3a8e-cb5b-4208-a08b-ac1ea8bbc876,"Census Tract 46.11, Charleston County, South Carolina",-79.853,32.797,45,19,45019004611,SC
4671ea05-f0cb-4bf3-9f20-7b0db79b5165,"Census Tract 114.19, Richland County, South Carolina",-80.91,34.119,45,79,45079011419,SC
46726301-4ecc-44ff-97db-d35c11b33480,"Census Tract 203.01, Spartanburg County, South Carolina",-81.938,34.956,45,83,45083020301,SC
4682adf9-82a4-4e6f-b920-3f11013d4142,"Census Tract 9203.02, Georgetown County, South Carolina",-79.284,33.378,45,43,45043920302,SC
468463b9-ccdc-4e75-b7d2-9f3fe6d90d3d,"Census Tract 26.09, Greenville County, South Carolina",-82.261,34.876,45,45,45045002609,SC
4687b703-933c-488e-8a53-0ca01de5d2c9,"Census Tract 18.07, Greenville County, South Carolina",-82.312,34.872,45,45,45045001807,SC
4690b604-17b9-4807-b78d-2d0f5e97d370,"Census Tract 9604, Clarendon County, South Carolina",-80.312,33.749,45,27,45027960400,SC
46aaa8fb-f49d-41b3-815e-4b97d99e0739,"Census Tract 9702, Williamsburg County, South Carolina",-79.673,33.763,45,89,45089970200,SC
46b4a505-de5d-4d64-a9d0-70fff328ae59,"Census Tract 303.02, Oconee County, South Carolina",-82.954,34.768,45,73,45073030302,SC
46b4a505-de5d-4d64-a9d0-70fff328ae59,"Census Tract 303, Oconee County, South Carolina",-82.954,34.768,45,73,45073030300,SC
46f709a1-362c-4a0c-ab31-c00799cfe08a,"Census Tract 9205.04, Georgetown County, South Carolina",-79.144,33.452,45,43,45043920504,SC
46f85999-1fbc-4837-919c-c25e3f591da2,"Census Tract 9702.02, Edgefield County, South Carolina",-81.896,33.797,45,37,45037970202,SC
46f85999-1fbc-4837-919c-c25e3f591da2,"Census Tract 9702.03, Edgefield County, South Carolina",-81.896,33.797,45,37,45037970203,SC
47634e5a-9afe-4b4f-b18d-8249dfcf2151,"Census Tract 605.02, York County, South Carolina",-81.047,34.915,45,91,45091060502,SC
4774ec12-db08-49d5-af9a-64a32bef7dc6,"Census Tract 120.02, Anderson County, South Carolina",-82.75,34.479,45,7,45007012002,SC
4781c178-0d77-4cf0-aea4-003eee696c0f,"Census Tract 24, Florence County, South Carolina",-79.813,33.911,45,41,45041002400,SC
4795dbf3-d561-4160-9e8e-775073bbdd84,"Census Tract 9709.04, Kershaw County, South Carolina",-80.788,34.185,45,55,45055970904,SC
4795dbf3-d561-4160-9e8e-775073bbdd84,"Census Tract 9709.07, Kershaw County, South Carolina",-80.788,34.185,45,55,45055970907,SC
479dabb1-eb02-4bf9-994c-7e226e4a44d6,"Census Tract 2, Beaufort County, South Carolina",-80.742,32.533,45,13,45013000200,SC
47c74bb9-ac63-456c-b226-874907fa3e47,"Census Tract 33.03, Greenville County, South Carolina",-82.408,34.693,45,45,45045003303,SC
47d1135e-9a93-42a7-b112-6b47b7699da4,"Census Tract 104.10, Richland County, South Carolina",-81.114,34.055,45,79,45079010410,SC
47d1135e-9a93-42a7-b112-6b47b7699da4,"Census Tract 104.14, Richland County, South Carolina",-81.114,34.055,45,79,45079010414,SC
47d30e82-8a7b-4172-86e9-fbe8c32688db,"Census Tract 9703, Edgefield County, South Carolina",-81.792,33.823,45,37,45037970300,SC
47df4779-4907-4b82-848a-ce024604b374,"Census Tract 306.02, Oconee County, South Carolina",-82.921,34.718,45,73,45073030602,SC
47eb7a2a-e30c-4620-a39c-2459f9922ba1,"Census Tract 110.02, Pickens County, South Carolina",-82.701,34.787,45,77,45077011002,SC
47eb7a2a-e30c-4620-a39c-2459f9922ba1,"Census Tract 110.04, Pickens County, South Carolina",-82.701,34.787,45,77,45077011004,SC
48018b85-1695-4703-bc33-769cf49e7271,"Census Tract 10, Richland County, South Carolina",-81.017,34.02,45,79,45079001000,SC
481d34c2-3672-4543-9a52-9300fec6df5b,"Census Tract 9703.02, Greenwood County, South Carolina",-82.219,34.191,45,47,45047970302,SC
481d34c2-3672-4543-9a52-9300fec6df5b,"Census Tract 9703.04, Greenwood County, South Carolina",-82.219,34.191,45,47,45047970304,SC
483604fb-2081-42a7-913e-d32d41f4a796,"Census Tract 304.02, Union County, South Carolina",-81.655,34.724,45,87,45087030402,SC
483604fb-2081-42a7-913e-d32d41f4a796,"Census Tract 304, Union County, South Carolina",-81.655,34.724,45,87,45087030400,SC
48569c08-c945-4fa2-ac5b-31eb7382f746,"Census Tract 9503, Marion County, South Carolina",-79.267,34.206,45,67,45067950300,SC
4875dbd8-9caa-41c9-b6ad-7f4cfe2bf13f,"Census Tract 209.06, Lexington County, South Carolina",-81.213,33.841,45,63,45063020906,SC
48d629b3-6544-450e-89ce-f8b74d6fdbf5,"Census Tract 609.04, York County, South Carolina",-81.065,34.98,45,91,45091060904,SC
48f828c7-043d-4f48-bd61-8c12f0089fee,"Census Tract 27, Richland County, South Carolina",-81.021,33.995,45,79,45079002700,SC
492df139-2603-443f-a35a-e983512a3168,"Census Tract 9608.01, Clarendon County, South Carolina",-80.358,33.611,45,27,45027960801,SC
4930f904-56c6-48bb-b13d-da0dc89a8042,"Census Tract 9702.02, Cherokee County, South Carolina",-81.746,35.148,45,21,45021970202,SC
4930f904-56c6-48bb-b13d-da0dc89a8042,"Census Tract 9702.04, Cherokee County, South Carolina",-81.746,35.148,45,21,45021970204,SC
49865fd2-2702-4248-8eff-714fac315ebc,"Census Tract 30.11, Greenville County, South Carolina",-82.254,34.734,45,45,45045003011,SC
49a01bfa-7765-4edc-9899-e84025fc57b5,"Census Tract 30.15, Greenville County, South Carolina",-82.283,34.732,45,45,45045003015,SC
49a01bfa-7765-4edc-9899-e84025fc57b5,"Census Tract 30.17, Greenville County, South Carolina",-82.283,34.732,45,45,45045003017,SC
49e17048-6e7e-4e67-963f-fef094df590f,"Census Tract 206.01, Lexington County, South Carolina",-81.094,33.969,45,63,45063020601,SC
49e85617-f4b5-4afd-9287-790c0f78e07c,"Census Tract 106, Lancaster County, South Carolina",-80.752,34.66,45,57,45057010600,SC
49fc4030-7028-48e7-a246-ecfcad7da58b,"Census Tract 116.08, Richland County, South Carolina",-80.919,33.958,45,79,45079011608,SC
4a4803ce-8a72-4f93-a95d-225601ee9c06,"Census Tract 7, Richland County, South Carolina",-81.045,34.012,45,79,45079000700,SC
4a51ee46-313f-4fbf-b900-b6a8cc63382b,"Census Tract 214.01, Aiken County, South Carolina",-81.711,33.565,45,3,45003021401,SC
4a51ee46-313f-4fbf-b900-b6a8cc63382b,"Census Tract 214, Aiken County, South Carolina",-81.711,33.565,45,3,45003021400,SC
4a520fc9-2ce9-4492-b276-4dce907bf63b,"Census Tract 26.05, Richland County, South Carolina",-80.98,33.988,45,79,45079002605,SC
4a755786-3603-4b2f-8c58-e29261db9cac,"Census Tract 9603, Clarendon County, South Carolina",-80.213,33.755,45,27,45027960300,SC
4a7a2851-7094-4ebb-82ce-a9ee7191c8a8,"Census Tract 3, Florence County, South Carolina",-79.769,34.214,45,41,45041000300,SC
4a7be431-b35e-427e-bd06-e8a18e887159,"Census Tract 9702, Colleton County, South Carolina",-80.933,32.916,45,29,45029970200,SC
4a848ce3-2350-4590-a9cd-9d4e658f1f59,"Census Tract 28, Richland County, South Carolina",-81.036,33.986,45,79,45079002800,SC
4aa5155a-b42d-4d71-a274-5eb5f7faf79a,"Census Tract 605.01, York County, South Carolina",-81.039,34.939,45,91,45091060501,SC
4ac04a59-c65e-452e-8318-36d38fdbe363,"Census Tract 9, Florence County, South Carolina",-79.785,34.203,45,41,45041000900,SC
4ac56319-9c65-42a6-a7f9-6a157af2465f,"Census Tract 516.05, Horry County, South Carolina",-79.035,33.624,45,51,45051051605,SC
4af961a9-6c81-4e8a-98e6-3bf250e40d21,"Census Tract 9602.01, Clarendon County, South Carolina",-80.096,33.839,45,27,45027960201,SC
4b023da1-2f28-445b-a0b8-b69474498622,"Census Tract 9602.01, Clarendon County, South Carolina",-79.994,33.737,45,27,45027960201,SC
4b123b35-a466-428d-9027-66d59b034086,"Census Tract 207.19, Berkeley County, South Carolina",-80.076,33.04,45,15,45015020719,SC
4b135ae2-6b75-49fc-8481-88e80e00907c,"Census Tract 7.01, Anderson County, South Carolina",-82.664,34.511,45,7,45007000701,SC
4b135ae2-6b75-49fc-8481-88e80e00907c,"Census Tract 7, Anderson County, South Carolina",-82.664,34.511,45,7,45007000700,SC
4b18ebe0-11e9-41e7-9402-48ad56536cc4,"Census Tract 9701.02, Greenwood County, South Carolina",-82.245,34.399,45,47,45047970102,SC
4b4084f2-d47b-4d03-aadf-016471259ddb,"Census Tract 609.06, York County, South Carolina",-81.029,35.011,45,91,45091060906,SC
4b541ae2-fb64-4971-9a31-ad5d926a140e,"Census Tract 3, Anderson County, South Carolina",-82.632,34.542,45,7,45007000300,SC
4b633b7e-d6c0-4378-8f6e-ab622bb09544,"Census Tract 509.02, Horry County, South Carolina",-78.918,33.708,45,51,45051050902,SC
4b633b7e-d6c0-4378-8f6e-ab622bb09544,"Census Tract 509, Horry County, South Carolina",-78.918,33.708,45,51,45051050900,SC
4b7159e1-219d-4d37-9f3f-cea7ce252c22,"Census Tract 8, Sumter County, South Carolina",-80.344,33.942,45,85,45085000800,SC
4b74f9ca-8202-4df0-b776-95fa94af6540,"Census Tract 211.01, Aiken County, South Carolina",-81.843,33.528,45,3,45003021101,SC
4b764ec8-4505-4e23-8a96-2c67c0d80577,"Census Tract 111.02, Pickens County, South Carolina",-82.788,34.715,45,77,45077011102,SC
4b87d96a-9584-4b7a-a314-4c064f7920f1,"Census Tract 9705.01, Colleton County, South Carolina",-80.656,32.897,45,29,45029970501,SC
4b87d96a-9584-4b7a-a314-4c064f7920f1,"Census Tract 9705, Colleton County, South Carolina",-80.656,32.897,45,29,45029970500,SC
4bcdc876-c28a-4da9-8139-10b0314b8376,"Census Tract 9507, Newberry County, South Carolina",-81.768,34.327,45,71,45071950700,SC
4bdb0738-75bd-40b1-9a27-f289299c7d68,"Census Tract 301.02, Horry County, South Carolina",-78.903,33.904,45,51,45051030102,SC
4bf2ffc2-e6f6-4506-9d38-ceed0d378b12,"Census Tract 9207.02, Georgetown County, South Carolina",-79.297,33.345,45,43,45043920702,SC
4c1e12f0-c7c1-4c5e-81b7-8fc227d569d6,"Census Tract 206.02, Lexington County, South Carolina",-81.114,33.957,45,63,45063020602,SC
4c30c8ce-fdd6-45cb-a7cf-91c519bb1aa2,"Census Tract 9602, Fairfield County, South Carolina",-81.163,34.415,45,39,45039960200,SC
4c8bd73c-e3ac-49e5-a425-00f1d18ecda3,"Census Tract 30.14, Greenville County, South Carolina",-82.296,34.763,45,45,45045003014,SC
4cae6dca-0fff-4579-8fa1-baf57a927807,"Census Tract 41.01, Greenville County, South Carolina",-82.497,35.022,45,45,45045004101,SC
4d3abf0c-f0e1-4c88-9b70-eb8f0c599181,"Census Tract 102, Anderson County, South Carolina",-82.472,34.701,45,7,45007010200,SC
4d70b0a5-37e5-456b-8381-6c555489ef84,"Census Tract 602.08, Horry County, South Carolina",-78.938,33.735,45,51,45051060208,SC
4d70b0a5-37e5-456b-8381-6c555489ef84,"Census Tract 602.10, Horry County, South Carolina",-78.938,33.735,45,51,45051060210,SC
4d76cee2-7b8f-434f-bfb6-17931f90dca1,"Census Tract 104, Beaufort County, South Carolina",-80.716,32.213,45,13,45013010400,SC
4d78a4ef-46e1-42fd-84be-bcfabc29d950,"Census Tract 202, Chester County, South Carolina",-81.215,34.705,45,23,45023020200,SC
4d7f7508-6f24-429c-8f59-30056896da50,"Census Tract 3, Florence County, South Carolina",-79.73,34.23,45,41,45041000300,SC
4da8054e-a5f4-4153-ba2e-92af62c2d582,"Census Tract 208.08, Berkeley County, South Carolina",-80.021,32.998,45,15,45015020808,SC
4dbfe4e2-9c46-458d-990d-31b27b7feef9,"Census Tract 119, Orangeburg County, South Carolina",-81.118,33.556,45,75,45075011900,SC
4dd89d10-6aa7-4869-a18e-3c2f9c71e677,"Census Tract 610.07, York County, South Carolina",-80.927,35.082,45,91,45091061007,SC
4e0207dd-f0de-48df-bf02-72ff703bd64e,"Census Tract 227.01, Spartanburg County, South Carolina",-82.191,35.088,45,83,45083022701,SC
4e0207dd-f0de-48df-bf02-72ff703bd64e,"Census Tract 227, Spartanburg County, South Carolina",-82.191,35.088,45,83,45083022700,SC
4e03ec50-4ee3-41bf-82c8-90ceb45a2c2c,"Census Tract 702, Horry County, South Carolina",-79.051,33.841,45,51,45051070200,SC
4e08bcf9-aca7-4b6e-b20b-987cad7f38a3,"Census Tract 9603.02, Fairfield County, South Carolina",-80.857,34.281,45,39,45039960302,SC
4e08bcf9-aca7-4b6e-b20b-987cad7f38a3,"Census Tract 9603, Fairfield County, South Carolina",-80.857,34.281,45,39,45039960300,SC
4e268805-9f97-4dbe-9b2e-8c7ebaac226a,"Census Tract 36.02, Greenville County, South Carolina",-82.443,34.812,45,45,45045003602,SC
4e316d24-fca3-431a-a7ff-f6133e27a8d3,"Census Tract 9506, Marion County, South Carolina",-79.389,34.172,45,67,45067950600,SC
4e4c66cb-9760-4673-8f72-e3601bcb4dec,"Census Tract 120, Orangeburg County, South Carolina",-81.104,33.615,45,75,45075012000,SC
4ea305df-9c42-41da-8d7f-02f57cde7530,"Census Tract 9604.01, Fairfield County, South Carolina",-81.085,34.375,45,39,45039960401,SC
4ee7c29c-64d9-41e7-a2a0-c541e633245a,"Census Tract 108.16, Dorchester County, South Carolina",-80.138,32.936,45,35,45035010816,SC
4ee7c29c-64d9-41e7-a2a0-c541e633245a,"Census Tract 108.21, Dorchester County, South Carolina",-80.138,32.936,45,35,45035010821,SC
4ef9dfe4-5c20-433e-beda-b804922997bd,"Census Tract 227.02, Spartanburg County, South Carolina",-82.134,35.079,45,83,45083022702,SC
