"state","census_tract","year","polling_locations_total","polling_locations_removed_since_last_general","polling_locations_added_since_last_general","est_total_population","population_density","percentage_race_white","percentage_race_black_african_american"
"SC","Census Tract 106",2012,3,NULL,NULL,4223,275,"0.488","0.453"
"SC","Census Tract 107",2012,2,NULL,NULL,2529,1042,"0.058","0.927"
"SC","Census Tract 108",2012,2,NULL,NULL,3172,71,"0.529","0.425"
"SC","Census Tract 109",2012,3,NULL,NULL,6966,112,"0.636","0.359"
"SC","Census Tract 110",2012,1,NULL,NULL,3418,416,"0.594","0.366"
"SC","Census Tract 111",2012,2,NULL,NULL,1645,1419,"0.634","0.328"
"SC","Census Tract 112",2012,2,NULL,NULL,4796,623,"0.554","0.41"
"SC","Census Tract 113",2012,2,NULL,NULL,5657,77,"0.387","0.59"
"SC","Census Tract 114",2012,2,NULL,NULL,4301,441,"0.269","0.721"
"SC","Census Tract 115",2012,2,NULL,NULL,4927,82,"0.461","0.536"
"SC","Census Tract 116",2012,2,NULL,NULL,3244,63,"0.541","0.437"
"SC","Census Tract 9701",2012,5,NULL,NULL,3141,47,"0.362","0.53"
"SC","Census Tract 9702",2012,4,NULL,NULL,5322,108,"0.477","0.457"
"SC","Census Tract 9703",2012,1,NULL,NULL,4890,119,"0.544","0.426"
"SC","Census Tract 9704",2012,2,NULL,NULL,5421,387,"0.248","0.704"
"SC","Census Tract 9705",2012,5,NULL,NULL,4520,47,"0.558","0.415"
"SC","Census Tract 9706",2012,4,NULL,NULL,8439,62,"0.587","0.359"
"SC","Census Tract 101",2012,2,NULL,NULL,2455,29,"0.58","0.414"
"SC","Census Tract 102",2012,3,NULL,NULL,4910,80,"0.435","0.523"
"SC","Census Tract 103",2012,2,NULL,NULL,5465,34,"0.696","0.286"
"SC","Census Tract 104",2012,2,NULL,NULL,5884,69,"0.517","0.43"
"SC","Census Tract 105.01",2012,NULL,NULL,NULL,4593,309,"0.738","0.205"
"SC","Census Tract 105.03",2012,NULL,NULL,NULL,2795,319,"0.869","0.114"
"SC","Census Tract 105.04",2012,1,NULL,NULL,6180,993,"0.669","0.188"
"SC","Census Tract 105.05",2012,3,NULL,NULL,5805,1825,"0.762","0.121"
"SC","Census Tract 106.03",2012,2,NULL,NULL,6033,845,"0.848","0.066"
"SC","Census Tract 106.04",2012,1,NULL,NULL,3767,1164,"0.737","0.255"
"SC","Census Tract 106.05",2012,1,NULL,NULL,8532,3289,"0.726","0.222"
"SC","Census Tract 106.06",2012,1,NULL,NULL,1763,1474,"0.835","0.148"
"SC","Census Tract 107",2012,3,NULL,NULL,5462,1957,"0.51","0.47"
"SC","Census Tract 108.01",2012,2,NULL,NULL,5103,48,"0.926","0.069"
"SC","Census Tract 108.07",2012,2,NULL,NULL,4664,2090,"0.903","0.066"
"SC","Census Tract 108.08",2012,3,NULL,NULL,6634,2776,"0.794","0.177"
"SC","Census Tract 108.09",2012,NULL,NULL,NULL,3256,2507,"0.832","0.088"
"SC","Census Tract 108.13",2012,3,NULL,NULL,9942,3414,"0.679","0.283"
"SC","Census Tract 108.14",2012,1,NULL,NULL,6652,3468,"0.688","0.275"
"SC","Census Tract 108.15",2012,NULL,NULL,NULL,3259,5081,"0.58","0.379"
"SC","Census Tract 108.16",2012,3,NULL,NULL,10423,2381,"0.644","0.252"
"SC","Census Tract 108.17",2012,NULL,NULL,NULL,4104,1913,"0.775","0.165"
"SC","Census Tract 108.18",2012,2,NULL,NULL,9020,2715,"0.492","0.439"
"SC","Census Tract 108.19",2012,NULL,NULL,NULL,4050,1549,"0.718","0.202"
"SC","Census Tract 108.20",2012,1,NULL,NULL,6085,2434,"0.616","0.247"
"SC","Census Tract 9702.01",2012,2,NULL,NULL,2150,14,"0.78","0.208"
"SC","Census Tract 9702.02",2012,3,NULL,NULL,7534,52,"0.442","0.511"
"SC","Census Tract 9703",2012,3,NULL,NULL,4388,70,"0.477","0.514"
"SC","Census Tract 9704",2012,1,NULL,NULL,3263,66,"0.424","0.545"
"SC","Census Tract 9705.01",2012,NULL,NULL,NULL,4198,164,"0.639","0.35"
"SC","Census Tract 9705.02",2012,1,NULL,NULL,5230,81,"0.91","0.069"
"SC","Census Tract 9601",2012,4,NULL,NULL,1877,14,"0.136","0.844"
"SC","Census Tract 9602",2012,4,NULL,NULL,3891,18,"0.425","0.553"
"SC","Census Tract 9603",2012,4,NULL,NULL,5937,36,"0.483","0.509"
"SC","Census Tract 9604",2012,3,NULL,NULL,6348,248,"0.362","0.622"
"SC","Census Tract 9605",2012,3,NULL,NULL,5751,42,"0.354","0.637"
"SC","Census Tract 1.01",2012,NULL,NULL,NULL,2667,296,"0.739","0.244"
"SC","Census Tract 1.02",2012,1,NULL,NULL,5629,1232,"0.84","0.105"
"SC","Census Tract 2.01",2012,3,NULL,NULL,2677,477,"0.613","0.309"
"SC","Census Tract 2.02",2012,3,NULL,NULL,7282,1936,"0.666","0.266"
"SC","Census Tract 3",2012,4,NULL,NULL,4542,345,"0.185","0.782"
"SC","Census Tract 4",2012,1,NULL,NULL,4677,79,"0.529","0.432"
"SC","Census Tract 5",2012,3,NULL,NULL,5288,198,"0.494","0.446"
"SC","Census Tract 6",2012,1,NULL,NULL,4724,1277,"0.691","0.285"
"SC","Census Tract 7",2012,1,NULL,NULL,2836,1247,"0.054","0.946"
"SC","Census Tract 8",2012,2,NULL,NULL,4713,1995,"0.019","0.981"
"SC","Census Tract 9",2012,1,NULL,NULL,3414,1576,"0.068","0.926"
"SC","Census Tract 10",2012,2,NULL,NULL,1711,1777,"0.635","0.345"
"SC","Census Tract 11",2012,2,NULL,NULL,4376,2315,"0.677","0.317"
"SC","Census Tract 12",2012,3,NULL,NULL,3755,1813,"0.879","0.103"
"SC","Census Tract 13",2012,1,NULL,NULL,4274,2848,"0.781","0.212"
"SC","Census Tract 14",2012,3,NULL,NULL,8322,2560,"0.737","0.214"
"SC","Census Tract 15.03",2012,NULL,NULL,NULL,3373,296,"0.709","0.289"
"SC","Census Tract 15.04",2012,1,NULL,NULL,4805,238,"0.617","0.376"
"SC","Census Tract 15.05",2012,2,NULL,NULL,4517,269,"0.644","0.346"
"SC","Census Tract 15.06",2012,1,NULL,NULL,1364,65,"0.716","0.284"
"SC","Census Tract 16.01",2012,1,NULL,NULL,6706,588,"0.378","0.576"
"SC","Census Tract 16.02",2012,1,NULL,NULL,5186,86,"0.764","0.217"
"SC","Census Tract 17",2012,2,NULL,NULL,2579,39,"0.581","0.403"
"SC","Census Tract 18",2012,4,NULL,NULL,4168,53,"0.602","0.331"
"SC","Census Tract 19",2012,4,NULL,NULL,6346,69,"0.598","0.373"
"SC","Census Tract 20",2012,2,NULL,NULL,3715,70,"0.598","0.33"
"SC","Census Tract 22.01",2012,2,NULL,NULL,5000,385,"0.231","0.723"
"SC","Census Tract 22.02",2012,2,NULL,NULL,3878,242,"0.334","0.652"
"SC","Census Tract 23",2012,3,NULL,NULL,3322,61,"0.791","0.181"
"SC","Census Tract 24",2012,3,NULL,NULL,3769,63,"0.64","0.316"
"SC","Census Tract 25",2012,2,NULL,NULL,3079,56,"0.583","0.391"
"SC","Census Tract 26",2012,2,NULL,NULL,3984,146,"0.326","0.656"
"SC","Census Tract 9801",2012,NULL,NULL,NULL,36,16,"0.722","0"
"SC","Census Tract 9201",2012,3,NULL,NULL,3275,37,"0.536","0.46"
"SC","Census Tract 9202.01",2012,3,NULL,NULL,5562,129,"0.493","0.437"
"SC","Census Tract 9202.02",2012,1,NULL,NULL,2836,65,"0.661","0.339"
"SC","Census Tract 9203.01",2012,2,NULL,NULL,4813,61,"0.47","0.52"
"SC","Census Tract 9203.02",2012,4,NULL,NULL,3061,488,"0.683","0.276"
"SC","Census Tract 9204",2012,4,NULL,NULL,3146,17,"0.215","0.749"
"SC","Census Tract 9205.01",2012,2,NULL,NULL,4583,800,"0.98","0.014"
"SC","Census Tract 9205.02",2012,2,NULL,NULL,3446,256,"0.919","0.07"
"SC","Census Tract 9205.03",2012,2,NULL,NULL,4854,550,"0.827","0.156"
"SC","Census Tract 9205.04",2012,2,NULL,NULL,5021,405,"0.913","0.075"
"SC","Census Tract 9205.05",2012,1,NULL,NULL,3632,74,"0.961","0.039"
"SC","Census Tract 9206",2012,1,NULL,NULL,6338,315,"0.335","0.641"
"SC","Census Tract 9207",2012,3,NULL,NULL,6028,203,"0.582","0.325"
"SC","Census Tract 9208",2012,2,NULL,NULL,3690,16,"0.39","0.608"
"SC","Census Tract 9901",2012,NULL,NULL,NULL,0,0,"0","0"
"SC","Census Tract 1",2012,1,NULL,NULL,2289,3850,"0.643","0.341"
"SC","Census Tract 2",2012,1,NULL,NULL,975,1890,"0.947","0.028"
"SC","Census Tract 4",2012,NULL,NULL,NULL,990,1993,"0.608","0.323"
"SC","Census Tract 5",2012,1,NULL,NULL,1197,2928,"0.151","0.82"
"SC","Census Tract 7",2012,1,NULL,NULL,1798,1810,"0.148","0.848"
"SC","Census Tract 8",2012,NULL,NULL,NULL,1205,3455,"0.271","0.725"
"SC","Census Tract 9",2012,NULL,NULL,NULL,941,2573,"0.148","0.808"
"SC","Census Tract 10",2012,1,NULL,NULL,1975,3437,"0.782","0.177"
"SC","Census Tract 11.01",2012,2,NULL,NULL,3496,1980,"0.925","0.047"
"SC","Census Tract 11.02",2012,NULL,NULL,NULL,1738,3321,"0.89","0.054"
"SC","Census Tract 12.03",2012,NULL,NULL,NULL,3435,7044,"0.908","0.023"
"SC","Census Tract 12.04",2012,2,NULL,NULL,2595,2873,"0.682","0.259"
"SC","Census Tract 12.05",2012,1,NULL,NULL,1450,2876,"0.656","0.315"
"SC","Census Tract 13.02",2012,1,NULL,NULL,1559,2354,"0.818","0.12"
"SC","Census Tract 14",2012,2,NULL,NULL,3391,2111,"0.804","0.193"
"SC","Census Tract 15.01",2012,1,NULL,NULL,3862,3160,"0.899","0.085"
"SC","Census Tract 15.02",2012,1,NULL,NULL,2663,2642,"0.138","0.829"
"SC","Census Tract 16",2012,1,NULL,NULL,4639,1540,"0.919","0.032"
"SC","Census Tract 17",2012,1,NULL,NULL,4379,1960,"0.848","0.079"
"SC","Census Tract 18.03",2012,1,NULL,NULL,3811,2734,"0.787","0.118"
"SC","Census Tract 18.04",2012,3,NULL,NULL,4011,2484,"0.879","0.105"
"SC","Census Tract 18.05",2012,2,NULL,NULL,4186,1857,"0.912","0.061"
"SC","Census Tract 18.07",2012,3,NULL,NULL,5399,2888,"0.799","0.1"
"SC","Census Tract 18.08",2012,1,NULL,NULL,4001,1873,"0.621","0.308"
"SC","Census Tract 18.09",2012,1,NULL,NULL,2870,4109,"0.732","0.217"
"SC","Census Tract 18.10",2012,1,NULL,NULL,3601,5813,"0.543","0.332"
"SC","Census Tract 19",2012,1,NULL,NULL,4883,913,"0.789","0.196"
"SC","Census Tract 20.01",2012,NULL,NULL,NULL,3021,1998,"0.129","0.844"
"SC","Census Tract 20.03",2012,1,NULL,NULL,4676,1210,"0.39","0.509"
"SC","Census Tract 20.05",2012,2,NULL,NULL,3435,1439,"0.337","0.626"
"SC","Census Tract 21.03",2012,1,NULL,NULL,3062,1056,"0.582","0.41"
"SC","Census Tract 21.04",2012,NULL,NULL,NULL,1235,2340,"0.516","0.419"
"SC","Census Tract 21.05",2012,NULL,NULL,NULL,2602,3134,"0.33","0.607"
"SC","Census Tract 21.06",2012,1,NULL,NULL,3082,2886,"0.677","0.252"
"SC","Census Tract 21.07",2012,NULL,NULL,NULL,3087,2163,"0.668","0.313"
"SC","Census Tract 21.08",2012,1,NULL,NULL,1637,2990,"0.514","0.486"
"SC","Census Tract 22.01",2012,1,NULL,NULL,6962,3633,"0.751","0.152"
"SC","Census Tract 22.02",2012,1,NULL,NULL,2221,1941,"0.647","0.251"
"SC","Census Tract 23.01",2012,2,NULL,NULL,3378,1706,"0.769","0.181"
"SC","Census Tract 23.02",2012,NULL,NULL,NULL,3567,3528,"0.732","0.201"
"SC","Census Tract 23.03",2012,1,NULL,NULL,2037,2176,"0.594","0.326"
"SC","Census Tract 23.04",2012,NULL,NULL,NULL,2607,1420,"0.465","0.514"
"SC","Census Tract 24.02",2012,1,NULL,NULL,7189,395,"0.924","0.039"
"SC","Census Tract 24.03",2012,1,NULL,NULL,4136,150,"0.977","0.005"
"SC","Census Tract 24.04",2012,1,NULL,NULL,3828,62,"0.988","0.006"
"SC","Census Tract 25.03",2012,3,NULL,NULL,9322,1170,"0.827","0.097"
"SC","Census Tract 25.04",2012,1,NULL,NULL,1890,2279,"0.722","0.197"
"SC","Census Tract 25.05",2012,NULL,NULL,NULL,3511,2609,"0.773","0.137"
"SC","Census Tract 25.06",2012,2,NULL,NULL,3618,824,"0.831","0.116"
"SC","Census Tract 25.07",2012,2,NULL,NULL,4956,1465,"0.878","0.096"
"SC","Census Tract 26.02",2012,1,NULL,NULL,3665,2341,"0.908","0.045"
"SC","Census Tract 26.04",2012,1,NULL,NULL,5380,1343,"0.816","0.171"
"SC","Census Tract 26.06",2012,NULL,NULL,NULL,5742,566,"0.957","0.02"
"SC","Census Tract 26.08",2012,1,NULL,NULL,9061,2311,"0.865","0.047"
"SC","Census Tract 26.09",2012,4,NULL,NULL,6676,3134,"0.887","0.046"
"SC","Census Tract 26.10",2012,NULL,NULL,NULL,3386,2120,"0.667","0.299"
"SC","Census Tract 26.11",2012,4,NULL,NULL,5092,750,"0.773","0.202"
"SC","Census Tract 27.01",2012,2,NULL,NULL,4155,357,"0.966","0.01"
"SC","Census Tract 27.02",2012,3,NULL,NULL,7458,1193,"0.861","0.09"
"SC","Census Tract 28.03",2012,2,NULL,NULL,7529,2567,"0.812","0.056"
"SC","Census Tract 28.04",2012,1,NULL,NULL,2318,2087,"0.939","0.03"
"SC","Census Tract 28.05",2012,1,NULL,NULL,4399,1216,"0.874","0.088"
"SC","Census Tract 28.08",2012,4,NULL,NULL,5991,857,"0.779","0.102"
"SC","Census Tract 28.11",2012,2,NULL,NULL,6802,1482,"0.798","0.108"
"SC","Census Tract 28.12",2012,2,NULL,NULL,7439,1912,"0.879","0.049"
"SC","Census Tract 28.13",2012,1,NULL,NULL,4337,1362,"0.888","0.024"
"SC","Census Tract 28.14",2012,2,NULL,NULL,5371,1218,"0.841","0.055"
"SC","Census Tract 28.15",2012,1,NULL,NULL,5849,2294,"0.831","0.118"
"SC","Census Tract 28.16",2012,2,NULL,NULL,8172,1286,"0.839","0.092"
"SC","Census Tract 29.01",2012,2,NULL,NULL,5029,879,"0.508","0.394"
"SC","Census Tract 29.03",2012,2,NULL,NULL,6369,1677,"0.727","0.205"
"SC","Census Tract 29.04",2012,2,NULL,NULL,5337,1359,"0.515","0.403"
"SC","Census Tract 29.05",2012,1,NULL,NULL,4380,1413,"0.661","0.266"
"SC","Census Tract 30.05",2012,NULL,NULL,NULL,2301,773,"0.793","0.171"
"SC","Census Tract 30.08",2012,4,NULL,NULL,6905,1713,"0.838","0.082"
"SC","Census Tract 30.09",2012,2,NULL,NULL,5089,348,"0.86","0.123"
"SC","Census Tract 30.10",2012,2,NULL,NULL,5982,1205,"0.844","0.087"
"SC","Census Tract 30.11",2012,3,NULL,NULL,4811,1261,"0.82","0.162"
"SC","Census Tract 30.12",2012,1,NULL,NULL,5236,3531,"0.768","0.18"
"SC","Census Tract 30.13",2012,2,NULL,NULL,6082,1529,"0.752","0.191"
"SC","Census Tract 30.14",2012,2,NULL,NULL,4468,904,"0.802","0.169"
"SC","Census Tract 30.15",2012,5,NULL,NULL,8157,973,"0.876","0.105"
"SC","Census Tract 31.01",2012,2,NULL,NULL,6697,973,"0.644","0.322"
"SC","Census Tract 31.03",2012,NULL,NULL,NULL,2878,230,"0.913","0.047"
"SC","Census Tract 31.04",2012,1,NULL,NULL,2288,135,"0.961","0.016"
"SC","Census Tract 32.01",2012,2,NULL,NULL,4836,144,"0.759","0.171"
"SC","Census Tract 32.02",2012,1,NULL,NULL,3635,65,"0.881","0.081"
"SC","Census Tract 33.01",2012,1,NULL,NULL,5721,324,"0.747","0.196"
"SC","Census Tract 33.03",2012,2,NULL,NULL,4642,232,"0.678","0.27"
"SC","Census Tract 33.04",2012,1,NULL,NULL,5889,470,"0.682","0.277"
"SC","Census Tract 34.01",2012,2,NULL,NULL,911,166,"0.516","0.476"
"SC","Census Tract 35",2012,1,NULL,NULL,2334,344,"0.593","0.403"
"SC","Census Tract 36.01",2012,1,NULL,NULL,5637,1022,"0.711","0.244"
"SC","Census Tract 36.02",2012,1,NULL,NULL,2662,844,"0.395","0.583"
"SC","Census Tract 37.01",2012,2,NULL,NULL,5308,475,"0.83","0.11"
"SC","Census Tract 37.04",2012,1,NULL,NULL,3441,3027,"0.751","0.192"
"SC","Census Tract 37.05",2012,1,NULL,NULL,1580,642,"0.757","0.17"
"SC","Census Tract 37.06",2012,1,NULL,NULL,3326,1975,"0.606","0.181"
"SC","Census Tract 37.07",2012,NULL,NULL,NULL,3633,2333,"0.79","0.189"
"SC","Census Tract 38.01",2012,3,NULL,NULL,6577,1348,"0.901","0.051"
"SC","Census Tract 38.02",2012,1,NULL,NULL,4711,845,"0.787","0.165"
"SC","Census Tract 39.02",2012,1,NULL,NULL,3132,216,"0.901","0.037"
"SC","Census Tract 39.03",2012,1,NULL,NULL,3972,198,"0.938","0.044"
"SC","Census Tract 39.04",2012,2,NULL,NULL,6297,562,"0.766","0.186"
"SC","Census Tract 40.01",2012,2,NULL,NULL,3224,215,"0.952","0.041"
"SC","Census Tract 40.02",2012,1,NULL,NULL,5345,75,"0.933","0.025"
"SC","Census Tract 41.01",2012,2,NULL,NULL,3645,193,"0.923","0.033"
"SC","Census Tract 41.02",2012,NULL,NULL,NULL,1045,15,"0.98","0.011"
"SC","Census Tract 42",2012,2,NULL,NULL,2550,2628,"0.781","0.199"
"SC","Census Tract 43",2012,1,NULL,NULL,3442,2781,"0.103","0.841"
"SC","Census Tract 44",2012,NULL,NULL,NULL,2207,1024,"0.565","0.368"
"SC","Census Tract 9701.01",2012,2,NULL,NULL,4057,123,"0.545","0.286"
"SC","Census Tract 9701.02",2012,4,NULL,NULL,4530,91,"0.763","0.2"
"SC","Census Tract 9702.01",2012,2,NULL,NULL,4156,198,"0.722","0.263"
"SC","Census Tract 9702.02",2012,5,NULL,NULL,8110,1871,"0.679","0.261"
"SC","Census Tract 9703.01",2012,3,NULL,NULL,4440,1228,"0.77","0.189"
"SC","Census Tract 9703.02",2012,5,NULL,NULL,5669,539,"0.8","0.133"
"SC","Census Tract 9704",2012,4,NULL,NULL,7032,513,"0.754","0.218"
"SC","Census Tract 9705",2012,2,NULL,NULL,5141,3275,"0.18","0.608"
"SC","Census Tract 9706",2012,6,NULL,NULL,6968,216,"0.552","0.403"
"SC","Census Tract 9707.01",2012,1,NULL,NULL,2148,62,"0.816","0.169"
"SC","Census Tract 9707.02",2012,3,NULL,NULL,5073,112,"0.637","0.329"
"SC","Census Tract 9708",2012,4,NULL,NULL,8011,264,"0.453","0.522"
"SC","Census Tract 9709",2012,2,NULL,NULL,2197,25,"0.647","0.166"
"SC","Census Tract 9710",2012,1,NULL,NULL,1999,23,"0.907","0.09"
"SC","Census Tract 9201",2012,1,NULL,NULL,2483,34,"0.747","0.207"
"SC","Census Tract 9202",2012,5,NULL,NULL,7257,67,"0.41","0.585"
"SC","Census Tract 9203",2012,1,NULL,NULL,2319,31,"0.329","0.662"
"SC","Census Tract 9204",2012,5,NULL,NULL,7146,43,"0.427","0.49"
"SC","Census Tract 9205",2012,3,NULL,NULL,1782,13,"0.163","0.832"
"SC","Census Tract 101",2012,5,NULL,NULL,2807,21,"0.808","0.188"
"SC","Census Tract 201",2012,4,NULL,NULL,3227,55,"0.722","0.264"
"SC","Census Tract 202",2012,4,NULL,NULL,5532,167,"0.579","0.405"
"SC","Census Tract 203",2012,3,NULL,NULL,7043,80,"0.771","0.185"
"SC","Census Tract 301.01",2012,NULL,NULL,NULL,1316,85,"0.273","0.659"
"SC","Census Tract 301.02",2012,3,NULL,NULL,3139,78,"0.764","0.191"
"SC","Census Tract 301.03",2012,2,NULL,NULL,3254,103,"0.581","0.407"
"SC","Census Tract 401.01",2012,1,NULL,NULL,4553,306,"0.779","0.204"
"SC","Census Tract 401.02",2012,2,NULL,NULL,4514,631,"0.812","0.163"
"SC","Census Tract 401.03",2012,1,NULL,NULL,5493,858,"0.884","0.099"
"SC","Census Tract 401.04",2012,1,NULL,NULL,2765,362,"0.937","0.02"
"SC","Census Tract 401.05",2012,2,NULL,NULL,2068,1010,"0.991","0.009"
"SC","Census Tract 402",2012,1,NULL,NULL,3798,394,"0.875","0.075"
"SC","Census Tract 403",2012,3,NULL,NULL,3250,922,"0.964","0.01"
"SC","Census Tract 404",2012,1,NULL,NULL,4219,1508,"0.953","0.021"
"SC","Census Tract 405",2012,4,NULL,NULL,3642,859,"0.873","0.046"
"SC","Census Tract 501.02",2012,2,NULL,NULL,3070,671,"0.942","0.031"
"SC","Census Tract 502",2012,NULL,NULL,NULL,1739,1027,"0.913","0.066"
"SC","Census Tract 503.03",2012,2,NULL,NULL,2324,940,"0.991","0.009"
"SC","Census Tract 504.01",2012,1,NULL,NULL,2555,2948,"0.868","0.044"
"SC","Census Tract 504.02",2012,NULL,NULL,NULL,1914,1246,"0.999","0.001"
"SC","Census Tract 505",2012,2,NULL,NULL,4529,1584,"0.886","0.021"
"SC","Census Tract 506",2012,2,NULL,NULL,4458,1935,"0.36","0.445"
"SC","Census Tract 507",2012,1,NULL,NULL,1896,3429,"0.703","0.084"
"SC","Census Tract 509",2012,3,NULL,NULL,6123,1489,"0.595","0.163"
"SC","Census Tract 510",2012,1,NULL,NULL,2442,798,"0.931","0.004"
"SC","Census Tract 512.01",2012,1,NULL,NULL,1684,2114,"0.991","0"
"SC","Census Tract 512.02",2012,NULL,NULL,NULL,2150,2633,"0.933","0"
"SC","Census Tract 513.01",2012,NULL,NULL,NULL,849,1266,"0.987","0.013"
"SC","Census Tract 513.02",2012,2,NULL,NULL,3138,1987,"1","0"
"SC","Census Tract 514.03",2012,1,NULL,NULL,4506,965,"0.912","0.052"
"SC","Census Tract 514.04",2012,1,NULL,NULL,2884,1824,"0.976","0"
"SC","Census Tract 514.05",2012,1,NULL,NULL,3229,1497,"0.984","0"
"SC","Census Tract 514.06",2012,1,NULL,NULL,2846,1997,"0.966","0.019"
"SC","Census Tract 515.01",2012,1,NULL,NULL,3578,2475,"0.659","0.096"
"SC","Census Tract 515.02",2012,NULL,NULL,NULL,7575,2397,"0.891","0.064"
"SC","Census Tract 515.03",2012,NULL,NULL,NULL,3701,1977,"0.667","0.093"
"SC","Census Tract 516.01",2012,3,NULL,NULL,8106,691,"0.743","0.092"
"SC","Census Tract 516.03",2012,NULL,NULL,NULL,3557,422,"0.879","0.044"
"SC","Census Tract 516.04",2012,2,NULL,NULL,7650,753,"0.919","0.035"
"SC","Census Tract 516.05",2012,3,NULL,NULL,5511,1044,"0.876","0.057"
"SC","Census Tract 517",2012,1,NULL,NULL,2151,792,"0.847","0.106"
"SC","Census Tract 601.01",2012,1,NULL,NULL,3630,285,"0.755","0.186"
"SC","Census Tract 601.02",2012,NULL,NULL,NULL,2997,508,"0.708","0.16"
"SC","Census Tract 602.03",2012,1,NULL,NULL,5374,558,"0.788","0.048"
"SC","Census Tract 602.04",2012,2,NULL,NULL,6949,1272,"0.856","0.051"
"SC","Census Tract 602.06",2012,2,NULL,NULL,5708,998,"0.848","0.061"
"SC","Census Tract 602.07",2012,1,NULL,NULL,4645,1003,"0.944","0.02"
"SC","Census Tract 602.08",2012,1,NULL,NULL,2525,525,"0.837","0.055"
"SC","Census Tract 602.09",2012,2,NULL,NULL,5769,1015,"0.831","0.065"
"SC","Census Tract 603.01",2012,2,NULL,NULL,3667,122,"0.805","0.187"
"SC","Census Tract 603.03",2012,1,NULL,NULL,1741,158,"0.876","0.08"
"SC","Census Tract 603.08",2012,1,NULL,NULL,5419,106,"0.639","0.282"
"SC","Census Tract 604.03",2012,1,NULL,NULL,2745,532,"0.786","0.106"
"SC","Census Tract 604.04",2012,1,NULL,NULL,1225,198,"0.985","0.007"
"SC","Census Tract 604.05",2012,2,NULL,NULL,5245,1875,"0.8","0.17"
"SC","Census Tract 604.06",2012,2,NULL,NULL,6144,821,"0.913","0.016"
"SC","Census Tract 701.01",2012,1,NULL,NULL,4530,139,"0.827","0.094"
"SC","Census Tract 701.02",2012,2,NULL,NULL,3459,100,"0.772","0.225"
"SC","Census Tract 702",2012,4,NULL,NULL,3126,1127,"0.79","0.183"
"SC","Census Tract 703",2012,1,NULL,NULL,3216,963,"0.508","0.446"
"SC","Census Tract 704",2012,2,NULL,NULL,4804,654,"0.236","0.687"
"SC","Census Tract 705",2012,1,NULL,NULL,3233,840,"0.545","0.442"
"SC","Census Tract 706.01",2012,2,NULL,NULL,4771,121,"0.812","0.101"
"SC","Census Tract 706.02",2012,3,NULL,NULL,5137,76,"0.585","0.318"
"SC","Census Tract 707.01",2012,3,NULL,NULL,5071,126,"0.788","0.189"
"SC","Census Tract 707.02",2012,1,NULL,NULL,5135,220,"0.7","0.263"
"SC","Census Tract 801.01",2012,3,NULL,NULL,3258,52,"0.894","0.062"
"SC","Census Tract 801.02",2012,4,NULL,NULL,2449,107,"0.841","0.131"
"SC","Census Tract 802",2012,2,NULL,NULL,4175,51,"0.939","0.029"
"SC","Census Tract 9801",2012,NULL,NULL,NULL,11,4,"1","0"
"SC","Census Tract 9901",2012,NULL,NULL,NULL,0,0,"0","0"
"SC","Census Tract 9501",2012,4,NULL,NULL,5677,22,"0.486","0.454"
"SC","Census Tract 9502.01",2012,2,NULL,NULL,3030,34,"0.542","0.346"
"SC","Census Tract 9502.02",2012,5,NULL,NULL,8577,83,"0.312","0.489"
"SC","Census Tract 9503",2012,3,NULL,NULL,7508,36,"0.458","0.448"
"SC","Census Tract 9901",2012,NULL,NULL,NULL,0,0,"0","0"
"SC","Census Tract 9701",2012,1,NULL,NULL,2570,27,"0.674","0.309"
"SC","Census Tract 9702",2012,2,NULL,NULL,3131,31,"0.795","0.202"
"SC","Census Tract 9703",2012,3,NULL,NULL,2275,19,"0.583","0.374"
"SC","Census Tract 9704.01",2012,2,NULL,NULL,4498,69,"0.858","0.127"
"SC","Census Tract 9704.02",2012,2,NULL,NULL,2339,435,"0.849","0.147"
"SC","Census Tract 9704.03",2012,NULL,NULL,NULL,2132,294,"0.862","0.125"
"SC","Census Tract 9705",2012,3,NULL,NULL,5461,182,"0.646","0.305"
"SC","Census Tract 9706.01",2012,3,NULL,NULL,5427,348,"0.732","0.243"
"SC","Census Tract 9706.02",2012,1,NULL,NULL,4628,44,"0.708","0.264"
"SC","Census Tract 9707",2012,2,NULL,NULL,3127,48,"0.525","0.46"
"SC","Census Tract 9708",2012,6,NULL,NULL,6519,360,"0.539","0.443"
"SC","Census Tract 9709.02",2012,1,NULL,NULL,3137,59,"0.67","0.213"
"SC","Census Tract 9709.03",2012,2,NULL,NULL,6157,304,"0.864","0.124"
"SC","Census Tract 9709.04",2012,4,NULL,NULL,7466,359,"0.712","0.232"
"SC","Census Tract 9709.05",2012,1,NULL,NULL,2716,416,"0.845","0.148"
"SC","Census Tract 101",2012,1,NULL,NULL,3849,52,"0.929","0.055"
"SC","Census Tract 102",2012,3,NULL,NULL,7401,76,"0.729","0.243"
"SC","Census Tract 103",2012,3,NULL,NULL,5794,41,"0.722","0.263"
"SC","Census Tract 104",2012,1,NULL,NULL,3107,110,"0.525","0.42"
"SC","Census Tract 105",2012,2,NULL,NULL,6004,737,"0.619","0.351"
"SC","Census Tract 106",2012,2,NULL,NULL,5270,499,"0.722","0.205"
"SC","Census Tract 107",2012,3,NULL,NULL,4049,1726,"0.132","0.858"
"SC","Census Tract 108",2012,1,NULL,NULL,2893,1726,"0.553","0.439"
