pollid,location_name_clean,r3latitude,r3longitude,state,base_year,change_year,geom,change_type
0101000020E6100000AAF1D24D625056C08D976E1283504540,ORFORDVILLE VILLAGE HALL,42.629,-89.256,WI,2014,2012 - 2014,0101000020E6100000AAF1D24D625056C08D976E1283504540,no_change
0101000020E6100000B81E85EB515056C08D976E1283504540,ORFORDVILLE FIRE STATION,42.629,-89.255,WI,2014,2012 - 2014,0101000020E6100000B81E85EB515056C08D976E1283504540,no_change
0101000020E61000000000000000F855C08D976E1283504540,UW PARKSIDE,42.629,-87.875,WI,2014,2012 - 2014,0101000020E61000000000000000F855C08D976E1283504540,no_change
0101000020E6100000C520B072682956C037894160E5504540,DELAVAN MUNICIPAL BUILDING,42.632,-88.647,WI,2014,2012 - 2014,0101000020E6100000C520B072682956C037894160E5504540,no_change
0101000020E6100000CBA145B6F3F555C037894160E5504540,04 NORTHSIDE LIBRARY,42.632,-87.843,WI,2014,2012 - 2014,0101000020E6100000CBA145B6F3F555C037894160E5504540,no_change
0101000020E61000006891ED7C3FF555C037894160E5504540,BOSE ELEMENTARY SCHOOL,42.632,-87.832,WI,2014,2012 - 2014,0101000020E61000006891ED7C3FF555C037894160E5504540,no_change
0101000020E6100000B0726891ED7C56C08B6CE7FBA9514540,WIOTA TOWN HALL,42.638,-89.952,WI,2014,2012 - 2014,0101000020E6100000B0726891ED7C56C08B6CE7FBA9514540,no_change
0101000020E6100000EE7C3F355E1256C06F1283C0CA514540,BOHNER'S LAKE FIRE HOUSE,42.639,-88.287,WI,2014,2012 - 2014,0101000020E6100000EE7C3F355E1256C06F1283C0CA514540,no_change
0101000020E61000008B6CE7FBA9F955C06F1283C0CA514540,SOMERS TOWN HALL III,42.639,-87.901,WI,2014,2012 - 2014,0101000020E61000008B6CE7FBA9F955C06F1283C0CA514540,no_change
0101000020E61000009EEFA7C64B0756C052B81E85EB514540,BRIGHTON TOWN HALL,42.640,-88.114,WI,2014,2012 - 2014,0101000020E61000009EEFA7C64B0756C052B81E85EB514540,no_change
0101000020E610000000000000009056C0DD24068195534540,SEYMOUR TOWN HALL,42.653,-90.250,WI,2014,2012 - 2014,0101000020E610000000000000009056C0DD24068195534540,no_change
0101000020E610000039B4C876BE1756C0C1CAA145B6534540,LYONS TOWN HALL,42.654,-88.371,WI,2014,2012 - 2014,0101000020E610000039B4C876BE1756C0C1CAA145B6534540,no_change
0101000020E6100000736891ED7C8756C08716D9CEF7534540,DARLINGTON TOWN HALL,42.656,-90.117,WI,2014,2012 - 2014,0101000020E6100000736891ED7C8756C08716D9CEF7534540,no_change
0101000020E6100000FCA9F1D24D4256C08716D9CEF7534540,EDISON MIDDLE SCHOOL,42.656,-89.036,WI,2014,2012 - 2014,0101000020E6100000FCA9F1D24D4256C08716D9CEF7534540,no_change
0101000020E61000006F1283C0CA7156C014AE47E17A544540,JORDAN TOWN HALL,42.660,-89.778,WI,2014,2012 - 2014,0101000020E61000006F1283C0CA7156C014AE47E17A544540,no_change
0101000020E6100000AAF1D24D626056C02FDD240681554540,SYLVESTER TOWN HALL,42.668,-89.506,WI,2014,2012 - 2014,0101000020E6100000AAF1D24D626056C02FDD240681554540,no_change
0101000020E610000021B07268914D56C0D9CEF753E3554540,FOOTVILLE VILLAGE HALL,42.671,-89.212,WI,2014,2012 - 2014,0101000020E610000021B07268914D56C0D9CEF753E3554540,no_change
0101000020E6100000AAF1D24D624056C0D9CEF753E3554540,ROTARY GARDENS,42.671,-89.006,WI,2014,2012 - 2014,0101000020E6100000AAF1D24D624056C0D9CEF753E3554540,no_change
0101000020E61000004260E5D0221356C0BC74931804564540,BURLINGTON UNITED METHODIST CHURCH,42.672,-88.299,WI,2014,2012 - 2014,0101000020E61000004260E5D0221356C0BC74931804564540,no_change
0101000020E6100000DF4F8D976E2256C0A01A2FDD24564540,ELKHORN NATIONAL GUARD ARMORY,42.673,-88.538,WI,2014,2012 - 2014,0101000020E6100000DF4F8D976E2256C0A01A2FDD24564540,no_change
0101000020E61000001B2FDD24061156C06666666666564540,BURLINGTON TOWN HALL,42.675,-88.266,WI,2014,2012 - 2014,0101000020E61000001B2FDD24061156C06666666666564540,no_change
0101000020E6100000295C8FC2F51056C0105839B4C8564540,2012 W1-4 CROSS LUTHERAN CHURCH,42.678,-88.265,WI,2014,2012 - 2014,0101000020E6100000295C8FC2F51056C0105839B4C8564540,no_change
0101000020E6100000F0A7C64B374156C0F4FDD478E9564540,HEDBERG PUBLIC LIBRARY,42.679,-89.019,WI,2014,2012 - 2014,0101000020E6100000F0A7C64B374156C0F4FDD478E9564540,no_change
0101000020E610000025068195430356C0BA490C022B574540,2012 W1-5 YORKVILLE MUNICIPAL BUILDING,42.681,-88.051,WI,2014,2012 - 2014,0101000020E610000025068195430356C0BA490C022B574540,no_change
0101000020E61000007D3F355EBA4156C09EEFA7C64B574540,JANESVILLE CITY HALL,42.682,-89.027,WI,2014,2012 - 2014,0101000020E61000007D3F355EBA4156C09EEFA7C64B574540,no_change
0101000020E6100000736891ED7C8756C08195438B6C574540,DARLINGTON MUNICIPAL BUILDING,42.683,-90.117,WI,2014,2012 - 2014,0101000020E6100000736891ED7C8756C08195438B6C574540,no_change
0101000020E6100000508D976E124356C0643BDF4F8D574540,MADISON SCHOOL,42.684,-89.048,WI,2014,2012 - 2014,0101000020E6100000508D976E124356C0643BDF4F8D574540,no_change
