localityid,geoid,name,x,y,stfp,cntyfp,tractfp
0983c197-9aee-4063-b277-7f016740d777,1400000US28011950702,"Census Tract 9507.02, Bolivar County, Mississippi",-90.721,33.736,28,011,28011950702
098cf2c3-838f-49e7-870e-83c602005445,1400000US28049010201,"Census Tract 102.01, Hinds County, Mississippi",-90.147,32.391,28,049,28049010201
09998fc8-2355-415a-b515-f8bbbe3c1da5,1400000US28107950100,"Census Tract 9501, Panola County, Mississippi",-90.120,34.511,28,107,28107950100
09998fc8-2355-415a-b515-f8bbbe3c1da5,1400000US28107950102,"Census Tract 9501.02, Panola County, Mississippi",-90.120,34.511,28,107,28107950102
09d8b5bf-1766-414c-b0de-df8a2982ef7b,1400000US28057950400,"Census Tract 9504, Itawamba County, Mississippi",-88.332,34.268,28,057,28057950400
0a067f0e-9fa8-4ecc-9892-c22294ec282d,1400000US28075010202,"Census Tract 102.02, Lauderdale County, Mississippi",-88.684,32.453,28,075,28075010202
0a207f53-9277-4aae-a6c3-037b44db0dff,1400000US28067951102,"Census Tract 9511.02, Jones County, Mississippi",-89.279,31.500,28,067,28067951102
0a692cc6-eb16-46c6-a3b1-373572f1f120,1400000US28047002900,"Census Tract 29, Harrison County, Mississippi",-89.226,30.321,28,047,28047002900
0a8719e4-b0ca-4931-8567-32cee1a6b916,1400000US28131020202,"Census Tract 202.02, Stone County, Mississippi",-89.142,30.708,28,131,28131020202
0a8719e4-b0ca-4931-8567-32cee1a6b916,1400000US28131020205,"Census Tract 202.05, Stone County, Mississippi",-89.142,30.708,28,131,28131020205
0a8fb78a-7f60-4e62-af7e-921880c05cc3,1400000US28095950800,"Census Tract 9508, Monroe County, Mississippi",-88.544,33.815,28,095,28095950800
0ac3dca2-1806-4c3d-980c-4b57545cc49f,1400000US28153950400,"Census Tract 9504, Wayne County, Mississippi",-88.475,31.437,28,153,28153950400
0ac3dca2-1806-4c3d-980c-4b57545cc49f,1400000US28153950402,"Census Tract 9504.02, Wayne County, Mississippi",-88.475,31.437,28,153,28153950402
0ac8fb4d-1cc3-4828-86bb-961302428d6d,1400000US28053950300,"Census Tract 9503, Humphreys County, Mississippi",-90.489,33.184,28,053,28053950300
