pollid,location_name_clean,r3latitude,r3longitude,state,base_year,change_year,geom,change_type
0101000020E61000005A643BDF4FD554C0AC1C5A643B9F3F40,MYSTIC BAPTIST CHURCH ANNEX,31.622,-83.333,GA,2018,2016 - 2018,0101000020E61000005A643BDF4FD554C0AC1C5A643B9F3F40,added
0101000020E610000004560E2DB2CD54C0C3F5285C8FA23F40,MINNIE,31.635,-83.214,GA,2018,2016 - 2018,0101000020E610000004560E2DB2CD54C0C3F5285C8FA23F40,added
0101000020E6100000BE9F1A2FDD9454C04C37894160A53F40,RED OAK BAPTIST CHURCH,31.646,-82.326,GA,2018,2016 - 2018,0101000020E6100000BE9F1A2FDD9454C04C37894160A53F40,added
0101000020E6100000AAF1D24D62D854C0D9CEF753E3A53F40,IRWINVILLE COMMUNITY CENTER,31.648,-83.381,GA,2018,2016 - 2018,0101000020E6100000AAF1D24D62D854C0D9CEF753E3A53F40,added
0101000020E6100000448B6CE7FBD154C0AAF1D24D62B03F40,VOTING PRECINCT BUILDING,31.689,-83.281,GA,2018,2016 - 2018,0101000020E6100000448B6CE7FBD154C0AAF1D24D62B03F40,added
0101000020E6100000560E2DB29DCF54C0F6285C8FC2B53F40,MONITOR AUDITORIUM,31.710,-83.244,GA,2018,2016 - 2018,0101000020E6100000560E2DB29DCF54C0F6285C8FC2B53F40,added
0101000020E6100000643BDF4F8D6F54C0F6285C8FC2B53F40,TIBET FIRE STATION,31.710,-81.743,GA,2018,2016 - 2018,0101000020E6100000643BDF4F8D6F54C0F6285C8FC2B53F40,added
0101000020E6100000F853E3A59BAC54C07F6ABC7493B83F40,DENTON FIRE STATION,31.721,-82.697,GA,2018,2016 - 2018,0101000020E6100000F853E3A59BAC54C07F6ABC7493B83F40,added
0101000020E6100000DBF97E6ABC9C54C0D34D621058B93F40,CO. FARM RD. FIRE STATION,31.724,-82.449,GA,2018,2016 - 2018,0101000020E6100000DBF97E6ABC9C54C0D34D621058B93F40,added
0101000020E6100000E9263108AC8C54C0D34D621058B93F40,VOTING BUILDING,31.724,-82.198,GA,2018,2016 - 2018,0101000020E6100000E9263108AC8C54C0D34D621058B93F40,added
0101000020E61000001F85EB51B87E54C096438B6CE7BB3F40,MADRAY SPRINGS COMMUNITY CENTE,31.734,-81.980,GA,2018,2016 - 2018,0101000020E61000001F85EB51B87E54C096438B6CE7BB3F40,added
0101000020E6100000295C8FC2F5D054C0CBA145B6F3BD3F40,ARBOR CHURCH ANNEX,31.742,-83.265,GA,2018,2016 - 2018,0101000020E6100000295C8FC2F5D054C0CBA145B6F3BD3F40,added
0101000020E61000008FC2F5285C2755C0A8C64B3789C13F40,4TH DISTRICT PRECINCT,31.756,-84.615,GA,2018,2016 - 2018,0101000020E61000008FC2F5285C2755C0A8C64B3789C13F40,added
0101000020E61000008195438B6C2755C0355EBA490CC23F40,SHELLMAN,31.758,-84.616,GA,2018,2016 - 2018,0101000020E61000008195438B6C2755C0355EBA490CC23F40,added
0101000020E61000007B14AE47E13255C0894160E5D0C23F40,FOUNTAIN BRIDGE PRECINCT,31.761,-84.795,GA,2018,2016 - 2018,0101000020E61000007B14AE47E13255C0894160E5D0C23F40,added
0101000020E61000007F6ABC74936854C085EB51B81EC53F40,WALTHOURVILLE CITY HALL,31.770,-81.634,GA,2018,2016 - 2018,0101000020E61000007F6ABC74936854C085EB51B81EC53F40,added
0101000020E6100000A01A2FDD24FE54C0BA490C022BC73F40,OAKFIELD COURTHOUSE,31.778,-83.971,GA,2018,2016 - 2018,0101000020E6100000A01A2FDD24FE54C0BA490C022BC73F40,added
0101000020E6100000E5D022DBF96654C0448B6CE7FBC93F40,TOWN OF ALLENHURST CITY HALL,31.789,-81.609,GA,2018,2016 - 2018,0101000020E6100000E5D022DBF96654C0448B6CE7FBC93F40,added
0101000020E6100000AAF1D24D625054C04E62105839D43F40,CORINTH BAPTIST CHURCH,31.829,-81.256,GA,2018,2016 - 2018,0101000020E6100000AAF1D24D625054C04E62105839D43F40,added
0101000020E61000009A999999998954C014AE47E17AD43F40,144 FIRE STATION,31.830,-82.150,GA,2018,2016 - 2018,0101000020E61000009A999999998954C014AE47E17AD43F40,added
0101000020E61000008195438B6CEF54C0DBF97E6ABCD43F40,ARABI CITY HALL,31.831,-83.741,GA,2018,2016 - 2018,0101000020E61000008195438B6CEF54C0DBF97E6ABCD43F40,added
0101000020E6100000BE9F1A2FDDAC54C04A0C022B87D63F40,OCMULGEE FIRE STATION,31.838,-82.701,GA,2018,2016 - 2018,0101000020E6100000BE9F1A2FDDAC54C04A0C022B87D63F40,added
0101000020E6100000D7A3703D0AA754C0EE7C3F355EDA3F40,HAMMOCK HOMES,31.853,-82.610,GA,2018,2016 - 2018,0101000020E6100000D7A3703D0AA754C0EE7C3F355EDA3F40,added
0101000020E6100000B6F3FDD4787954C096438B6CE7DB3F40,OFF HWY 196/FIRE STATION,31.859,-81.898,GA,2018,2016 - 2018,0101000020E6100000B6F3FDD4787954C096438B6CE7DB3F40,added
0101000020E61000005839B4C876A654C0B0726891EDDC3F40,COURTHOUSE ANNEX,31.863,-82.601,GA,2018,2016 - 2018,0101000020E61000005839B4C876A654C0B0726891EDDC3F40,added
0101000020E61000006891ED7C3FA554C077BE9F1A2FDD3F40,JEFF DAVIS COUNTY LIBRARY,31.864,-82.582,GA,2018,2016 - 2018,0101000020E61000006891ED7C3FA554C077BE9F1A2FDD3F40,added
