localityid,location_name_clean,r3latitude,r3longitude,state,base_year,change_year,geom,change_type
1a4596ed-e028-4c98-bf32-5cd48280e737,WOODRUFF RD CHRISTIAN CHURCH,34.818,-82.266,SC,2018,2016 - 2018,0101000020E61000001B2FDD24069154C062105839B4684140,no_change
1a4596ed-e028-4c98-bf32-5cd48280e737,WOODRUFF RD CHRISTIAN CHURCH,34.818,-82.266,SC,2020,2018 - 2020,0101000020E61000001B2FDD24069154C062105839B4684140,no_change
1a4596ed-e028-4c98-bf32-5cd48280e737,WOODRUFF RD CHRISTIAN CHURCH,34.818,-82.266,SC,2022,2020 - 2022,0101000020E61000001B2FDD24069154C062105839B4684140,no_change
1a5af0af-f3d0-4525-9f9a-aa616d8be47b,HENDERSONVILLE ELEMENTARY SCHOOL,32.804,-80.714,SC,2014,2012 - 2014,0101000020E610000004560E2DB22D54C0F4FDD478E9664040,no_change
1a5af0af-f3d0-4525-9f9a-aa616d8be47b,HENDERSONVILLE ELEMENTARY SCHOOL,32.804,-80.714,SC,2016,2014 - 2016,0101000020E610000004560E2DB22D54C0F4FDD478E9664040,no_change
1a5af0af-f3d0-4525-9f9a-aa616d8be47b,HENDERSONVILLE ELEMENTARY SCHOOL,32.804,-80.714,SC,2018,2016 - 2018,0101000020E610000004560E2DB22D54C0F4FDD478E9664040,no_change
1a5af0af-f3d0-4525-9f9a-aa616d8be47b,HENDERSONVILLE ELEMENTARY SCHOOL,32.804,-80.714,SC,2020,2018 - 2020,0101000020E610000004560E2DB22D54C0F4FDD478E9664040,no_change
1a5af0af-f3d0-4525-9f9a-aa616d8be47b,HENDERSONVILLE ELEMENTARY SCHOOL,32.804,-80.714,SC,2022,2020 - 2022,0101000020E610000004560E2DB22D54C0F4FDD478E9664040,no_change
1a795ce2-ef26-423c-9e5d-f73235684121,CAROLINA FOREST LIBRARY,33.760,-78.891,SC,2022,2020 - 2022,0101000020E61000001B2FDD2406B953C0E17A14AE47E14040,added
1aad6a3c-3495-46d6-9e39-e6b4d3036413,SNEED MIDDLE SCHOOL,34.169,-79.852,SC,2014,2012 - 2014,0101000020E61000004A0C022B87F653C01283C0CAA1154140,no_change
1aad6a3c-3495-46d6-9e39-e6b4d3036413,SNEED MIDDLE SCHOOL,34.169,-79.852,SC,2016,2014 - 2016,0101000020E61000004A0C022B87F653C01283C0CAA1154140,no_change
1aad6a3c-3495-46d6-9e39-e6b4d3036413,SNEED MIDDLE SCHOOL,34.169,-79.852,SC,2018,2016 - 2018,0101000020E61000004A0C022B87F653C01283C0CAA1154140,no_change
1aad6a3c-3495-46d6-9e39-e6b4d3036413,SNEED MIDDLE SCHOOL,34.169,-79.852,SC,2020,2018 - 2020,0101000020E61000004A0C022B87F653C01283C0CAA1154140,no_change
1aad6a3c-3495-46d6-9e39-e6b4d3036413,SNEED MIDDLE SCHOOL,34.169,-79.852,SC,2022,2020 - 2022,0101000020E61000004A0C022B87F653C01283C0CAA1154140,no_change
1abbf3c7-7dd1-4e33-a571-a2968d120817,WANDO HIGH SCHOOL,32.885,-79.759,SC,2014,2012 - 2014,0101000020E61000007F6ABC7493F053C0E17A14AE47714040,no_change
1abbf3c7-7dd1-4e33-a571-a2968d120817,WANDO HIGH SCHOOL,32.885,-79.759,SC,2016,2014 - 2016,0101000020E61000007F6ABC7493F053C0E17A14AE47714040,no_change
1abbf3c7-7dd1-4e33-a571-a2968d120817,WANDO HIGH SCHOOL,32.885,-79.759,SC,2018,2016 - 2018,0101000020E61000007F6ABC7493F053C0E17A14AE47714040,removed
1abe22c3-4436-44fd-ad48-aa5d6f6316f6,SAND HILL ELEMENTARY SCHOOL,32.952,-80.266,SC,2020,2018 - 2020,0101000020E61000001B2FDD24061154C060E5D022DB794040,added
1abe22c3-4436-44fd-ad48-aa5d6f6316f6,SAND HILL ELEMENTARY SCHOOL,32.952,-80.266,SC,2022,2020 - 2022,0101000020E61000001B2FDD24061154C060E5D022DB794040,no_change
1ae67ca5-a043-4844-ae6e-17598fc32679,DMW FIRE DEPARTMENT,35.026,-81.556,SC,2014,2012 - 2014,0101000020E6100000DD240681956354C017D9CEF753834140,no_change
1ae67ca5-a043-4844-ae6e-17598fc32679,DMW FIRE DEPARTMENT,35.026,-81.556,SC,2016,2014 - 2016,0101000020E6100000DD240681956354C017D9CEF753834140,no_change
1ae67ca5-a043-4844-ae6e-17598fc32679,DMW FIRE DEPARTMENT,35.026,-81.556,SC,2018,2016 - 2018,0101000020E6100000DD240681956354C017D9CEF753834140,no_change
1ae67ca5-a043-4844-ae6e-17598fc32679,DMW FIRE DEPARTMENT,35.026,-81.556,SC,2020,2018 - 2020,0101000020E6100000DD240681956354C017D9CEF753834140,no_change
1ae67ca5-a043-4844-ae6e-17598fc32679,DMW FIRE DEPARTMENT,35.026,-81.556,SC,2022,2020 - 2022,0101000020E6100000DD240681956354C017D9CEF753834140,no_change
1b0cf24d-beee-4a21-a88c-222e4281dff5,GATES FORD COMMUNITY CENTER,34.507,-80.472,SC,2014,2012 - 2014,0101000020E610000091ED7C3F351E54C037894160E5404140,no_change
1b0cf24d-beee-4a21-a88c-222e4281dff5,GATES FORD COMMUNITY CENTER,34.507,-80.472,SC,2016,2014 - 2016,0101000020E610000091ED7C3F351E54C037894160E5404140,no_change
1b0cf24d-beee-4a21-a88c-222e4281dff5,GATES FORD COMMUNITY CENTER,34.507,-80.472,SC,2018,2016 - 2018,0101000020E610000091ED7C3F351E54C037894160E5404140,no_change
1b0cf24d-beee-4a21-a88c-222e4281dff5,GATES FORD COMMUNITY CENTER,34.507,-80.472,SC,2020,2018 - 2020,0101000020E610000091ED7C3F351E54C037894160E5404140,removed
1b3f1804-acab-4dbb-9576-eeae6f05bf26,PLEASANT VIEW BAPTIST CHURCH,34.091,-79.066,SC,2014,2012 - 2014,0101000020E61000004E62105839C453C0CFF753E3A50B4140,no_change
1b3f1804-acab-4dbb-9576-eeae6f05bf26,PLEASANT VIEW BAPTIST CHURCH,34.091,-79.066,SC,2016,2014 - 2016,0101000020E61000004E62105839C453C0CFF753E3A50B4140,no_change
1b3f1804-acab-4dbb-9576-eeae6f05bf26,PLEASANT VIEW BAPTIST CHURCH,34.091,-79.066,SC,2018,2016 - 2018,0101000020E61000004E62105839C453C0CFF753E3A50B4140,no_change
1b3f1804-acab-4dbb-9576-eeae6f05bf26,PLEASANT VIEW BAPTIST CHURCH,34.091,-79.066,SC,2020,2018 - 2020,0101000020E61000004E62105839C453C0CFF753E3A50B4140,no_change
1b3f1804-acab-4dbb-9576-eeae6f05bf26,PLEASANT VIEW BAPTIST CHURCH,34.091,-79.066,SC,2022,2020 - 2022,0101000020E61000004E62105839C453C0CFF753E3A50B4140,no_change
1b4c1967-83ef-4bf6-8e4d-2ef56a995fa4,FIRE STATION #4,34.295,-80.204,SC,2014,2012 - 2014,0101000020E6100000931804560E0D54C0F6285C8FC2254140,no_change
1b4c1967-83ef-4bf6-8e4d-2ef56a995fa4,FIRE STATION #4,34.295,-80.204,SC,2016,2014 - 2016,0101000020E6100000931804560E0D54C0F6285C8FC2254140,no_change
1b4c1967-83ef-4bf6-8e4d-2ef56a995fa4,FIRE STATION #4,34.295,-80.204,SC,2018,2016 - 2018,0101000020E6100000931804560E0D54C0F6285C8FC2254140,no_change
1b4c1967-83ef-4bf6-8e4d-2ef56a995fa4,FIRE STATION #4,34.295,-80.204,SC,2020,2018 - 2020,0101000020E6100000931804560E0D54C0F6285C8FC2254140,no_change
1b4c1967-83ef-4bf6-8e4d-2ef56a995fa4,FIRE STATION #4,34.295,-80.204,SC,2022,2020 - 2022,0101000020E6100000931804560E0D54C0F6285C8FC2254140,no_change
1b5e82b5-942d-4aff-9f97-1621948b10df,STONEY HILL FIRESTATION,34.158,-81.587,SC,2014,2012 - 2014,0101000020E610000021B07268916554C04E62105839144140,no_change
1b5e82b5-942d-4aff-9f97-1621948b10df,STONEY HILL FIRESTATION,34.158,-81.587,SC,2016,2014 - 2016,0101000020E610000021B07268916554C04E62105839144140,no_change
1b5e82b5-942d-4aff-9f97-1621948b10df,STONEY HILL FIRESTATION,34.158,-81.587,SC,2018,2016 - 2018,0101000020E610000021B07268916554C04E62105839144140,no_change
1b5e82b5-942d-4aff-9f97-1621948b10df,STONEY HILL FIRESTATION,34.158,-81.587,SC,2020,2018 - 2020,0101000020E610000021B07268916554C04E62105839144140,no_change
1b5e82b5-942d-4aff-9f97-1621948b10df,STONEY HILL FIRESTATION,34.158,-81.587,SC,2022,2020 - 2022,0101000020E610000021B07268916554C04E62105839144140,no_change
1b67dcfa-2fec-42f5-89b1-942d125fb2ce,EBENEZER FIRE STATION,34.399,-82.557,SC,2014,2012 - 2014,0101000020E6100000CFF753E3A5A354C0508D976E12334140,no_change
1b67dcfa-2fec-42f5-89b1-942d125fb2ce,EBENEZER FIRE STATION,34.399,-82.557,SC,2016,2014 - 2016,0101000020E6100000CFF753E3A5A354C0508D976E12334140,no_change
1b67dcfa-2fec-42f5-89b1-942d125fb2ce,EBENEZER FIRE STATION,34.399,-82.557,SC,2018,2016 - 2018,0101000020E6100000CFF753E3A5A354C0508D976E12334140,no_change
1b67dcfa-2fec-42f5-89b1-942d125fb2ce,EBENEZER FIRE STATION,34.399,-82.557,SC,2020,2018 - 2020,0101000020E6100000CFF753E3A5A354C0508D976E12334140,no_change
1b67dcfa-2fec-42f5-89b1-942d125fb2ce,EBENEZER FIRE STATION,34.399,-82.557,SC,2022,2020 - 2022,0101000020E6100000CFF753E3A5A354C0508D976E12334140,no_change
1b7b1947-c05a-4a76-8ffa-be350b5a9bca,GOVAN FIRE DEPARTMENT,33.219,-81.176,SC,2014,2012 - 2014,0101000020E610000025068195434B54C079E92631089C4040,no_change
1b7b1947-c05a-4a76-8ffa-be350b5a9bca,GOVAN FIRE DEPARTMENT,33.219,-81.176,SC,2016,2014 - 2016,0101000020E610000025068195434B54C079E92631089C4040,no_change
1b7b1947-c05a-4a76-8ffa-be350b5a9bca,GOVAN FIRE DEPARTMENT,33.219,-81.176,SC,2018,2016 - 2018,0101000020E610000025068195434B54C079E92631089C4040,no_change
1b7b1947-c05a-4a76-8ffa-be350b5a9bca,GOVAN FIRE DEPARTMENT,33.219,-81.176,SC,2020,2018 - 2020,0101000020E610000025068195434B54C079E92631089C4040,no_change
1b7b1947-c05a-4a76-8ffa-be350b5a9bca,GOVAN FIRE DEPARTMENT,33.219,-81.176,SC,2022,2020 - 2022,0101000020E610000025068195434B54C079E92631089C4040,no_change
1b994b01-22fc-4170-b8b7-d8824fd05494,HANAHAN HIGH SCHOOL,32.915,-80.007,SC,2014,2012 - 2014,0101000020E61000009CC420B0720054C085EB51B81E754040,no_change
1b994b01-22fc-4170-b8b7-d8824fd05494,HANAHAN HIGH SCHOOL,32.915,-80.007,SC,2016,2014 - 2016,0101000020E61000009CC420B0720054C085EB51B81E754040,no_change
1b994b01-22fc-4170-b8b7-d8824fd05494,HANAHAN HIGH SCHOOL,32.915,-80.007,SC,2018,2016 - 2018,0101000020E61000009CC420B0720054C085EB51B81E754040,no_change
1b994b01-22fc-4170-b8b7-d8824fd05494,HANAHAN HIGH SCHOOL,32.915,-80.007,SC,2020,2018 - 2020,0101000020E61000009CC420B0720054C085EB51B81E754040,no_change
1b994b01-22fc-4170-b8b7-d8824fd05494,HANAHAN HIGH SCHOOL,32.915,-80.007,SC,2022,2020 - 2022,0101000020E61000009CC420B0720054C085EB51B81E754040,no_change
1bad2875-3bbb-4315-a13c-025240918c6c,TIDAL CREEK FELLOWSHIP,32.458,-80.654,SC,2014,2012 - 2014,0101000020E610000060E5D022DB2954C0B4C876BE9F3A4040,no_change
1bad2875-3bbb-4315-a13c-025240918c6c,TIDAL CREEK FELLOWSHIP,32.458,-80.654,SC,2016,2014 - 2016,0101000020E610000060E5D022DB2954C0B4C876BE9F3A4040,no_change
1bad2875-3bbb-4315-a13c-025240918c6c,TIDAL CREEK FELLOWSHIP,32.458,-80.654,SC,2018,2016 - 2018,0101000020E610000060E5D022DB2954C0B4C876BE9F3A4040,no_change
1bad2875-3bbb-4315-a13c-025240918c6c,TIDAL CREEK FELLOWSHIP,32.458,-80.654,SC,2020,2018 - 2020,0101000020E610000060E5D022DB2954C0B4C876BE9F3A4040,no_change
1bad2875-3bbb-4315-a13c-025240918c6c,TIDAL CREEK FELLOWSHIP,32.458,-80.654,SC,2022,2020 - 2022,0101000020E610000060E5D022DB2954C0B4C876BE9F3A4040,no_change
1bfc7c34-cc23-4f64-a02f-d21a4d347830,BLYTHEWOOD MIDDLE,34.193,-80.933,SC,2014,2012 - 2014,0101000020E6100000C1CAA145B63B54C062105839B4184140,no_change
1bfc7c34-cc23-4f64-a02f-d21a4d347830,BLYTHEWOOD MIDDLE,34.193,-80.933,SC,2016,2014 - 2016,0101000020E6100000C1CAA145B63B54C062105839B4184140,no_change
1bfc7c34-cc23-4f64-a02f-d21a4d347830,BLYTHEWOOD MIDDLE,34.193,-80.933,SC,2018,2016 - 2018,0101000020E6100000C1CAA145B63B54C062105839B4184140,no_change
1bfc7c34-cc23-4f64-a02f-d21a4d347830,BLYTHEWOOD MIDDLE,34.193,-80.933,SC,2020,2018 - 2020,0101000020E6100000C1CAA145B63B54C062105839B4184140,no_change
1bfc7c34-cc23-4f64-a02f-d21a4d347830,BLYTHEWOOD MIDDLE,34.193,-80.933,SC,2022,2020 - 2022,0101000020E6100000C1CAA145B63B54C062105839B4184140,no_change
1c09f485-6e28-419e-8d3b-937d10e885f8,WOODMAN OF THE WORLD HALL,34.220,-79.633,SC,2014,2012 - 2014,0101000020E61000008D976E1283E853C05C8FC2F5281C4140,no_change
1c09f485-6e28-419e-8d3b-937d10e885f8,WOODMAN OF THE WORLD HALL,34.220,-79.633,SC,2016,2014 - 2016,0101000020E61000008D976E1283E853C05C8FC2F5281C4140,no_change
1c09f485-6e28-419e-8d3b-937d10e885f8,WOODMAN OF THE WORLD HALL,34.220,-79.633,SC,2018,2016 - 2018,0101000020E61000008D976E1283E853C05C8FC2F5281C4140,no_change
1c09f485-6e28-419e-8d3b-937d10e885f8,WOODMAN OF THE WORLD HALL,34.220,-79.633,SC,2020,2018 - 2020,0101000020E61000008D976E1283E853C05C8FC2F5281C4140,no_change
1c09f485-6e28-419e-8d3b-937d10e885f8,WOODMAN OF THE WORLD HALL,34.220,-79.633,SC,2022,2020 - 2022,0101000020E61000008D976E1283E853C05C8FC2F5281C4140,no_change
1c108151-7224-4a1e-8761-b06a0816a4e2,FLAT ROCK PRESBYTERIAN CHURCH,34.427,-82.655,SC,2014,2012 - 2014,0101000020E610000052B81E85EBA954C02DB29DEFA7364140,no_change
1c108151-7224-4a1e-8761-b06a0816a4e2,FLAT ROCK PRESBYTERIAN CHURCH,34.427,-82.655,SC,2016,2014 - 2016,0101000020E610000052B81E85EBA954C02DB29DEFA7364140,no_change
1c108151-7224-4a1e-8761-b06a0816a4e2,FLAT ROCK PRESBYTERIAN CHURCH,34.427,-82.655,SC,2018,2016 - 2018,0101000020E610000052B81E85EBA954C02DB29DEFA7364140,no_change
1c108151-7224-4a1e-8761-b06a0816a4e2,FLAT ROCK PRESBYTERIAN CHURCH,34.427,-82.655,SC,2020,2018 - 2020,0101000020E610000052B81E85EBA954C02DB29DEFA7364140,removed
1c487c1a-e16d-4ded-aaad-880b278e5524,CENTRAL CAROLINA TECH,33.933,-80.371,SC,2014,2012 - 2014,0101000020E610000039B4C876BE1754C08195438B6CF74040,no_change
1c487c1a-e16d-4ded-aaad-880b278e5524,CENTRAL CAROLINA TECH,33.933,-80.371,SC,2016,2014 - 2016,0101000020E610000039B4C876BE1754C08195438B6CF74040,no_change
1c487c1a-e16d-4ded-aaad-880b278e5524,CENTRAL CAROLINA TECH,33.933,-80.371,SC,2018,2016 - 2018,0101000020E610000039B4C876BE1754C08195438B6CF74040,no_change
1c487c1a-e16d-4ded-aaad-880b278e5524,CENTRAL CAROLINA TECH,33.933,-80.371,SC,2020,2018 - 2020,0101000020E610000039B4C876BE1754C08195438B6CF74040,removed
1c52c022-eda5-44f0-bdcc-be70010d0a5f,ST PETER'S AME CHURCH,34.365,-81.290,SC,2014,2012 - 2014,0101000020E6100000C3F5285C8F5254C01F85EB51B82E4140,no_change
1c52c022-eda5-44f0-bdcc-be70010d0a5f,ST PETER'S AME CHURCH,34.365,-81.290,SC,2016,2014 - 2016,0101000020E6100000C3F5285C8F5254C01F85EB51B82E4140,no_change
1c52c022-eda5-44f0-bdcc-be70010d0a5f,ST PETER'S AME CHURCH,34.365,-81.290,SC,2018,2016 - 2018,0101000020E6100000C3F5285C8F5254C01F85EB51B82E4140,no_change
1c52c022-eda5-44f0-bdcc-be70010d0a5f,ST PETER'S AME CHURCH,34.365,-81.290,SC,2020,2018 - 2020,0101000020E6100000C3F5285C8F5254C01F85EB51B82E4140,no_change
1c52c022-eda5-44f0-bdcc-be70010d0a5f,ST PETER'S AME CHURCH,34.365,-81.290,SC,2022,2020 - 2022,0101000020E6100000C3F5285C8F5254C01F85EB51B82E4140,no_change
1c5c6a85-289e-4ed3-9b39-57aa7efbada5,FIRE STATION #8,34.218,-80.248,SC,2014,2012 - 2014,0101000020E61000001D5A643BDF0F54C096438B6CE71B4140,no_change
1c5c6a85-289e-4ed3-9b39-57aa7efbada5,FIRE STATION #8,34.218,-80.248,SC,2016,2014 - 2016,0101000020E61000001D5A643BDF0F54C096438B6CE71B4140,no_change
1c5c6a85-289e-4ed3-9b39-57aa7efbada5,FIRE STATION #8,34.218,-80.248,SC,2018,2016 - 2018,0101000020E61000001D5A643BDF0F54C096438B6CE71B4140,no_change
1c5c6a85-289e-4ed3-9b39-57aa7efbada5,FIRE STATION #8,34.218,-80.248,SC,2020,2018 - 2020,0101000020E61000001D5A643BDF0F54C096438B6CE71B4140,no_change
1c5c6a85-289e-4ed3-9b39-57aa7efbada5,FIRE STATION #8,34.218,-80.248,SC,2022,2020 - 2022,0101000020E61000001D5A643BDF0F54C096438B6CE71B4140,no_change
1c695cb3-1cd7-4d2d-8c76-bb1668d633f4,CORNERSTONE PRESB CHURCH,34.052,-81.188,SC,2014,2012 - 2014,0101000020E610000079E92631084C54C02DB29DEFA7064140,no_change
1c695cb3-1cd7-4d2d-8c76-bb1668d633f4,CORNERSTONE PRESB CHURCH,34.052,-81.188,SC,2016,2014 - 2016,0101000020E610000079E92631084C54C02DB29DEFA7064140,no_change
1c695cb3-1cd7-4d2d-8c76-bb1668d633f4,CORNERSTONE PRESB CHURCH,34.052,-81.188,SC,2018,2016 - 2018,0101000020E610000079E92631084C54C02DB29DEFA7064140,no_change
1c695cb3-1cd7-4d2d-8c76-bb1668d633f4,CORNERSTONE PRESB CHURCH,34.052,-81.188,SC,2020,2018 - 2020,0101000020E610000079E92631084C54C02DB29DEFA7064140,no_change
1c695cb3-1cd7-4d2d-8c76-bb1668d633f4,CORNERSTONE PRESB CHURCH,34.052,-81.188,SC,2022,2020 - 2022,0101000020E610000079E92631084C54C02DB29DEFA7064140,no_change
1c909bef-4cb6-4805-8526-ab54b5f6a19b,HAMPTON PARK BAPTIST CHURCH,34.898,-82.395,SC,2014,2012 - 2014,0101000020E6100000E17A14AE479954C06DE7FBA9F1724140,added
1c909bef-4cb6-4805-8526-ab54b5f6a19b,HAMPTON PARK BAPTIST CHURCH,34.898,-82.395,SC,2016,2014 - 2016,0101000020E6100000E17A14AE479954C06DE7FBA9F1724140,no_change
1c909bef-4cb6-4805-8526-ab54b5f6a19b,HAMPTON PARK BAPTIST CHURCH,34.898,-82.395,SC,2018,2016 - 2018,0101000020E6100000E17A14AE479954C06DE7FBA9F1724140,no_change
1c909bef-4cb6-4805-8526-ab54b5f6a19b,HAMPTON PARK BAPTIST CHURCH,34.898,-82.395,SC,2020,2018 - 2020,0101000020E6100000E17A14AE479954C06DE7FBA9F1724140,no_change
1c909bef-4cb6-4805-8526-ab54b5f6a19b,HAMPTON PARK BAPTIST CHURCH,34.898,-82.395,SC,2022,2020 - 2022,0101000020E6100000E17A14AE479954C06DE7FBA9F1724140,no_change
1ca9c5aa-ce74-4fe3-ab0f-81fe0101a2c0,THEODORE LESTER ELEMENTARY,34.198,-79.696,SC,2020,2018 - 2020,0101000020E6100000068195438BEC53C0D34D621058194140,added
1ca9c5aa-ce74-4fe3-ab0f-81fe0101a2c0,THEODORE LESTER ELEMENTARY,34.198,-79.696,SC,2022,2020 - 2022,0101000020E6100000068195438BEC53C0D34D621058194140,no_change
1cb0d125-0023-42d9-9d6b-b793614e1be4,TIMMONSVILLE LIBRARY,34.130,-79.943,SC,2022,2020 - 2022,0101000020E61000003108AC1C5AFC53C0713D0AD7A3104140,added
1cc951ad-dfb7-43dc-9207-d190b25893cf,JAMES B EDWARDS ELEMENTARY,32.818,-79.854,SC,2020,2018 - 2020,0101000020E61000002DB29DEFA7F653C062105839B4684040,added
1cc951ad-dfb7-43dc-9207-d190b25893cf,JAMES B EDWARDS ELEMENTARY,32.818,-79.854,SC,2022,2020 - 2022,0101000020E61000002DB29DEFA7F653C062105839B4684040,no_change
1cd1dd8b-ec4b-4569-90f3-2b79d0cbc42b,ABEL BAPTIST CHURCH,34.694,-82.803,SC,2014,2012 - 2014,0101000020E610000008AC1C5A64B354C046B6F3FDD4584140,no_change
1cd1dd8b-ec4b-4569-90f3-2b79d0cbc42b,ABEL BAPTIST CHURCH,34.694,-82.803,SC,2016,2014 - 2016,0101000020E610000008AC1C5A64B354C046B6F3FDD4584140,no_change
1cd1dd8b-ec4b-4569-90f3-2b79d0cbc42b,ABEL BAPTIST CHURCH,34.694,-82.803,SC,2018,2016 - 2018,0101000020E610000008AC1C5A64B354C046B6F3FDD4584140,no_change
1cd1dd8b-ec4b-4569-90f3-2b79d0cbc42b,ABEL BAPTIST CHURCH,34.694,-82.803,SC,2020,2018 - 2020,0101000020E610000008AC1C5A64B354C046B6F3FDD4584140,no_change
1cd1dd8b-ec4b-4569-90f3-2b79d0cbc42b,ABEL BAPTIST CHURCH,34.694,-82.803,SC,2022,2020 - 2022,0101000020E610000008AC1C5A64B354C046B6F3FDD4584140,no_change
1cf63203-eb0e-4b5f-a4ff-f75dfbc87736,SKYLAND ELEMENTARY SCHOOL,35.044,-82.266,SC,2014,2012 - 2014,0101000020E61000001B2FDD24069154C01283C0CAA1854140,no_change
1cf63203-eb0e-4b5f-a4ff-f75dfbc87736,SKYLAND ELEMENTARY SCHOOL,35.044,-82.266,SC,2016,2014 - 2016,0101000020E61000001B2FDD24069154C01283C0CAA1854140,no_change
1cf63203-eb0e-4b5f-a4ff-f75dfbc87736,SKYLAND ELEMENTARY SCHOOL,35.044,-82.266,SC,2018,2016 - 2018,0101000020E61000001B2FDD24069154C01283C0CAA1854140,no_change
1cf63203-eb0e-4b5f-a4ff-f75dfbc87736,SKYLAND ELEMENTARY SCHOOL,35.044,-82.266,SC,2020,2018 - 2020,0101000020E61000001B2FDD24069154C01283C0CAA1854140,no_change
1cf63203-eb0e-4b5f-a4ff-f75dfbc87736,SKYLAND ELEMENTARY SCHOOL,35.044,-82.266,SC,2022,2020 - 2022,0101000020E61000001B2FDD24069154C01283C0CAA1854140,no_change
1d25bef8-123b-4d0e-af31-7711469edc72,FRANCES MACK PRIMARY SCHOOL,33.821,-81.095,SC,2014,2012 - 2014,0101000020E6100000AE47E17A144654C00C022B8716E94040,no_change
1d25bef8-123b-4d0e-af31-7711469edc72,FRANCES MACK PRIMARY SCHOOL,33.821,-81.095,SC,2016,2014 - 2016,0101000020E6100000AE47E17A144654C00C022B8716E94040,no_change
1d25bef8-123b-4d0e-af31-7711469edc72,FRANCES MACK PRIMARY SCHOOL,33.821,-81.095,SC,2018,2016 - 2018,0101000020E6100000AE47E17A144654C00C022B8716E94040,no_change
1d25bef8-123b-4d0e-af31-7711469edc72,FRANCES MACK PRIMARY SCHOOL,33.821,-81.095,SC,2020,2018 - 2020,0101000020E6100000AE47E17A144654C00C022B8716E94040,no_change
1d25bef8-123b-4d0e-af31-7711469edc72,FRANCES MACK PRIMARY SCHOOL,33.821,-81.095,SC,2022,2020 - 2022,0101000020E6100000AE47E17A144654C00C022B8716E94040,no_change
1d530264-89b0-4f11-8ed3-dd5ad35f3cb0,ANDERSON PRIMARY SCHOOL,33.672,-79.821,SC,2014,2012 - 2014,0101000020E6100000068195438BF453C0BC74931804D64040,no_change
1d530264-89b0-4f11-8ed3-dd5ad35f3cb0,ANDERSON PRIMARY SCHOOL,33.672,-79.821,SC,2016,2014 - 2016,0101000020E6100000068195438BF453C0BC74931804D64040,no_change
1d530264-89b0-4f11-8ed3-dd5ad35f3cb0,ANDERSON PRIMARY SCHOOL,33.672,-79.821,SC,2018,2016 - 2018,0101000020E6100000068195438BF453C0BC74931804D64040,no_change
1d530264-89b0-4f11-8ed3-dd5ad35f3cb0,ANDERSON PRIMARY SCHOOL,33.672,-79.821,SC,2020,2018 - 2020,0101000020E6100000068195438BF453C0BC74931804D64040,no_change
1d530264-89b0-4f11-8ed3-dd5ad35f3cb0,ANDERSON PRIMARY SCHOOL,33.672,-79.821,SC,2022,2020 - 2022,0101000020E6100000068195438BF453C0BC74931804D64040,no_change
1d604da7-5316-458a-a4ef-91f677887f14,PALMETTO JR HIGH SCHOOL,34.206,-79.267,SC,2014,2012 - 2014,0101000020E61000000C022B8716D153C0EE7C3F355E1A4140,no_change
1d604da7-5316-458a-a4ef-91f677887f14,PALMETTO JR HIGH SCHOOL,34.206,-79.267,SC,2016,2014 - 2016,0101000020E61000000C022B8716D153C0EE7C3F355E1A4140,no_change
1d604da7-5316-458a-a4ef-91f677887f14,PALMETTO JR HIGH SCHOOL,34.206,-79.267,SC,2018,2016 - 2018,0101000020E61000000C022B8716D153C0EE7C3F355E1A4140,no_change
1d604da7-5316-458a-a4ef-91f677887f14,PALMETTO JR HIGH SCHOOL,34.206,-79.267,SC,2020,2018 - 2020,0101000020E61000000C022B8716D153C0EE7C3F355E1A4140,no_change
1d604da7-5316-458a-a4ef-91f677887f14,PALMETTO JR HIGH SCHOOL,34.206,-79.267,SC,2022,2020 - 2022,0101000020E61000000C022B8716D153C0EE7C3F355E1A4140,no_change
1d8fa5aa-0061-44ad-82ec-e723fde96ba0,DANIEL MORGAN TECHNOLOGY CENTER,34.981,-81.862,SC,2014,2012 - 2014,0101000020E6100000BA490C022B7754C021B07268917D4140,no_change
1d8fa5aa-0061-44ad-82ec-e723fde96ba0,DANIEL MORGAN TECHNOLOGY CENTER,34.981,-81.862,SC,2016,2014 - 2016,0101000020E6100000BA490C022B7754C021B07268917D4140,no_change
1d8fa5aa-0061-44ad-82ec-e723fde96ba0,DANIEL MORGAN TECHNOLOGY CENTER,34.981,-81.862,SC,2018,2016 - 2018,0101000020E6100000BA490C022B7754C021B07268917D4140,no_change
1d8fa5aa-0061-44ad-82ec-e723fde96ba0,DANIEL MORGAN TECHNOLOGY CENTER,34.981,-81.862,SC,2020,2018 - 2020,0101000020E6100000BA490C022B7754C021B07268917D4140,no_change
1d8fa5aa-0061-44ad-82ec-e723fde96ba0,DANIEL MORGAN TECHNOLOGY CENTER,34.981,-81.862,SC,2022,2020 - 2022,0101000020E6100000BA490C022B7754C021B07268917D4140,no_change
1d96ff34-65ff-4af6-9e61-e0da04bf6c88,MITFORD VFD,34.535,-80.943,SC,2014,2012 - 2014,0101000020E61000003108AC1C5A3C54C014AE47E17A444140,no_change
1d96ff34-65ff-4af6-9e61-e0da04bf6c88,MITFORD VFD,34.535,-80.943,SC,2016,2014 - 2016,0101000020E61000003108AC1C5A3C54C014AE47E17A444140,no_change
1d96ff34-65ff-4af6-9e61-e0da04bf6c88,MITFORD VFD,34.535,-80.943,SC,2018,2016 - 2018,0101000020E61000003108AC1C5A3C54C014AE47E17A444140,no_change
